Cell_line,GENE,normZ,p-value,FDR,Treatment
HeLA,A1BG,0.03,0.511,1.02,VE821
HeLA,A1CF,-0.64,0.261,1.05,VE821
HeLA,A2M,1.05,0.853,0.993,VE821
HeLA,A2ML1,0.03,0.511,1.02,VE821
HeLA,A4GALT,-1.9,0.0289,0.837,VE821
HeLA,A4GNT,-0.4,0.343,1.04,VE821
HeLA,AAAS,-0.8,0.211,1.04,VE821
HeLA,AACS,-0.89,0.187,1.04,VE821
HeLA,AADAC,0.29,0.613,1.01,VE821
HeLA,AADACL2,0.42,0.663,1.01,VE821
HeLA,AADACL3,0.01,0.506,1.02,VE821
HeLA,AADACL4,-0.59,0.279,1.05,VE821
HeLA,AADAT,0.95,0.83,0.994,VE821
HeLA,AAED1,-2.29,0.0111,0.692,VE821
HeLA,AAGAB,1.9,0.971,0.995,VE821
HeLA,AAK1,-0.4,0.346,1.04,VE821
HeLA,AAMDC,-0.31,0.38,1.04,VE821
HeLA,AAMP,-0.33,0.371,1.04,VE821
HeLA,AANAT,0.44,0.668,1.01,VE821
HeLA,AAR2,0.52,0.7,1,VE821
HeLA,AARD,0.02,0.507,1.02,VE821
HeLA,AARS2,-0.88,0.19,1.04,VE821
HeLA,AASDH,-1.03,0.151,1.03,VE821
HeLA,AASDHPPT,-0.41,0.34,1.04,VE821
HeLA,AASS,-1.62,0.0522,0.914,VE821
HeLA,AATF,0.39,0.653,1.01,VE821
HeLA,AATK,0.57,0.715,1,VE821
HeLA,ABAT,-0.9,0.185,1.04,VE821
HeLA,ABCA1,-0.34,0.368,1.04,VE821
HeLA,ABCA10,-0.38,0.352,1.04,VE821
HeLA,ABCA12,1.33,0.909,0.992,VE821
HeLA,ABCA13,0.2,0.578,1.02,VE821
HeLA,ABCA2,-1.23,0.11,1.01,VE821
HeLA,ABCA3,0.38,0.647,1.01,VE821
HeLA,ABCA4,-1.35,0.0892,0.979,VE821
HeLA,ABCA5,-0.34,0.367,1.04,VE821
HeLA,ABCA6,0.14,0.555,1.02,VE821
HeLA,ABCA7,-2.29,0.0111,0.691,VE821
HeLA,ABCA8,-1.09,0.137,1.03,VE821
HeLA,ABCA9,-0.29,0.387,1.04,VE821
HeLA,ABCB1,-0.82,0.205,1.04,VE821
HeLA,ABCB10,1.88,0.97,0.995,VE821
HeLA,ABCB11,-0.18,0.431,1.03,VE821
HeLA,ABCB4,-0.55,0.292,1.05,VE821
HeLA,ABCB5,0.65,0.742,0.999,VE821
HeLA,ABCB6,-0.14,0.444,1.03,VE821
HeLA,ABCB7,-1.06,0.144,1.04,VE821
HeLA,ABCB8,-0.21,0.418,1.04,VE821
HeLA,ABCB9,1.6,0.945,0.996,VE821
HeLA,ABCC1,-1.12,0.131,1.03,VE821
HeLA,ABCC10,-0.42,0.339,1.05,VE821
HeLA,ABCC11,0.39,0.652,1.01,VE821
HeLA,ABCC12,-2.07,0.0194,0.762,VE821
HeLA,ABCC2,0.83,0.798,0.997,VE821
HeLA,ABCC3,-1.87,0.0307,0.841,VE821
HeLA,ABCC4,-1.13,0.13,1.02,VE821
HeLA,ABCC5,-1.15,0.124,1.01,VE821
HeLA,ABCC6,-0.28,0.391,1.04,VE821
HeLA,ABCC8,0.27,0.607,1.02,VE821
HeLA,ABCC9,0.24,0.596,1.02,VE821
HeLA,ABCD1,-0.49,0.312,1.05,VE821
HeLA,ABCD2,0.35,0.638,1.01,VE821
HeLA,ABCD3,1.28,0.9,0.991,VE821
HeLA,ABCD4,-1.04,0.149,1.03,VE821
HeLA,ABCF1,-0.76,0.223,1.04,VE821
HeLA,ABCF2,0.49,0.686,1.01,VE821
HeLA,ABCF3,-0.83,0.202,1.03,VE821
HeLA,ABCG1,1.23,0.89,0.991,VE821
HeLA,ABCG2,0.76,0.777,0.998,VE821
HeLA,ABCG4,1.15,0.876,0.992,VE821
HeLA,ABCG5,-1.44,0.0754,0.987,VE821
HeLA,ABCG8,0.14,0.555,1.02,VE821
HeLA,ABHD1,0.46,0.677,1.01,VE821
HeLA,ABHD10,0.21,0.583,1.02,VE821
HeLA,ABHD11,-2.38,0.00872,0.647,VE821
HeLA,ABHD12,0.59,0.724,1,VE821
HeLA,ABHD12B,-0.2,0.42,1.04,VE821
HeLA,ABHD13,0.39,0.652,1.01,VE821
HeLA,ABHD14A,-0.87,0.191,1.04,VE821
HeLA,ABHD14B,1.44,0.925,0.994,VE821
HeLA,ABHD15,0.92,0.822,0.994,VE821
HeLA,ABHD16A,1.17,0.88,0.991,VE821
HeLA,ABHD16B,-0.13,0.45,1.03,VE821
HeLA,ABHD17B,1.07,0.857,0.992,VE821
HeLA,ABHD17C,-0.18,0.427,1.03,VE821
HeLA,ABHD2,-0.31,0.379,1.04,VE821
HeLA,ABHD3,0.48,0.685,1.01,VE821
HeLA,ABHD4,-2.3,0.0106,0.684,VE821
HeLA,ABHD5,1.18,0.88,0.991,VE821
HeLA,ABHD6,1.22,0.888,0.992,VE821
HeLA,ABHD8,-0.62,0.266,1.04,VE821
HeLA,ABI1,0.25,0.6,1.02,VE821
HeLA,ABI2,1.56,0.941,0.995,VE821
HeLA,ABI3,-1.63,0.0513,0.91,VE821
HeLA,ABI3BP,0.71,0.763,0.998,VE821
HeLA,ABL1,0.61,0.73,1,VE821
HeLA,ABL2,-1.46,0.0718,0.977,VE821
HeLA,ABLIM1,-0.8,0.212,1.04,VE821
HeLA,ABLIM2,0.93,0.824,0.994,VE821
HeLA,ABLIM3,-0.51,0.305,1.05,VE821
HeLA,ABR,-0.06,0.476,1.03,VE821
HeLA,ABRA,-0.49,0.313,1.05,VE821
HeLA,ABRACL,2.57,0.995,0.999,VE821
HeLA,ABT1,-0.09,0.465,1.03,VE821
HeLA,ABTB1,-2.77,0.00281,0.555,VE821
HeLA,ABTB2,-0.17,0.432,1.03,VE821
HeLA,ACAA1,0.89,0.812,0.996,VE821
HeLA,ACAA2,-0.42,0.336,1.05,VE821
HeLA,ACACA,-0.5,0.309,1.05,VE821
HeLA,ACACB,0.7,0.758,0.999,VE821
HeLA,ACAD10,0.47,0.68,1.01,VE821
HeLA,ACAD11,-0.47,0.321,1.05,VE821
HeLA,ACAD8,2.36,0.991,0.997,VE821
HeLA,ACAD9,0.07,0.528,1.02,VE821
HeLA,ACADL,0.53,0.701,1,VE821
HeLA,ACADM,0.28,0.612,1.01,VE821
HeLA,ACADS,0.98,0.837,0.993,VE821
HeLA,ACADSB,0.31,0.622,1.01,VE821
HeLA,ACADVL,-1.19,0.117,1.01,VE821
HeLA,ACAN,-0.04,0.483,1.03,VE821
HeLA,ACAP1,-0.54,0.296,1.05,VE821
HeLA,ACAP2,1.16,0.878,0.992,VE821
HeLA,ACAP3,1.43,0.924,0.994,VE821
HeLA,ACAT1,-1.25,0.106,0.997,VE821
HeLA,ACAT2,0.27,0.605,1.02,VE821
HeLA,ACBD3,0.28,0.61,1.01,VE821
HeLA,ACBD4,-0.38,0.352,1.04,VE821
HeLA,ACBD5,-0.19,0.426,1.03,VE821
HeLA,ACBD6,-0.16,0.438,1.03,VE821
HeLA,ACCS,-2.99,0.00138,0.527,VE821
HeLA,ACCSL,-0.11,0.458,1.03,VE821
HeLA,ACD,-0.27,0.395,1.04,VE821
HeLA,ACE,-2.44,0.00739,0.644,VE821
HeLA,ACE2,-0.77,0.221,1.04,VE821
HeLA,ACER1,0.5,0.69,1.01,VE821
HeLA,ACER2,0.53,0.701,1,VE821
HeLA,ACER3,0.03,0.512,1.02,VE821
HeLA,ACHE,-0.33,0.369,1.04,VE821
HeLA,ACIN1,1.77,0.962,0.995,VE821
HeLA,ACLY,1.58,0.943,0.996,VE821
HeLA,ACMSD,0.31,0.621,1.01,VE821
HeLA,ACN9,-3.6,0.00016,0.188,VE821
HeLA,ACO1,1.49,0.932,0.995,VE821
HeLA,ACO2,-0.56,0.289,1.05,VE821
HeLA,ACOT11,-0.28,0.391,1.04,VE821
HeLA,ACOT12,-1.65,0.0498,0.906,VE821
HeLA,ACOT13,0.6,0.726,1,VE821
HeLA,ACOT2,-0.53,0.299,1.05,VE821
HeLA,ACOT4,1.08,0.861,0.992,VE821
HeLA,ACOT6,0.47,0.682,1.01,VE821
HeLA,ACOT7,-1.93,0.0265,0.813,VE821
HeLA,ACOT8,0.62,0.734,1,VE821
HeLA,ACOT9,-0.26,0.399,1.04,VE821
HeLA,ACOX1,-0.17,0.431,1.03,VE821
HeLA,ACOX2,1.16,0.878,0.992,VE821
HeLA,ACOX3,2.31,0.99,0.997,VE821
HeLA,ACOXL,0.82,0.795,0.997,VE821
HeLA,ACP1,-0.67,0.252,1.05,VE821
HeLA,ACP2,0.25,0.599,1.02,VE821
HeLA,ACP5,0.76,0.777,0.998,VE821
HeLA,ACP6,-1,0.159,1.03,VE821
HeLA,ACPL2,-0.91,0.182,1.03,VE821
HeLA,ACPP,-0.01,0.497,1.02,VE821
HeLA,ACPT,0.16,0.564,1.02,VE821
HeLA,ACR,-1.45,0.0736,0.985,VE821
HeLA,ACRBP,-0.34,0.368,1.04,VE821
HeLA,ACRC,-0.46,0.324,1.05,VE821
HeLA,ACSBG1,0.35,0.637,1.01,VE821
HeLA,ACSBG2,0.78,0.782,0.996,VE821
HeLA,ACSF2,-2.64,0.00418,0.635,VE821
HeLA,ACSF3,-0.46,0.323,1.05,VE821
HeLA,ACSL1,0.24,0.596,1.02,VE821
HeLA,ACSL3,1.2,0.885,0.991,VE821
HeLA,ACSL4,0.47,0.681,1.01,VE821
HeLA,ACSL5,-0.24,0.407,1.04,VE821
HeLA,ACSL6,0.47,0.681,1.01,VE821
HeLA,ACSM1,0.61,0.73,1,VE821
HeLA,ACSM2B,-0.07,0.473,1.03,VE821
HeLA,ACSM3,-0.53,0.298,1.05,VE821
HeLA,ACSM4,-0.46,0.322,1.05,VE821
HeLA,ACSM5,-0.08,0.469,1.03,VE821
HeLA,ACSS1,1.17,0.879,0.992,VE821
HeLA,ACSS2,-0.16,0.437,1.03,VE821
HeLA,ACSS3,-0.72,0.235,1.05,VE821
HeLA,ACTA1,1.08,0.86,0.992,VE821
HeLA,ACTA2,-2.76,0.00287,0.548,VE821
HeLA,ACTBL2,-0.57,0.286,1.05,VE821
HeLA,ACTC1,-0.18,0.428,1.03,VE821
HeLA,ACTG2,0.49,0.69,1.01,VE821
HeLA,ACTL10,-1.05,0.146,1.03,VE821
HeLA,ACTL6B,-0.33,0.372,1.04,VE821
HeLA,ACTL7A,0.82,0.794,0.998,VE821
HeLA,ACTL7B,-0.82,0.207,1.04,VE821
HeLA,ACTL8,0.18,0.572,1.02,VE821
HeLA,ACTL9,-0.52,0.3,1.05,VE821
HeLA,ACTN1,0.25,0.597,1.02,VE821
HeLA,ACTN2,1.21,0.888,0.992,VE821
HeLA,ACTN4,-0.67,0.252,1.05,VE821
HeLA,ACTR1A,0.28,0.609,1.01,VE821
HeLA,ACTR1B,1.22,0.889,0.992,VE821
HeLA,ACTR3B,-0.42,0.338,1.05,VE821
HeLA,ACTR5,2.22,0.987,0.996,VE821
HeLA,ACTR6,-0.4,0.344,1.04,VE821
HeLA,ACTR8,1.6,0.945,0.996,VE821
HeLA,ACTRT1,0.28,0.61,1.01,VE821
HeLA,ACTRT2,1.6,0.946,0.995,VE821
HeLA,ACTRT3,1.89,0.97,0.995,VE821
HeLA,ACVR1,-0.15,0.44,1.03,VE821
HeLA,ACVR1B,1.48,0.93,0.994,VE821
HeLA,ACVR1C,-1.25,0.106,0.998,VE821
HeLA,ACVR2A,-2.27,0.0115,0.691,VE821
HeLA,ACVR2B,-0.06,0.475,1.03,VE821
HeLA,ACVRL1,-1.26,0.103,1,VE821
HeLA,ACY1,-0.49,0.312,1.05,VE821
HeLA,ACY3,0.34,0.633,1.01,VE821
HeLA,ACYP1,1.8,0.964,0.994,VE821
HeLA,ACYP2,-0.94,0.174,1.03,VE821
HeLA,ADA,-1.84,0.0326,0.84,VE821
HeLA,ADAD1,-1.2,0.116,1.01,VE821
HeLA,ADAD2,-0.43,0.332,1.05,VE821
HeLA,ADAL,-0.93,0.176,1.03,VE821
HeLA,ADAM10,-2.18,0.0147,0.723,VE821
HeLA,ADAM11,-0.64,0.261,1.05,VE821
HeLA,ADAM12,-1.31,0.0955,0.993,VE821
HeLA,ADAM15,2.12,0.983,0.996,VE821
HeLA,ADAM17,-1.08,0.14,1.03,VE821
HeLA,ADAM18,2.01,0.978,0.995,VE821
HeLA,ADAM19,1.02,0.846,0.992,VE821
HeLA,ADAM2,0.01,0.503,1.02,VE821
HeLA,ADAM20,0.92,0.822,0.994,VE821
HeLA,ADAM22,-2.58,0.00499,0.635,VE821
HeLA,ADAM23,0,0.5,1.02,VE821
HeLA,ADAM28,-0.67,0.251,1.05,VE821
HeLA,ADAM29,0.28,0.61,1.01,VE821
HeLA,ADAM30,-0.18,0.429,1.03,VE821
HeLA,ADAM32,0.6,0.725,1,VE821
HeLA,ADAM33,0.2,0.578,1.02,VE821
HeLA,ADAM7,0.3,0.618,1.01,VE821
HeLA,ADAM8,0.46,0.678,1.01,VE821
HeLA,ADAM9,0.41,0.661,1.01,VE821
HeLA,ADAMDEC1,-0.64,0.262,1.04,VE821
HeLA,ADAMTS1,-0.2,0.421,1.04,VE821
HeLA,ADAMTS10,0.4,0.655,1.01,VE821
HeLA,ADAMTS12,-1.09,0.138,1.02,VE821
HeLA,ADAMTS13,-1.07,0.143,1.03,VE821
HeLA,ADAMTS14,-0.53,0.297,1.05,VE821
HeLA,ADAMTS15,0.28,0.612,1.01,VE821
HeLA,ADAMTS16,-0.14,0.444,1.03,VE821
HeLA,ADAMTS17,-0.82,0.207,1.04,VE821
HeLA,ADAMTS18,-1.17,0.121,1.01,VE821
HeLA,ADAMTS19,0.72,0.764,0.998,VE821
HeLA,ADAMTS2,1.17,0.879,0.991,VE821
HeLA,ADAMTS20,-0.86,0.196,1.03,VE821
HeLA,ADAMTS3,0.28,0.61,1.01,VE821
HeLA,ADAMTS4,-0.4,0.346,1.04,VE821
HeLA,ADAMTS5,0.09,0.537,1.02,VE821
HeLA,ADAMTS7,-0.23,0.409,1.04,VE821
HeLA,ADAMTS8,0.49,0.689,1.01,VE821
HeLA,ADAMTS9,-0.64,0.261,1.05,VE821
HeLA,ADAMTSL1,-0.48,0.316,1.05,VE821
HeLA,ADAMTSL2,-0.84,0.2,1.03,VE821
HeLA,ADAMTSL3,-1.09,0.138,1.03,VE821
HeLA,ADAMTSL4,-0.24,0.407,1.04,VE821
HeLA,ADAMTSL5,1.35,0.912,0.992,VE821
HeLA,ADAP1,-0.54,0.293,1.05,VE821
HeLA,ADAP2,0.51,0.694,1.01,VE821
HeLA,ADAR,1.76,0.961,0.995,VE821
HeLA,ADARB1,1.27,0.898,0.991,VE821
HeLA,ADARB2,0.95,0.83,0.994,VE821
HeLA,ADAT1,-0.62,0.269,1.05,VE821
HeLA,ADAT2,0.06,0.524,1.02,VE821
HeLA,ADAT3,-0.51,0.304,1.05,VE821
HeLA,ADC,0.18,0.572,1.02,VE821
HeLA,ADCK1,-0.96,0.168,1.03,VE821
HeLA,ADCK2,1.14,0.873,0.991,VE821
HeLA,ADCK3,-1.77,0.0383,0.848,VE821
HeLA,ADCK4,-1.34,0.0894,0.979,VE821
HeLA,ADCK5,0.21,0.585,1.02,VE821
HeLA,ADCY1,0.08,0.531,1.02,VE821
HeLA,ADCY10,-0.26,0.396,1.04,VE821
HeLA,ADCY2,-1.02,0.153,1.03,VE821
HeLA,ADCY3,0.26,0.601,1.02,VE821
HeLA,ADCY4,-0.41,0.34,1.04,VE821
HeLA,ADCY5,-2.41,0.00799,0.643,VE821
HeLA,ADCY6,1.73,0.958,0.995,VE821
HeLA,ADCY7,0.24,0.595,1.02,VE821
HeLA,ADCY8,1.22,0.89,0.992,VE821
HeLA,ADCY9,1.32,0.907,0.992,VE821
HeLA,ADCYAP1,0.59,0.723,1,VE821
HeLA,ADCYAP1R1,1.2,0.885,0.991,VE821
HeLA,ADD1,0.33,0.628,1.01,VE821
HeLA,ADD2,-1.53,0.0634,0.942,VE821
HeLA,ADD3,0.02,0.506,1.02,VE821
HeLA,ADGB,-0.11,0.457,1.03,VE821
HeLA,ADH4,0.36,0.642,1.01,VE821
HeLA,ADH5,0.35,0.638,1.01,VE821
HeLA,ADH6,-0.34,0.365,1.04,VE821
HeLA,ADH7,0.11,0.542,1.02,VE821
HeLA,ADHFE1,-0.82,0.206,1.04,VE821
HeLA,ADI1,0.96,0.83,0.994,VE821
HeLA,ADIG,-0.51,0.305,1.05,VE821
HeLA,ADIPOQ,1.77,0.962,0.995,VE821
HeLA,ADIPOR1,0.58,0.72,1,VE821
HeLA,ADIPOR2,1.23,0.891,0.991,VE821
HeLA,ADIRF,0.44,0.671,1.01,VE821
HeLA,ADK,-1.84,0.0332,0.829,VE821
HeLA,ADM,-0.17,0.432,1.03,VE821
HeLA,ADM2,-0.87,0.192,1.03,VE821
HeLA,ADM5,0.71,0.761,0.999,VE821
HeLA,ADNP,0.66,0.746,0.999,VE821
HeLA,ADNP2,0.36,0.642,1.01,VE821
HeLA,ADO,-2.48,0.00658,0.62,VE821
HeLA,ADORA1,0.47,0.682,1.01,VE821
HeLA,ADORA2A,-2.57,0.00502,0.633,VE821
HeLA,ADORA2B,-1.43,0.0763,0.984,VE821
HeLA,ADORA3,0.85,0.802,0.995,VE821
HeLA,ADPGK,0.1,0.539,1.02,VE821
HeLA,ADPRH,-0.17,0.433,1.03,VE821
HeLA,ADPRHL1,0.49,0.687,1.01,VE821
HeLA,ADPRHL2,-1.15,0.126,1.02,VE821
HeLA,ADPRM,1.53,0.937,0.995,VE821
HeLA,ADRA1A,-0.67,0.251,1.05,VE821
HeLA,ADRA1B,-0.16,0.436,1.03,VE821
HeLA,ADRA1D,-0.21,0.417,1.04,VE821
HeLA,ADRA2A,0.51,0.695,1.01,VE821
HeLA,ADRA2B,-0.44,0.33,1.05,VE821
HeLA,ADRA2C,1.07,0.857,0.992,VE821
HeLA,ADRB1,0.36,0.64,1.01,VE821
HeLA,ADRB2,-0.49,0.314,1.05,VE821
HeLA,ADRB3,0.23,0.592,1.02,VE821
HeLA,ADRBK1,-0.09,0.465,1.03,VE821
HeLA,ADRBK2,-0.5,0.307,1.05,VE821
HeLA,ADRM1,0.8,0.787,0.996,VE821
HeLA,ADSL,-1.79,0.037,0.832,VE821
HeLA,ADSSL1,0.93,0.824,0.994,VE821
HeLA,ADTRP,0.34,0.632,1.01,VE821
HeLA,AEBP1,0.44,0.671,1.01,VE821
HeLA,AEBP2,2.35,0.991,0.997,VE821
HeLA,AEN,-2.25,0.0121,0.712,VE821
HeLA,AES,0.11,0.546,1.02,VE821
HeLA,AFAP1,1.4,0.919,0.993,VE821
HeLA,AFAP1L1,0.45,0.674,1.01,VE821
HeLA,AFAP1L2,-1.35,0.0885,0.982,VE821
HeLA,AFF1,1.24,0.892,0.991,VE821
HeLA,AFF2,-2.81,0.00247,0.541,VE821
HeLA,AFF3,0.16,0.564,1.02,VE821
HeLA,AFF4,-0.24,0.406,1.04,VE821
HeLA,AFG3L2,-1.44,0.0753,0.987,VE821
HeLA,AFM,0.62,0.733,1,VE821
HeLA,AFMID,0.87,0.808,0.995,VE821
HeLA,AFP,-0.06,0.476,1.03,VE821
HeLA,AFTPH,3.03,0.999,1,VE821
HeLA,AGA,-0.14,0.445,1.03,VE821
HeLA,AGAP1,-0.85,0.199,1.03,VE821
HeLA,AGAP2,0.92,0.821,0.994,VE821
HeLA,AGAP3,-0.14,0.446,1.03,VE821
HeLA,AGBL1,-1.04,0.149,1.03,VE821
HeLA,AGBL2,-1.97,0.0247,0.799,VE821
HeLA,AGBL3,-1.05,0.147,1.03,VE821
HeLA,AGBL4,1.3,0.903,0.992,VE821
HeLA,AGBL5,-0.51,0.306,1.05,VE821
HeLA,AGER,0.93,0.824,0.994,VE821
HeLA,AGFG1,0.92,0.821,0.994,VE821
HeLA,AGFG2,0.3,6.17E-01,1.01,VE821
HeLA,AGGF1,0.45,0.674,1.01,VE821
HeLA,AGK,-0.71,0.238,1.04,VE821
HeLA,AGL,-0.7,0.243,1.05,VE821
HeLA,AGMAT,-0.36,0.359,1.04,VE821
HeLA,AGMO,-0.29,0.385,1.04,VE821
HeLA,AGO1,0.94,0.827,0.993,VE821
HeLA,AGO2,-0.91,0.18,1.03,VE821
HeLA,AGO3,1.07,0.857,0.992,VE821
HeLA,AGO4,-0.39,0.348,1.04,VE821
HeLA,AGPAT1,0.64,0.739,0.999,VE821
HeLA,AGPAT2,-0.47,0.318,1.05,VE821
HeLA,AGPAT3,-1.64,0.0502,0.903,VE821
HeLA,AGPAT4,-0.06,0.474,1.03,VE821
HeLA,AGPAT5,-0.29,0.385,1.04,VE821
HeLA,AGPAT6,-0.31,0.378,1.04,VE821
HeLA,AGPAT9,0,0.501,1.02,VE821
HeLA,AGPS,-0.52,0.3,1.05,VE821
HeLA,AGR2,1.4,0.919,0.993,VE821
HeLA,AGRN,0.38,0.647,1.01,VE821
HeLA,AGRP,-0.5,0.307,1.05,VE821
HeLA,AGT,0.4,0.655,1.01,VE821
HeLA,AGTPBP1,0.63,0.735,1,VE821
HeLA,AGTR1,0.2,0.58,1.02,VE821
HeLA,AGTR2,1.18,0.881,0.991,VE821
HeLA,AGTRAP,-0.09,0.464,1.03,VE821
HeLA,AGXT,0.36,0.639,1.01,VE821
HeLA,AGXT2,0.52,0.699,1,VE821
HeLA,AHCTF1,-1.38,0.0831,0.975,VE821
HeLA,AHCY,-1.21,0.114,1.01,VE821
HeLA,AHCYL1,0.26,0.601,1.02,VE821
HeLA,AHCYL2,0.19,0.575,1.02,VE821
HeLA,AHDC1,-0.48,0.314,1.05,VE821
HeLA,AHI1,0.58,0.718,1,VE821
HeLA,AHNAK,1.9,0.971,0.995,VE821
HeLA,AHNAK2,-1.7,4.42E-02,8.86E-01,VE821
HeLA,AHR,-0.42,0.338,1.05,VE821
HeLA,AHRR,-1.06,0.145,1.03,VE821
HeLA,AHSA1,0.54,0.707,1,VE821
HeLA,AHSA2,-0.21,0.417,1.04,VE821
HeLA,AHSG,-1.23,0.109,1,VE821
HeLA,AICDA,0.77,0.781,0.997,VE821
HeLA,AIF1L,-0.31,0.377,1.04,VE821
HeLA,AIFM1,-0.04,0.483,1.03,VE821
HeLA,AIFM2,0.27,0.607,1.01,VE821
HeLA,AIFM3,-0.04,0.486,1.03,VE821
HeLA,AIG1,0.57,0.714,1,VE821
HeLA,AIM1,1.05,0.853,0.993,VE821
HeLA,AIM1L,-1.21,0.113,1.01,VE821
HeLA,AIM2,-1.17,0.121,1.01,VE821
HeLA,AIMP1,1.23,0.891,0.991,VE821
HeLA,AIMP2,-0.65,0.257,1.05,VE821
HeLA,AIP,0.85,0.802,0.995,VE821
HeLA,AIPL1,0.18,0.571,1.02,VE821
HeLA,AIRE,-2.43,0.00754,0.634,VE821
HeLA,AJAP1,1.09,0.863,0.991,VE821
HeLA,AJUBA,-0.55,0.29,1.05,VE821
HeLA,AK1,-1.48,0.0693,0.965,VE821
HeLA,AK5,-1.04,0.149,1.03,VE821
HeLA,AK7,-0.83,0.204,1.03,VE821
HeLA,AK8,-0.26,0.398,1.04,VE821
HeLA,AK9,0.77,0.781,0.997,VE821
HeLA,AKAP1,-1.37,0.0853,0.976,VE821
HeLA,AKAP10,-0.58,0.281,1.05,VE821
HeLA,AKAP11,-0.48,0.316,1.05,VE821
HeLA,AKAP12,0.08,0.533,1.02,VE821
HeLA,AKAP13,0.46,0.679,1.01,VE821
HeLA,AKAP14,-1.52,0.0645,0.942,VE821
HeLA,AKAP3,-0.01,0.495,1.02,VE821
HeLA,AKAP4,-0.83,0.204,1.03,VE821
HeLA,AKAP5,0.61,0.73,1,VE821
HeLA,AKAP6,-0.03,0.489,1.03,VE821
HeLA,AKAP7,0.79,0.786,0.996,VE821
HeLA,AKAP8,0.85,0.803,0.995,VE821
HeLA,AKAP8L,-0.32,0.376,1.04,VE821
HeLA,AKAP9,0.26,0.604,1.02,VE821
HeLA,AKIP1,-0.71,0.24,1.04,VE821
HeLA,AKIRIN2,1.4,0.919,0.993,VE821
HeLA,AKNA,-0.53,0.299,1.05,VE821
HeLA,AKNAD1,0.83,0.798,0.997,VE821
HeLA,AKR1A1,-0.24,0.405,1.04,VE821
HeLA,AKR1B1,-0.91,0.181,1.03,VE821
HeLA,AKR1C3,-0.89,0.187,1.04,VE821
HeLA,AKR1D1,0.93,0.823,0.994,VE821
HeLA,AKR1E2,-0.18,0.429,1.03,VE821
HeLA,AKR7A2,0.34,0.632,1.01,VE821
HeLA,AKT1,-0.86,0.195,1.03,VE821
HeLA,AKT1S1,1.28,0.9,0.991,VE821
HeLA,AKT2,-0.37,0.355,1.04,VE821
HeLA,AKT3,-0.45,0.327,1.05,VE821
HeLA,ALAD,-1.51,0.0657,0.943,VE821
HeLA,ALAS1,1.01,0.843,0.992,VE821
HeLA,ALAS2,-0.08,0.469,1.03,VE821
HeLA,ALB,0.87,0.807,0.995,VE821
HeLA,ALCAM,0.18,0.572,1.02,VE821
HeLA,ALDH16A1,-0.83,0.203,1.03,VE821
HeLA,ALDH18A1,1.47,0.929,0.994,VE821
HeLA,ALDH1A1,-1.37,0.0859,0.979,VE821
HeLA,ALDH1A2,0.48,0.684,1.01,VE821
HeLA,ALDH1A3,-1.17,0.121,1.01,VE821
HeLA,ALDH1B1,0.36,0.64,1.01,VE821
HeLA,ALDH1L1,0.61,0.73,1,VE821
HeLA,ALDH1L2,-1.7,0.0449,0.888,VE821
HeLA,ALDH2,1.1,0.865,0.991,VE821
HeLA,ALDH3A1,0.66,0.746,0.999,VE821
HeLA,ALDH3A2,0.29,0.615,1.01,VE821
HeLA,ALDH3B2,-0.02,0.494,1.02,VE821
HeLA,ALDH4A1,0,0.499,1.02,VE821
HeLA,ALDH5A1,0.29,0.614,1.01,VE821
HeLA,ALDH6A1,0.02,0.51,1.02,VE821
HeLA,ALDH7A1,0.32,0.624,1.01,VE821
HeLA,ALDH8A1,1.02,0.847,0.992,VE821
HeLA,ALDH9A1,-0.91,0.181,1.03,VE821
HeLA,ALDOA,0.84,0.8,0.996,VE821
HeLA,ALDOB,0.68,0.751,0.999,VE821
HeLA,ALDOC,0.06,0.523,1.02,VE821
HeLA,ALG1,-0.42,0.338,1.05,VE821
HeLA,ALG11,0.15,0.558,1.02,VE821
HeLA,ALG12,0.31,0.62,1.01,VE821
HeLA,ALG13,1.69,0.954,0.996,VE821
HeLA,ALG14,-1.04,0.15,1.03,VE821
HeLA,ALG2,-1.09,0.138,1.03,VE821
HeLA,ALG3,-0.93,0.175,1.03,VE821
HeLA,ALG5,0.71,0.76,0.998,VE821
HeLA,ALG6,-0.24,0.406,1.04,VE821
HeLA,ALG8,-0.63,0.266,1.05,VE821
HeLA,ALG9,1.27,0.898,0.991,VE821
HeLA,ALK,0.5,0.693,1.01,VE821
HeLA,ALKBH1,-0.3,0.383,1.04,VE821
HeLA,ALKBH2,1.72,0.957,0.995,VE821
HeLA,ALKBH3,0.46,0.676,1.01,VE821
HeLA,ALKBH4,1.1,0.865,0.991,VE821
HeLA,ALKBH5,1.66,0.951,0.995,VE821
HeLA,ALKBH6,1.82,0.966,0.994,VE821
HeLA,ALKBH7,0.5,0.69,1.01,VE821
HeLA,ALKBH8,1.29,0.901,0.992,VE821
HeLA,ALLC,0.42,0.664,1.01,VE821
HeLA,ALMS1,0.25,0.597,1.02,VE821
HeLA,ALOX12,-1.21,0.114,1.01,VE821
HeLA,ALOX12B,-0.72,0.235,1.05,VE821
HeLA,ALOX15,-0.01,0.495,1.02,VE821
HeLA,ALOX15B,-0.84,0.2,1.03,VE821
HeLA,ALOX5,1.88,0.97,0.995,VE821
HeLA,ALOX5AP,-0.55,0.292,1.05,VE821
