Cell_line,GENE,normZ,p-value,FDR,Treatment
HCT116,CD79A,0.47,0.681,0.99,AZD6738
HCT116,CD79B,-0.48,0.314,1.03,AZD6738
HCT116,CD80,-1.17,0.122,1.08,AZD6738
HCT116,CD81,0.43,0.666,0.991,AZD6738
HCT116,CD82,-1.25,0.105,1.07,AZD6738
HCT116,CD83,0.57,0.714,0.988,AZD6738
HCT116,CD84,0.66,0.745,0.988,AZD6738
HCT116,CD8A,1.36,0.913,0.992,AZD6738
HCT116,CD9,1.09,0.861,0.987,AZD6738
HCT116,CD93,1.02,0.847,0.986,AZD6738
HCT116,CD96,-0.77,0.222,1.07,AZD6738
HCT116,CD97,-0.02,0.493,1.01,AZD6738
HCT116,CD99L2,0.17,0.567,0.999,AZD6738
HCT116,CDA,0.57,0.714,0.988,AZD6738
HCT116,CDADC1,0.76,0.777,0.985,AZD6738
HCT116,CDC123,1.08,0.859,0.987,AZD6738
HCT116,CDC14A,1.47,0.929,0.994,AZD6738
HCT116,CDC14B,0.26,0.602,0.994,AZD6738
HCT116,CDC16,-0.85,0.196,1.07,AZD6738
HCT116,CDC20,-0.33,0.371,1.03,AZD6738
HCT116,CDC20B,-0.83,0.204,1.08,AZD6738
HCT116,CDC23,-1.91,0.0281,0.93,AZD6738
HCT116,CDC25A,2.29,0.989,1,AZD6738
HCT116,CDC25B,2.75,0.997,1,AZD6738
HCT116,CDC25C,1.72,0.958,0.997,AZD6738
HCT116,CDC34,-0.45,0.327,1.03,AZD6738
HCT116,CDC37,-0.28,0.391,1.02,AZD6738
HCT116,CDC37L1,-0.81,0.208,1.07,AZD6738
HCT116,CDC40,-0.13,0.447,1.02,AZD6738
HCT116,CDC42BPA,-0.48,0.317,1.03,AZD6738
HCT116,CDC42BPB,0.71,0.763,0.984,AZD6738
HCT116,CDC42BPG,0.02,0.507,1.01,AZD6738
HCT116,CDC42EP1,0.18,0.57,0.998,AZD6738
HCT116,CDC42EP2,0.02,0.509,1,AZD6738
HCT116,CDC42EP3,-0.75,0.225,1.07,AZD6738
HCT116,CDC42EP4,1.35,0.912,0.992,AZD6738
HCT116,CDC42EP5,-1.71,0.0437,1.01,AZD6738
HCT116,CDC42SE2,-0.6,0.274,1.04,AZD6738
HCT116,CDC45,-0.66,0.253,1.05,AZD6738
HCT116,CDC73,1.31,0.905,0.99,AZD6738
HCT116,CDCA2,-0.33,0.371,1.03,AZD6738
HCT116,CDCA3,1.3,0.903,0.989,AZD6738
HCT116,CDCA5,-1.39,0.0821,1.08,AZD6738
HCT116,CDCA7,0.18,0.57,0.999,AZD6738
HCT116,CDCA7L,0.42,0.663,0.991,AZD6738
HCT116,CDCA8,-0.07,0.473,1.01,AZD6738
HCT116,CDCP1,-0.89,0.185,1.08,AZD6738
HCT116,CDCP2,0.5,0.692,0.99,AZD6738
HCT116,CDH1,0.81,0.792,0.984,AZD6738
HCT116,CDH10,-0.15,0.439,1.02,AZD6738
HCT116,CDH11,0.27,0.605,0.994,AZD6738
HCT116,CDH12,-0.83,0.202,1.08,AZD6738
HCT116,CDH13,0.19,0.574,0.999,AZD6738
HCT116,CDH15,2.07,0.981,1,AZD6738
HCT116,CDH16,0.36,0.641,0.99,AZD6738
HCT116,CDH17,-0.83,0.203,1.08,AZD6738
HCT116,CDH18,-1.37,0.086,1.08,AZD6738
HCT116,CDH19,-0.59,0.276,1.04,AZD6738
HCT116,CDH2,-0.22,0.411,1.02,AZD6738
HCT116,CDH20,-0.41,0.342,1.03,AZD6738
HCT116,CDH22,0.12,0.548,1,AZD6738
HCT116,CDH23,-0.4,0.345,1.03,AZD6738
HCT116,CDH24,1.27,0.898,0.989,AZD6738
HCT116,CDH26,1.63,0.948,0.997,AZD6738
HCT116,CDH3,-1.52,0.0639,1.05,AZD6738
HCT116,CDH4,0.34,0.632,0.991,AZD6738
HCT116,CDH5,-0.46,0.323,1.03,AZD6738
HCT116,CDH6,0.75,0.773,0.984,AZD6738
HCT116,CDH7,-0.34,0.366,1.03,AZD6738
HCT116,CDH8,0.49,0.689,0.99,AZD6738
HCT116,CDH9,0.83,0.796,0.984,AZD6738
HCT116,CDHR1,-1.24,0.107,1.07,AZD6738
HCT116,CDHR2,-0.21,0.416,1.02,AZD6738
HCT116,CDHR3,1.26,8.97E-01,0.99,AZD6738
HCT116,CDHR4,0.02,0.508,1.01,AZD6738
HCT116,CDHR5,0.59,0.722,0.988,AZD6738
HCT116,CDIP1,0.99,0.839,0.986,AZD6738
HCT116,CDK10,-0.7,0.241,1.06,AZD6738
HCT116,CDK12,-1.27,0.103,1.07,AZD6738
HCT116,CDK13,0.98,0.836,0.987,AZD6738
HCT116,CDK14,-0.14,0.443,1.02,AZD6738
HCT116,CDK15,0.28,0.611,0.995,AZD6738
HCT116,CDK16,0.72,0.763,0.984,AZD6738
HCT116,CDK17,-0.94,0.174,1.08,AZD6738
HCT116,CDK18,1.03,0.848,0.986,AZD6738
HCT116,CDK19,-0.17,0.431,1.02,AZD6738
HCT116,CDK2,1.92,0.973,0.999,AZD6738
HCT116,CDK20,0.7,0.758,0.985,AZD6738
HCT116,CDK2AP1,1.39,0.918,0.993,AZD6738
HCT116,CDK2AP2,0.04,0.516,1.01,AZD6738
HCT116,CDK3,-0.52,0.3,1.03,AZD6738
HCT116,CDK4,1.49,0.931,0.994,AZD6738
HCT116,CDK5,0.11,0.543,1,AZD6738
HCT116,CDK5R1,0.96,0.832,0.987,AZD6738
HCT116,CDK5R2,-0.86,0.196,1.07,AZD6738
HCT116,CDK5RAP1,0.69,0.754,0.986,AZD6738
HCT116,CDK5RAP2,1.39,0.917,0.993,AZD6738
HCT116,CDK5RAP3,1.01,0.844,0.986,AZD6738
HCT116,CDK6,1.56,0.94,0.996,AZD6738
HCT116,CDK7,0.1,0.54,1.01,AZD6738
HCT116,CDK8,0.58,0.72,0.988,AZD6738
HCT116,CDK9,1.86,0.969,0.998,AZD6738
HCT116,CDKAL1,-0.52,0.302,1.03,AZD6738
HCT116,CDKL1,-0.5,0.31,1.03,AZD6738
HCT116,CDKL2,-0.14,0.443,1.02,AZD6738
HCT116,CDKL3,0.83,0.798,0.984,AZD6738
HCT116,CDKL4,-0.63,0.263,1.05,AZD6738
HCT116,CDKL5,-0.95,0.17,1.08,AZD6738
HCT116,CDKN1A,-0.77,0.219,1.07,AZD6738
HCT116,CDKN1B,0.83,0.795,0.984,AZD6738
HCT116,CDKN1C,0.02,0.51,1.01,AZD6738
HCT116,CDKN2A,0.47,0.682,0.99,AZD6738
HCT116,CDKN2AIP,-0.53,0.299,1.03,AZD6738
HCT116,CDKN2B,1.16,0.877,0.987,AZD6738
HCT116,CDKN2C,-0.53,0.297,1.03,AZD6738
HCT116,CDKN2D,0.52,0.697,0.99,AZD6738
HCT116,CDKN3,-0.52,0.301,1.04,AZD6738
HCT116,CDO1,0.35,0.636,0.99,AZD6738
HCT116,CDON,1.36,0.913,0.992,AZD6738
HCT116,CDPF1,1.3,0.904,0.99,AZD6738
HCT116,CDR1,-0.07,0.472,1.01,AZD6738
HCT116,CDR2,-0.99,0.162,1.08,AZD6738
HCT116,CDR2L,2.13,0.983,1,AZD6738
HCT116,CDS1,0.33,0.629,0.992,AZD6738
HCT116,CDS2,1,0.842,0.986,AZD6738
HCT116,CDSN,-0.59,0.279,1.04,AZD6738
HCT116,CDV3,-0.91,0.181,1.08,AZD6738
HCT116,CDX1,1.1,0.864,0.987,AZD6738
HCT116,CDX2,-1.26,0.103,1.07,AZD6738
HCT116,CDX4,1.45,0.927,0.994,AZD6738
HCT116,CDYL,1.95,0.975,0.999,AZD6738
HCT116,CDYL2,0.66,0.744,0.988,AZD6738
HCT116,CEACAM1,-1.37,0.0861,1.08,AZD6738
HCT116,CEACAM16,-0.49,0.311,1.03,AZD6738
HCT116,CEACAM18,0.53,0.703,0.989,AZD6738
HCT116,CEACAM19,-0.33,0.37,1.03,AZD6738
HCT116,CEACAM21,-0.99,0.162,1.08,AZD6738
HCT116,CEACAM4,-0.98,0.163,1.08,AZD6738
HCT116,CEACAM5,1.15,0.876,0.987,AZD6738
HCT116,CEACAM6,0.27,0.605,0.994,AZD6738
HCT116,CEACAM7,-0.07,0.474,1.01,AZD6738
HCT116,CEACAM8,-0.2,0.422,1.02,AZD6738
HCT116,CEBPA,2.05,0.98,1,AZD6738
HCT116,CEBPB,-0.75,0.225,1.07,AZD6738
HCT116,CEBPD,-0.01,0.497,1,AZD6738
HCT116,CEBPE,0.87,0.807,0.984,AZD6738
HCT116,CEBPG,-1.8,0.0357,1,AZD6738
HCT116,CEBPZ,2.16,0.985,1,AZD6738
HCT116,CECR1,-0.35,0.365,1.03,AZD6738
HCT116,CECR2,-0.4,0.346,1.03,AZD6738
HCT116,CECR5,0.97,0.835,0.987,AZD6738
HCT116,CECR6,0.52,0.697,0.99,AZD6738
HCT116,CEL,-0.15,0.441,1.02,AZD6738
HCT116,CELA1,-0.64,0.262,1.05,AZD6738
HCT116,CELA3A,-1.34,0.0905,1.07,AZD6738
HCT116,CELF1,-1.72,0.043,1.01,AZD6738
HCT116,CELF2,0.41,0.658,0.992,AZD6738
HCT116,CELF3,1.71,0.957,0.997,AZD6738
HCT116,CELF4,-0.35,0.362,1.03,AZD6738
HCT116,CELF5,-1.14,0.127,1.08,AZD6738
HCT116,CELF6,-0.03,0.487,1.01,AZD6738
HCT116,CELSR1,-0.39,0.348,1.03,AZD6738
HCT116,CELSR2,-0.62,0.267,1.05,AZD6738
HCT116,CELSR3,0.11,0.545,1,AZD6738
HCT116,CENPA,0.06,0.525,1.01,AZD6738
HCT116,CENPB,0.9,0.815,0.984,AZD6738
HCT116,CENPBD1,0.43,0.666,0.991,AZD6738
HCT116,CENPE,0.83,0.795,0.984,AZD6738
HCT116,CENPF,-0.11,0.455,1.02,AZD6738
HCT116,CENPJ,-1.87,0.0308,0.943,AZD6738
HCT116,CENPM,0.52,0.697,0.99,AZD6738
HCT116,CENPN,0.43,0.665,0.991,AZD6738
HCT116,CENPO,-1.56,0.0589,1.06,AZD6738
HCT116,CENPP,1.75,0.96,0.997,AZD6738
HCT116,CENPT,-1.21,0.113,1.08,AZD6738
HCT116,CENPV,0.5,0.692,0.991,AZD6738
HCT116,CENPW,-1.55,0.0603,1.06,AZD6738
HCT116,CEP104,0.17,0.566,0.999,AZD6738
HCT116,CEP112,1.1,0.864,0.987,AZD6738
HCT116,CEP120,1,0.841,0.986,AZD6738
HCT116,CEP128,-0.86,0.195,1.08,AZD6738
HCT116,CEP135,0.19,0.576,0.999,AZD6738
HCT116,CEP152,0.87,0.808,0.984,AZD6738
HCT116,CEP164,-0.93,0.175,1.08,AZD6738
HCT116,CEP170B,-0.73,0.232,1.07,AZD6738
HCT116,CEP192,-0.19,0.424,1.02,AZD6738
HCT116,CEP250,0.24,0.595,0.996,AZD6738
HCT116,CEP290,-0.09,0.463,1.01,AZD6738
HCT116,CEP350,-0.98,0.163,1.08,AZD6738
HCT116,CEP41,-1.07,0.143,1.08,AZD6738
HCT116,CEP44,2.08,0.981,1,AZD6738
HCT116,CEP55,-0.09,0.463,1.01,AZD6738
HCT116,CEP57,2.59,0.995,1,AZD6738
HCT116,CEP63,-0.29,0.387,1.02,AZD6738
HCT116,CEP68,-0.32,0.376,1.03,AZD6738
HCT116,CEP72,-1.21,0.113,1.08,AZD6738
HCT116,CEP76,-1.66,0.0485,1.04,AZD6738
HCT116,CEP78,-0.77,0.221,1.07,AZD6738
HCT116,CEP85,1.25,0.894,0.989,AZD6738
HCT116,CEP85L,1.7,0.955,0.997,AZD6738
HCT116,CEP89,-1.18,0.118,1.08,AZD6738
HCT116,CEP95,0.57,0.716,0.988,AZD6738
HCT116,CEP97,-0.11,0.455,1.02,AZD6738
HCT116,CEPT1,0.59,0.721,0.988,AZD6738
HCT116,CER1,0.49,0.687,0.989,AZD6738
HCT116,CERCAM,-0.21,0.417,1.02,AZD6738
HCT116,CERK,0.07,0.53,1,AZD6738
HCT116,CERKL,0.43,0.667,0.991,AZD6738
HCT116,CERS2,-0.22,0.411,1.02,AZD6738
HCT116,CERS3,1.52,0.936,0.995,AZD6738
HCT116,CERS4,1.12,0.868,0.987,AZD6738
HCT116,CERS5,0.38,0.648,0.991,AZD6738
HCT116,CERS6,1.14,0.874,0.987,AZD6738
HCT116,CES1,-2.43,0.0076,0.868,AZD6738
HCT116,CES2,1.81,0.965,0.998,AZD6738
HCT116,CES3,0.66,0.746,0.987,AZD6738
HCT116,CES4A,1.23,0.891,0.989,AZD6738
HCT116,CES5A,0.64,0.738,0.988,AZD6738
HCT116,CETN1,0.25,0.599,0.995,AZD6738
HCT116,CETP,-1.75,0.0401,0.994,AZD6738
HCT116,CFB,-0.69,0.244,1.06,AZD6738
HCT116,CFD,0.22,0.587,0.998,AZD6738
HCT116,CFDP1,-1.33,0.092,1.07,AZD6738
HCT116,CFH,0.17,0.566,0.999,AZD6738
HCT116,CFHR5,1.65,0.951,0.997,AZD6738
HCT116,CFI,-0.2,0.42,1.02,AZD6738
HCT116,CFLAR,0.9,0.817,0.984,AZD6738
HCT116,CFP,-0.18,0.428,1.02,AZD6738
HCT116,CFTR,-0.03,0.486,1.01,AZD6738
HCT116,CGA,0.48,0.684,0.99,AZD6738
HCT116,CGGBP1,-1.36,0.0865,1.08,AZD6738
HCT116,CGN,-0.95,0.172,1.08,AZD6738
HCT116,CGNL1,-1.5,0.0669,1.04,AZD6738
HCT116,CGREF1,-0.39,0.349,1.03,AZD6738
HCT116,CGRRF1,-0.58,0.282,1.04,AZD6738
HCT116,CH25H,0.57,0.716,0.988,AZD6738
HCT116,CHAC1,-0.99,0.161,1.08,AZD6738
HCT116,CHAC2,-1.08,0.141,1.08,AZD6738
HCT116,CHAD,-0.07,0.471,1.01,AZD6738
HCT116,CHADL,0.69,0.754,0.986,AZD6738
HCT116,CHAF1A,1.53,0.938,0.995,AZD6738
HCT116,CHAF1B,1.44,0.924,0.994,AZD6738
HCT116,CHAMP1,0.3,0.617,0.995,AZD6738
HCT116,CHAT,-0.26,0.396,1.02,AZD6738
HCT116,CHCHD1,1.33,0.908,0.991,AZD6738
HCT116,CHCHD10,0.45,0.674,0.99,AZD6738
HCT116,CHCHD2,1.01,0.845,0.986,AZD6738
HCT116,CHCHD5,-0.57,0.284,1.04,AZD6738
HCT116,CHCHD6,0.39,0.653,0.992,AZD6738
HCT116,CHCHD7,0.23,0.59,0.998,AZD6738
HCT116,CHD1,1.02,0.847,0.986,AZD6738
HCT116,CHD1L,-3.02,0.00125,0.473,AZD6738
HCT116,CHD2,2.13,0.984,1,AZD6738
HCT116,CHD3,0.18,0.57,0.999,AZD6738
HCT116,CHD4,0.03,0.514,1.01,AZD6738
HCT116,CHD5,-0.32,0.375,1.03,AZD6738
HCT116,CHD6,-1.62,0.0527,1.04,AZD6738
HCT116,CHD7,0.63,0.735,0.988,AZD6738
HCT116,CHD8,2.01,0.978,0.999,AZD6738
HCT116,CHD9,-0.01,0.495,1.01,AZD6738
HCT116,CHDH,-0.23,0.407,1.02,AZD6738
HCT116,CHEK1,-0.16,0.435,1.02,AZD6738
HCT116,CHEK2,-1.47,0.0702,1.05,AZD6738
HCT116,CHERP,1.19,0.883,0.988,AZD6738
HCT116,CHFR,0.59,0.723,0.988,AZD6738
HCT116,CHGA,0.26,0.602,0.994,AZD6738
HCT116,CHGB,-0.9,0.184,1.08,AZD6738
HCT116,CHI3L1,-0.56,0.289,1.04,AZD6738
HCT116,CHI3L2,-1.29,0.0992,1.07,AZD6738
HCT116,CHIA,0.21,0.585,0.998,AZD6738
HCT116,CHIC1,0.04,0.515,1.01,AZD6738
HCT116,CHIC2,-0.59,0.278,1.04,AZD6738
HCT116,CHID1,0.39,0.65,0.991,AZD6738
HCT116,CHIT1,-0.35,0.364,1.03,AZD6738
HCT116,CHKA,-0.72,0.237,1.06,AZD6738
HCT116,CHKB,1.32,0.906,0.991,AZD6738
HCT116,CHL1,0.6,0.725,0.988,AZD6738
HCT116,CHM,-1.47,0.0702,1.05,AZD6738
HCT116,CHML,0.09,0.535,1,AZD6738
HCT116,CHMP1A,0.44,0.669,0.99,AZD6738
HCT116,CHMP1B,-0.28,0.389,1.02,AZD6738
HCT116,CHMP2A,1.12,0.869,0.987,AZD6738
HCT116,CHMP2B,-1.97,0.0243,0.905,AZD6738
HCT116,CHMP4A,-0.01,0.494,1,AZD6738
HCT116,CHMP4B,-3.21,0.00067,0.39,AZD6738
HCT116,CHMP4C,-0.09,0.463,1.01,AZD6738
HCT116,CHMP6,-1.06,0.146,1.08,AZD6738
HCT116,CHMP7,0.2,0.581,0.999,AZD6738
HCT116,CHN1,1.17,0.88,0.988,AZD6738
HCT116,CHN2,-1.42,0.0784,1.08,AZD6738
HCT116,CHODL,0.58,0.719,0.988,AZD6738
HCT116,CHORDC1,1.58,0.943,0.996,AZD6738
HCT116,CHP1,0.3,0.617,0.995,AZD6738
HCT116,CHP2,-1.62,0.053,1.04,AZD6738
HCT116,CHPF,-0.02,0.492,1.01,AZD6738
HCT116,CHPF2,-0.72,0.235,1.07,AZD6738
HCT116,CHPT1,-0.18,0.43,1.02,AZD6738
HCT116,CHRAC1,2.42,0.992,1,AZD6738
HCT116,CHRD,0.54,0.705,0.989,AZD6738
HCT116,CHRDL1,-0.04,0.486,1.01,AZD6738
HCT116,CHRDL2,-0.33,0.371,1.03,AZD6738
HCT116,CHRM1,0.1,0.54,1.01,AZD6738
HCT116,CHRM2,-0.35,0.363,1.03,AZD6738
HCT116,CHRM3,-0.4,0.345,1.03,AZD6738
HCT116,CHRM4,-0.26,0.397,1.02,AZD6738
HCT116,CHRM5,0.58,0.72,0.988,AZD6738
HCT116,CHRNA1,-1.26,0.104,1.07,AZD6738
HCT116,CHRNA10,0.81,0.79,0.984,AZD6738
HCT116,CHRNA2,2.08,0.981,1,AZD6738
HCT116,CHRNA3,1.09,0.862,0.987,AZD6738
HCT116,CHRNA4,0.31,0.62,0.995,AZD6738
HCT116,CHRNA5,0.41,0.66,0.993,AZD6738
HCT116,CHRNA6,0.72,0.765,0.984,AZD6738
HCT116,CHRNA7,-1.23,0.11,1.08,AZD6738
HCT116,CHRNA9,-1.1,0.136,1.08,AZD6738
HCT116,CHRNB1,0.05,0.52,1.01,AZD6738
HCT116,CHRNB2,0.85,0.802,0.984,AZD6738
HCT116,CHRNB3,0.15,0.561,0.999,AZD6738
HCT116,CHRNB4,0.2,0.579,0.999,AZD6738
HCT116,CHRND,-0.07,0.472,1.01,AZD6738
HCT116,CHRNE,1.52,0.935,0.994,AZD6738
HCT116,CHRNG,0.59,0.721,0.988,AZD6738
HCT116,CHST1,0.93,0.824,0.985,AZD6738
HCT116,CHST10,0.33,0.631,0.992,AZD6738
HCT116,CHST11,0.43,0.666,0.991,AZD6738
HCT116,CHST12,1.27,0.898,0.989,AZD6738
HCT116,CHST13,1.45,0.926,0.994,AZD6738
HCT116,CHST14,0.4,0.655,0.991,AZD6738
HCT116,CHST15,0.21,0.583,0.998,AZD6738
HCT116,CHST2,-1.38,0.0843,1.08,AZD6738
HCT116,CHST3,-0.88,0.188,1.08,AZD6738
HCT116,CHST4,-0.78,0.216,1.07,AZD6738
HCT116,CHST5,-1.54,0.062,1.06,AZD6738
HCT116,CHST6,0.5,0.692,0.991,AZD6738
HCT116,CHST7,-0.65,0.256,1.05,AZD6738
HCT116,CHST8,-1.22,0.11,1.08,AZD6738
HCT116,CHST9,-1.15,1.26E-01,1.08E+00,AZD6738
HCT116,CHSY1,0.37,0.645,0.991,AZD6738
HCT116,CHSY3,-0.14,0.444,1.02,AZD6738
HCT116,CHTF18,-0.66,0.255,1.05,AZD6738
HCT116,CHTF8,-3.2,0.000681,0.384,AZD6738
HCT116,CHTOP,0.6,0.725,0.988,AZD6738
HCT116,CHUK,0.76,0.775,0.985,AZD6738
HCT116,CHURC1,0.59,0.724,0.988,AZD6738
HCT116,CIAO1,1.14,0.873,0.987,AZD6738
HCT116,CIB1,0.69,0.755,0.986,AZD6738
HCT116,CIB2,0.45,0.672,0.99,AZD6738
HCT116,CIB3,0.48,0.683,0.99,AZD6738
HCT116,CIB4,-0.27,0.395,1.02,AZD6738
HCT116,CIC,-0.52,0.301,1.03,AZD6738
HCT116,CIDEA,-2,0.0227,0.887,AZD6738
HCT116,CIDEC,-1.04,0.149,1.08,AZD6738
HCT116,CIITA,-0.63,0.263,1.05,AZD6738
HCT116,CILP,0.55,0.709,0.988,AZD6738
HCT116,CILP2,-0.89,0.187,1.08,AZD6738
HCT116,CINP,-0.54,0.295,1.04,AZD6738
HCT116,CIRBP,0.26,0.601,0.994,AZD6738
HCT116,CIRH1A,0.49,0.688,0.99,AZD6738
HCT116,CISD2,-0.54,0.295,1.03,AZD6738
HCT116,CISD3,0.68,0.751,0.986,AZD6738
HCT116,CISH,0.54,0.706,0.989,AZD6738
HCT116,CIT,0.4,0.656,0.991,AZD6738
HCT116,CITED1,-1.2,0.114,1.07,AZD6738
HCT116,CITED2,0.7,0.759,0.985,AZD6738
HCT116,CITED4,0.8,0.787,0.983,AZD6738
HCT116,CIZ1,-0.09,0.466,1.01,AZD6738
HCT116,CKAP2,-1.02,0.154,1.09,AZD6738
HCT116,CKAP2L,-1.02,0.154,1.08,AZD6738
HCT116,CKAP4,2.2,0.986,1,AZD6738
HCT116,CKAP5,0.88,0.812,0.984,AZD6738
HCT116,CKB,0.7,0.759,0.985,AZD6738
HCT116,CKLF,-0.18,0.43,1.02,AZD6738
HCT116,CKM,0.05,0.518,1.01,AZD6738
HCT116,CKMT2,0.97,0.835,0.987,AZD6738
HCT116,CLASP1,1.06,0.855,0.986,AZD6738
HCT116,CLASP2,-0.1,0.46,1.02,AZD6738
HCT116,CLASRP,-0.48,0.317,1.03,AZD6738
HCT116,CLCA1,0.2,0.578,0.999,AZD6738
HCT116,CLCA2,-0.33,0.37,1.03,AZD6738
HCT116,CLCA4,-2,0.0225,0.893,AZD6738
HCT116,CLCC1,-0.25,0.402,1.02,AZD6738
HCT116,CLCF1,0.32,0.627,0.993,AZD6738
HCT116,CLCN1,-0.09,0.466,1.01,AZD6738
HCT116,CLCN2,-0.63,0.265,1.05,AZD6738
HCT116,CLCN3,0.44,0.672,0.99,AZD6738
HCT116,CLCN4,0.5,0.692,0.991,AZD6738
HCT116,CLCN5,-0.05,0.481,1.01,AZD6738
HCT116,CLCN6,-1.87,0.0305,0.944,AZD6738
HCT116,CLCN7,0.04,0.515,1.01,AZD6738
HCT116,CLCNKA,0.97,0.834,0.987,AZD6738
HCT116,CLCNKB,0.61,0.731,0.988,AZD6738
HCT116,CLDN1,1.02,0.846,0.987,AZD6738
HCT116,CLDN10,1.45,0.927,0.994,AZD6738
HCT116,CLDN11,-1.71,0.0438,1.01,AZD6738
HCT116,CLDN12,-0.53,0.298,1.03,AZD6738
HCT116,CLDN14,0.34,0.635,0.99,AZD6738
HCT116,CLDN15,0.32,0.625,0.994,AZD6738
HCT116,CLDN16,0.77,0.779,0.984,AZD6738
HCT116,CLDN17,0.99,0.839,0.987,AZD6738
HCT116,CLDN18,-0.29,0.386,1.03,AZD6738
HCT116,CLDN19,-0.01,0.498,1,AZD6738
HCT116,CLDN2,0.41,0.658,0.992,AZD6738
HCT116,CLDN20,0.31,0.623,0.994,AZD6738
HCT116,CLDN23,-1.2,0.116,1.07,AZD6738
HCT116,CLDN25,-0.45,0.327,1.03,AZD6738
HCT116,CLDN3,1.33,0.908,0.991,AZD6738
HCT116,CLDN4,0.28,0.609,0.995,AZD6738
HCT116,CLDN5,-1.52,0.0642,1.05,AZD6738
HCT116,CLDN7,0.25,0.597,0.996,AZD6738
HCT116,CLDN8,0.67,0.749,0.986,AZD6738
HCT116,CLDN9,1.06,0.855,0.986,AZD6738
HCT116,CLDND1,0.47,0.68,0.99,AZD6738
HCT116,CLDND2,0.87,0.807,0.984,AZD6738
HCT116,CLEC10A,0.35,0.638,0.991,AZD6738
HCT116,CLEC11A,1.03,0.849,0.986,AZD6738
HCT116,CLEC12A,-0.41,0.339,1.04,AZD6738
HCT116,CLEC12B,0.74,0.769,0.984,AZD6738
HCT116,CLEC14A,-0.38,0.35,1.03,AZD6738
HCT116,CLEC16A,-0.83,0.203,1.08,AZD6738
HCT116,CLEC17A,-0.21,0.416,1.02,AZD6738
HCT116,CLEC19A,0.6,0.724,0.988,AZD6738
HCT116,CLEC1A,-1.85,0.0325,0.959,AZD6738
HCT116,CLEC2A,-0.5,0.308,1.03,AZD6738
HCT116,CLEC2D,-0.48,0.314,1.03,AZD6738
HCT116,CLEC2L,-0.12,0.454,1.02,AZD6738
HCT116,CLEC3A,0.64,0.739,0.988,AZD6738
HCT116,CLEC3B,-1.12,0.132,1.07,AZD6738
HCT116,CLEC4A,-0.07,0.472,1.01,AZD6738
HCT116,CLEC4C,-0.67,0.253,1.05,AZD6738
HCT116,CLEC4D,-0.68,0.248,1.06,AZD6738
HCT116,CLEC4E,-0.07,0.474,1.01,AZD6738
HCT116,CLEC4F,-1.94,0.026,0.916,AZD6738
HCT116,CLEC4G,0.49,0.688,0.99,AZD6738
HCT116,CLEC4M,0.24,0.593,0.997,AZD6738
HCT116,CLEC5A,-0.39,0.349,1.03,AZD6738
HCT116,CLEC7A,0.53,0.702,0.989,AZD6738
HCT116,CLEC9A,0.8,0.788,0.984,AZD6738
HCT116,CLECL1,-0.39,0.347,1.03,AZD6738
HCT116,CLIC1,-0.52,0.302,1.03,AZD6738
HCT116,CLIC2,0.15,0.56,1,AZD6738
HCT116,CLIC3,-0.49,0.311,1.03,AZD6738
HCT116,CLIC5,0.37,0.645,0.991,AZD6738
HCT116,CLIC6,-1.13,0.13,1.08,AZD6738
HCT116,CLINT1,-0.65,0.257,1.05,AZD6738
HCT116,CLIP1,1.24,0.893,0.989,AZD6738
HCT116,CLIP2,-0.31,0.377,1.03,AZD6738
HCT116,CLIP3,1.08,0.861,0.987,AZD6738
HCT116,CLIP4,-0.33,0.37,1.03,AZD6738
HCT116,CLK1,1.05,0.852,0.986,AZD6738
HCT116,CLK2,-0.93,0.177,1.08,AZD6738
HCT116,CLK3,0.34,0.632,0.991,AZD6738
HCT116,CLK4,0.24,0.596,0.995,AZD6738
HCT116,CLLU1,0.16,0.562,0.999,AZD6738
HCT116,CLLU1OS,-0.23,0.41,1.02,AZD6738
HCT116,CLMN,1.25,0.894,0.989,AZD6738
HCT116,CLMP,-1.02,0.155,1.08,AZD6738
HCT116,CLN3,-0.51,0.304,1.03,AZD6738
HCT116,CLN5,-0.25,0.402,1.02,AZD6738
HCT116,CLN6,1.18,0.881,0.988,AZD6738
HCT116,CLN8,-1.44,0.0747,1.07,AZD6738
HCT116,CLNK,-0.18,0.429,1.02,AZD6738
HCT116,CLOCK,1.85,0.968,0.998,AZD6738
HCT116,CLP1,-0.53,0.298,1.03,AZD6738
HCT116,CLPB,-0.05,0.481,1.01,AZD6738
HCT116,CLPP,2.25,0.988,1,AZD6738
HCT116,CLPS,1.44,0.925,0.994,AZD6738
HCT116,CLPSL1,1.39,0.918,0.993,AZD6738
HCT116,CLPSL2,-0.85,0.198,1.08,AZD6738
HCT116,CLPTM1,-1.52,0.0642,1.05,AZD6738
HCT116,CLPTM1L,-1.08,0.139,1.08,AZD6738
HCT116,CLPX,1.16,0.878,0.987,AZD6738
HCT116,CLRN1,0.52,0.697,0.99,AZD6738
HCT116,CLRN2,0.4,0.655,0.991,AZD6738
HCT116,CLRN3,0.36,0.64,0.99,AZD6738
HCT116,CLSPN,-0.64,0.261,1.05,AZD6738
HCT116,CLSTN1,0.44,0.671,0.99,AZD6738
HCT116,CLSTN2,-0.63,0.266,1.05,AZD6738
HCT116,CLSTN3,0.69,0.756,0.985,AZD6738
HCT116,CLTA,-0.37,0.355,1.03,AZD6738
