Cell_line,GENE,normZ,p-value,FDR,Treatment
HCT116,A1BG,-0.68,0.25,1.06,AZD6738
HCT116,A1CF,-0.17,0.431,1.02,AZD6738
HCT116,A2M,0.78,0.782,0.983,AZD6738
HCT116,A2ML1,0.3,0.618,0.994,AZD6738
HCT116,A4GALT,-0.5,0.309,1.03,AZD6738
HCT116,A4GNT,1.61,0.946,0.996,AZD6738
HCT116,AAAS,-1.13,0.128,1.08,AZD6738
HCT116,AACS,0.63,0.736,0.988,AZD6738
HCT116,AADAC,-0.36,0.36,1.03,AZD6738
HCT116,AADACL2,-0.02,0.494,1.01,AZD6738
HCT116,AADACL3,-0.42,0.337,1.03,AZD6738
HCT116,AADACL4,0.7,0.757,0.985,AZD6738
HCT116,AADAT,0.78,0.781,0.983,AZD6738
HCT116,AAED1,-0.21,0.417,1.02,AZD6738
HCT116,AAGAB,-2.07,0.0194,0.912,AZD6738
HCT116,AAK1,0.11,0.545,1,AZD6738
HCT116,AAMDC,0.05,0.519,1.01,AZD6738
HCT116,AAMP,1.46,0.927,0.994,AZD6738
HCT116,AANAT,-0.15,0.439,1.02,AZD6738
HCT116,AAR2,0.31,0.622,0.995,AZD6738
HCT116,AARD,1.37,0.915,0.993,AZD6738
HCT116,AARS2,1.77,0.961,0.997,AZD6738
HCT116,AASDH,-0.95,0.17,1.08,AZD6738
HCT116,AASDHPPT,0.01,0.503,1.01,AZD6738
HCT116,AASS,0.24,0.596,0.995,AZD6738
HCT116,AATF,-0.48,0.316,1.03,AZD6738
HCT116,AATK,0.22,0.585,0.998,AZD6738
HCT116,ABAT,0.22,0.588,0.998,AZD6738
HCT116,ABCA1,-0.01,0.494,1,AZD6738
HCT116,ABCA10,-0.61,0.272,1.04,AZD6738
HCT116,ABCA12,-0.55,0.292,1.04,AZD6738
HCT116,ABCA13,0.09,0.536,1,AZD6738
HCT116,ABCA2,-0.1,0.459,1.01,AZD6738
HCT116,ABCA2,-0.06,0.478,1.01,AZD6738
HCT116,ABCA4,-0.23,0.408,1.02,AZD6738
HCT116,ABCA5,0.36,0.639,0.99,AZD6738
HCT116,ABCA6,-0.1,0.461,1.01,AZD6738
HCT116,ABCA7,-1.16,0.124,1.08,AZD6738
HCT116,ABCA8,-0.37,0.355,1.03,AZD6738
HCT116,ABCA9,0.32,0.625,0.994,AZD6738
HCT116,ABCB1,-0.66,0.255,1.05,AZD6738
HCT116,ABCB10,-0.3,0.382,1.03,AZD6738
HCT116,ABCB11,-0.17,0.431,1.02,AZD6738
HCT116,ABCB4,0.14,0.554,1,AZD6738
HCT116,ABCB5,0.44,0.672,0.99,AZD6738
HCT116,ABCB6,-1.31,0.0951,1.06,AZD6738
HCT116,ABCB7,0.07,0.526,1.01,AZD6738
HCT116,ABCB8,0.61,0.729,0.989,AZD6738
HCT116,ABCB9,-0.36,0.359,1.03,AZD6738
HCT116,ABCC1,-3.33,0.000438,0.283,AZD6738
HCT116,ABCC10,0.38,0.649,0.991,AZD6738
HCT116,ABCC11,0.83,0.797,0.984,AZD6738
HCT116,ABCC12,-1.06,0.144,1.08,AZD6738
HCT116,ABCC2,-1.9,0.0288,0.934,AZD6738
HCT116,ABCC3,-1.69,0.0459,1.03,AZD6738
HCT116,ABCC4,0.26,0.602,0.994,AZD6738
HCT116,ABCC5,1.7,0.956,0.997,AZD6738
HCT116,ABCC6,1.1,0.864,0.987,AZD6738
HCT116,ABCC8,-0.84,0.202,1.08,AZD6738
HCT116,ABCC9,0.28,0.61,0.995,AZD6738
HCT116,ABCD1,-0.37,0.355,1.03,AZD6738
HCT116,ABCD2,-0.71,0.238,1.06,AZD6738
HCT116,ABCD3,0.15,0.56,0.999,AZD6738
HCT116,ABCD4,-1.42,0.0775,1.07,AZD6738
HCT116,ABCF1,-1.11,0.133,1.07,AZD6738
HCT116,ABCF2,0.43,0.666,0.991,AZD6738
HCT116,ABCF3,-0.05,0.481,1.01,AZD6738
HCT116,ABCG1,0.34,0.634,0.99,AZD6738
HCT116,ABCG2,-0.65,0.258,1.05,AZD6738
HCT116,ABCG4,0.13,0.55,1,AZD6738
HCT116,ABCG5,0.55,0.71,0.988,AZD6738
HCT116,ABCG8,0.37,0.645,0.991,AZD6738
HCT116,ABHD1,0.03,0.513,1.01,AZD6738
HCT116,ABHD10,0.55,0.71,0.988,AZD6738
HCT116,ABHD11,0.39,0.653,0.992,AZD6738
HCT116,ABHD12,-0.38,0.353,1.03,AZD6738
HCT116,ABHD12B,0.4,0.656,0.991,AZD6738
HCT116,ABHD13,-0.61,0.27,1.05,AZD6738
HCT116,ABHD14A,-1.04,0.15,1.08,AZD6738
HCT116,ABHD14B,0.1,0.541,1.01,AZD6738
HCT116,ABHD15,-0.17,0.434,1.02,AZD6738
HCT116,ABHD16A,0.79,0.784,0.983,AZD6738
HCT116,ABHD16B,-0.11,0.456,1.01,AZD6738
HCT116,ABHD17B,0.67,0.749,0.986,AZD6738
HCT116,ABHD17C,-0.63,0.264,1.05,AZD6738
HCT116,ABHD2,0.14,0.558,1,AZD6738
HCT116,ABHD3,0.12,0.547,1,AZD6738
HCT116,ABHD4,-0.32,0.373,1.03,AZD6738
HCT116,ABHD5,-1.34,0.0896,1.07,AZD6738
HCT116,ABHD6,0.58,0.72,0.988,AZD6738
HCT116,ABHD8,0.57,0.715,0.988,AZD6738
HCT116,ABI1,1.35,0.911,0.992,AZD6738
HCT116,ABI2,0.95,0.828,0.986,AZD6738
HCT116,ABI3,1.05,0.853,0.986,AZD6738
HCT116,ABI3BP,-1.41,0.0799,1.08,AZD6738
HCT116,ABL1,0.04,0.518,1.01,AZD6738
HCT116,ABL2,-1.53,0.0628,1.06,AZD6738
HCT116,ABLIM1,0.19,0.574,0.999,AZD6738
HCT116,ABLIM2,0.38,0.65,0.991,AZD6738
HCT116,ABLIM3,0.31,0.623,0.994,AZD6738
HCT116,ABR,-0.57,0.283,1.04,AZD6738
HCT116,ABRA,0.22,0.586,0.998,AZD6738
HCT116,ABRACL,-0.57,0.284,1.04,AZD6738
HCT116,ABT1,1.71,0.956,0.997,AZD6738
HCT116,ABTB1,-0.13,0.447,1.02,AZD6738
HCT116,ABTB2,-1.38,0.0837,1.08,AZD6738
HCT116,ACAA1,0.82,0.794,0.985,AZD6738
HCT116,ACAA2,0.67,0.75,0.986,AZD6738
HCT116,ACACA,-1.31,0.0948,1.06,AZD6738
HCT116,ACACB,1.4,0.92,0.993,AZD6738
HCT116,ACAD10,0.24,0.595,0.996,AZD6738
HCT116,ACAD11,-0.38,0.351,1.03,AZD6738
HCT116,ACAD8,2.44,0.993,1,AZD6738
HCT116,ACAD9,1.49,0.932,0.995,AZD6738
HCT116,ACADL,-0.75,0.226,1.07,AZD6738
HCT116,ACADM,-1.25,0.106,1.07,AZD6738
HCT116,ACADS,0.32,0.625,0.994,AZD6738
HCT116,ACADSB,0.43,0.665,0.991,AZD6738
HCT116,ACADVL,-0.19,0.426,1.02,AZD6738
HCT116,ACAN,0.51,0.693,0.99,AZD6738
HCT116,ACAP1,-1.35,0.0882,1.08,AZD6738
HCT116,ACAP2,0.19,0.575,0.999,AZD6738
HCT116,ACAP3,0.56,0.712,0.987,AZD6738
HCT116,ACAT1,-0.14,0.443,1.02,AZD6738
HCT116,ACAT2,0.72,0.764,0.984,AZD6738
HCT116,ACBD3,-0.93,0.176,1.08,AZD6738
HCT116,ACBD4,-0.3,0.381,1.03,AZD6738
HCT116,ACBD5,0.14,0.557,1,AZD6738
HCT116,ACBD6,-2.22,0.0133,0.903,AZD6738
HCT116,ACCS,-0.58,0.28,1.04,AZD6738
HCT116,ACCSL,-0.27,0.393,1.02,AZD6738
HCT116,ACD,-0.26,0.398,1.02,AZD6738
HCT116,ACE,1.28,0.9,0.989,AZD6738
HCT116,ACE2,-0.79,0.214,1.07,AZD6738
HCT116,ACER1,-1.12,0.131,1.07,AZD6738
HCT116,ACER2,-0.04,0.485,1.01,AZD6738
HCT116,ACER3,0.61,0.73,0.989,AZD6738
HCT116,ACHE,-0.32,0.376,1.03,AZD6738
HCT116,ACIN1,0.21,0.584,0.998,AZD6738
HCT116,ACLY,-0.5,0.307,1.03,AZD6738
HCT116,ACMSD,1.14,0.874,0.987,AZD6738
HCT116,ACN9,0.98,0.836,0.987,AZD6738
HCT116,ACO1,-0.11,0.458,1.01,AZD6738
HCT116,ACO2,-0.52,0.303,1.03,AZD6738
HCT116,ACOT11,0.63,0.736,0.988,AZD6738
HCT116,ACOT12,0.89,0.814,0.984,AZD6738
HCT116,ACOT13,0.66,0.744,0.988,AZD6738
HCT116,ACOT2,0.11,0.544,1,AZD6738
HCT116,ACOT4,1.02,0.846,0.986,AZD6738
HCT116,ACOT6,0.66,0.747,0.987,AZD6738
HCT116,ACOT7,-0.95,0.172,1.08,AZD6738
HCT116,ACOT8,-0.15,0.439,1.02,AZD6738
HCT116,ACOT9,0.05,0.522,1.01,AZD6738
HCT116,ACOX1,0.7,0.757,0.985,AZD6738
HCT116,ACOX2,-0.77,0.222,1.07,AZD6738
HCT116,ACOX3,-0.3,0.382,1.03,AZD6738
HCT116,ACOXL,-0.34,0.368,1.03,AZD6738
HCT116,ACP1,-1.06,0.145,1.08,AZD6738
HCT116,ACP2,-1.09,0.137,1.08,AZD6738
HCT116,ACP5,0.09,0.535,1,AZD6738
HCT116,ACP6,-0.34,0.366,1.03,AZD6738
HCT116,ACPL2,-0.77,0.222,1.07,AZD6738
HCT116,ACPP,-2.04,0.0204,0.911,AZD6738
HCT116,ACPT,1.32,0.907,0.991,AZD6738
HCT116,ACR,-0.61,0.27,1.05,AZD6738
HCT116,ACRBP,0.01,0.506,1.01,AZD6738
HCT116,ACRC,0.7,0.758,0.985,AZD6738
HCT116,ACSBG1,0.33,0.627,0.992,AZD6738
HCT116,ACSBG2,-1.06,0.145,1.08,AZD6738
HCT116,ACSF2,0.29,0.616,0.995,AZD6738
HCT116,ACSF3,-1.65,0.0491,1.04,AZD6738
HCT116,ACSL1,-0.8,0.211,1.07,AZD6738
HCT116,ACSL3,0.32,0.627,0.993,AZD6738
HCT116,ACSL4,1.05,0.853,0.986,AZD6738
HCT116,ACSL5,0.38,0.646,0.991,AZD6738
HCT116,ACSL6,-0.5,0.308,1.03,AZD6738
HCT116,ACSM1,-1.32,0.0928,1.07,AZD6738
HCT116,ACSM2B,0.61,0.73,0.988,AZD6738
HCT116,ACSM3,-0.97,0.167,1.08,AZD6738
HCT116,ACSM4,-0.82,0.206,1.08,AZD6738
HCT116,ACSM5,-0.03,0.489,1.01,AZD6738
HCT116,ACSS1,-0.05,0.479,1.01,AZD6738
HCT116,ACSS2,-1.61,0.0539,1.05,AZD6738
HCT116,ACSS3,0.49,0.687,0.99,AZD6738
HCT116,ACTA1,-0.76,0.225,1.07,AZD6738
HCT116,ACTA2,-2.31,0.0106,0.887,AZD6738
HCT116,ACTBL2,0.64,0.74,0.988,AZD6738
HCT116,ACTC1,0.11,0.545,1,AZD6738
HCT116,ACTG2,-1.11,0.134,1.07,AZD6738
HCT116,ACTL10,-0.66,0.254,1.05,AZD6738
HCT116,ACTL6B,-0.28,0.391,1.02,AZD6738
HCT116,ACTL7A,-0.92,0.179,1.08,AZD6738
HCT116,ACTL7B,0.13,0.553,1,AZD6738
HCT116,ACTL8,0.84,0.801,0.984,AZD6738
HCT116,ACTL9,-0.02,0.494,1.01,AZD6738
HCT116,ACTN1,0.81,0.791,0.984,AZD6738
HCT116,ACTN2,-1.04,0.149,1.08,AZD6738
HCT116,ACTN4,-0.75,0.228,1.07,AZD6738
HCT116,ACTR1A,1.12,0.868,0.987,AZD6738
HCT116,ACTR1B,0.22,0.589,0.998,AZD6738
HCT116,ACTR3B,2.11,0.983,1,AZD6738
HCT116,ACTR5,-1.68,0.0465,1.03,AZD6738
HCT116,ACTR6,0.94,0.826,0.986,AZD6738
HCT116,ACTR8,0.65,0.743,0.988,AZD6738
HCT116,ACTRT1,-0.86,0.195,1.08,AZD6738
HCT116,ACTRT2,0.02,0.508,1.01,AZD6738
HCT116,ACTRT3,0.43,0.667,0.991,AZD6738
HCT116,ACVR1,0.55,0.708,0.988,AZD6738
HCT116,ACVR1B,-0.67,0.251,1.05,AZD6738
HCT116,ACVR1C,-1.53,0.0631,1.06,AZD6738
HCT116,ACVR2A,-1.35,0.0886,1.08,AZD6738
HCT116,ACVR2B,-0.08,0.47,1.01,AZD6738
HCT116,ACVRL1,0.35,0.639,0.99,AZD6738
HCT116,ACY1,-0.83,0.203,1.08,AZD6738
HCT116,ACY3,-1.65,0.0494,1.03,AZD6738
HCT116,ACYP1,-0.83,0.203,1.08,AZD6738
HCT116,ACYP2,0.02,0.51,1.01,AZD6738
HCT116,ADA,0.28,0.612,0.994,AZD6738
HCT116,ADAD1,0.91,0.818,0.984,AZD6738
HCT116,ADAD2,0.9,0.817,0.984,AZD6738
HCT116,ADAL,-0.21,0.417,1.02,AZD6738
HCT116,ADAM10,0.48,0.685,0.989,AZD6738
HCT116,ADAM11,-0.24,0.405,1.02,AZD6738
HCT116,ADAM12,-0.98,0.164,1.07,AZD6738
HCT116,ADAM15,-0.32,0.376,1.03,AZD6738
HCT116,ADAM17,-1.75,0.0405,0.993,AZD6738
HCT116,ADAM18,0.44,0.67,0.99,AZD6738
HCT116,ADAM19,1.13,0.871,0.988,AZD6738
HCT116,ADAM2,-0.51,0.306,1.03,AZD6738
HCT116,ADAM20,-0.47,0.32,1.03,AZD6738
HCT116,ADAM22,-0.17,0.431,1.02,AZD6738
HCT116,ADAM23,-0.74,0.228,1.07,AZD6738
HCT116,ADAM28,1.2,0.886,0.989,AZD6738
HCT116,ADAM29,-0.19,0.424,1.02,AZD6738
HCT116,ADAM30,1.61,0.946,0.996,AZD6738
HCT116,ADAM32,-0.09,0.465,1.01,AZD6738
HCT116,ADAM33,0.81,0.792,0.984,AZD6738
HCT116,ADAM7,-0.12,0.452,1.02,AZD6738
HCT116,ADAM8,-0.11,0.456,1.01,AZD6738
HCT116,ADAM9,-1.32,0.0934,1.07,AZD6738
HCT116,ADAMDEC1,0.99,0.839,0.987,AZD6738
HCT116,ADAMTS1,-0.65,0.259,1.05,AZD6738
HCT116,ADAMTS10,1.04,0.852,0.986,AZD6738
HCT116,ADAMTS12,0.78,0.782,0.983,AZD6738
HCT116,ADAMTS13,0.23,0.592,0.998,AZD6738
HCT116,ADAMTS14,-0.65,0.258,1.05,AZD6738
HCT116,ADAMTS15,-2.23,0.013,0.919,AZD6738
HCT116,ADAMTS16,0.68,0.751,0.985,AZD6738
HCT116,ADAMTS17,0.37,0.644,0.991,AZD6738
HCT116,ADAMTS18,-1.22,0.11,1.08,AZD6738
HCT116,ADAMTS19,-0.78,0.216,1.07,AZD6738
HCT116,ADAMTS2,-1.88,0.0298,0.934,AZD6738
HCT116,ADAMTS20,0.1,0.54,1.01,AZD6738
HCT116,ADAMTS3,-0.6,0.275,1.04,AZD6738
HCT116,ADAMTS4,-0.44,0.33,1.03,AZD6738
HCT116,ADAMTS5,0.55,0.709,0.988,AZD6738
HCT116,ADAMTS7,0.13,0.554,1,AZD6738
HCT116,ADAMTS8,0.02,0.509,1.01,AZD6738
HCT116,ADAMTS9,-0.02,0.494,1.01,AZD6738
HCT116,ADAMTSL1,-0.71,0.239,1.06,AZD6738
HCT116,ADAMTSL2,1.03,0.849,0.986,AZD6738
HCT116,ADAMTSL3,0.44,0.669,0.991,AZD6738
HCT116,ADAMTSL4,0.62,0.732,0.989,AZD6738
HCT116,ADAMTSL5,1.07,0.858,0.986,AZD6738
HCT116,ADAP1,-0.94,0.174,1.08,AZD6738
HCT116,ADAP2,-0.58,0.282,1.04,AZD6738
HCT116,ADAR,0.18,0.573,0.999,AZD6738
HCT116,ADARB1,1.43,0.924,0.994,AZD6738
HCT116,ADARB2,-1.4,0.0807,1.08,AZD6738
HCT116,ADAT1,0.16,0.562,0.999,AZD6738
HCT116,ADAT2,-0.68,0.248,1.06,AZD6738
HCT116,ADAT3,1.02,0.847,0.986,AZD6738
HCT116,ADC,-0.64,0.262,1.05,AZD6738
HCT116,ADCK1,-1.19,0.118,1.08,AZD6738
HCT116,ADCK2,-0.73,0.233,1.07,AZD6738
HCT116,ADCK3,-0.45,0.327,1.03,AZD6738
HCT116,ADCK4,-1.13,0.13,1.08,AZD6738
HCT116,ADCK5,-0.63,0.264,1.05,AZD6738
HCT116,ADCY1,-2.04,0.0207,0.906,AZD6738
HCT116,ADCY10,-0.38,0.353,1.03,AZD6738
HCT116,ADCY2,-0.3,0.382,1.03,AZD6738
HCT116,ADCY3,-0.56,0.289,1.04,AZD6738
HCT116,ADCY4,2.1,0.982,1,AZD6738
HCT116,ADCY5,-0.17,0.434,1.02,AZD6738
HCT116,ADCY6,-0.83,0.202,1.08,AZD6738
HCT116,ADCY7,-0.54,0.296,1.03,AZD6738
HCT116,ADCY8,0.74,0.771,0.984,AZD6738
HCT116,ADCY9,-0.64,0.262,1.05,AZD6738
HCT116,ADCYAP1,-0.45,0.326,1.03,AZD6738
HCT116,ADCYAP1R1,-0.81,0.21,1.07,AZD6738
HCT116,ADD1,-0.4,0.346,1.03,AZD6738
HCT116,ADD2,-0.32,0.373,1.03,AZD6738
HCT116,ADD3,0.71,0.763,0.984,AZD6738
HCT116,ADGB,0.41,0.66,0.993,AZD6738
HCT116,ADH4,0.97,0.833,0.987,AZD6738
HCT116,ADH5,-0.74,0.228,1.07,AZD6738
HCT116,ADH6,-0.99,0.162,1.08,AZD6738
HCT116,ADH7,0.69,0.753,0.986,AZD6738
HCT116,ADHFE1,-1.09,0.138,1.08,AZD6738
HCT116,ADI1,-0.12,0.452,1.02,AZD6738
HCT116,ADIG,-0.21,0.417,1.02,AZD6738
HCT116,ADIPOQ,-1.27,0.102,1.07,AZD6738
HCT116,ADIPOR1,-0.44,0.328,1.03,AZD6738
HCT116,ADIPOR2,0.06,0.523,1.01,AZD6738
HCT116,ADIRF,-0.68,0.247,1.06,AZD6738
HCT116,ADK,-0.28,0.389,1.02,AZD6738
HCT116,ADM,-1.03,0.151,1.08,AZD6738
HCT116,ADM2,-0.07,0.472,1.01,AZD6738
HCT116,ADM5,-2.33,0.0099,0.891,AZD6738
HCT116,ADNP,1.61,0.946,0.996,AZD6738
HCT116,ADNP2,2.26,0.988,1,AZD6738
HCT116,ADO,1.51,0.935,0.994,AZD6738
HCT116,ADORA1,-0.17,0.431,1.02,AZD6738
HCT116,ADORA2A,-0.48,0.314,1.03,AZD6738
HCT116,ADORA2B,-0.29,0.385,1.03,AZD6738
HCT116,ADORA3,0.76,0.777,0.985,AZD6738
HCT116,ADPGK,0.91,0.818,0.984,AZD6738
HCT116,ADPRH,1.06,0.856,0.986,AZD6738
HCT116,ADPRHL1,-0.43,0.332,1.03,AZD6738
HCT116,ADPRHL2,-0.23,0.408,1.02,AZD6738
HCT116,ADPRM,0.49,0.688,0.99,AZD6738
HCT116,ADRA1A,2.27,0.988,1,AZD6738
HCT116,ADRA1B,0.26,0.602,0.994,AZD6738
HCT116,ADRA1D,0.76,0.775,0.984,AZD6738
HCT116,ADRA2A,0.34,0.632,0.991,AZD6738
HCT116,ADRA2B,-0.75,0.227,1.07,AZD6738
HCT116,ADRA2C,0.04,0.518,1.01,AZD6738
HCT116,ADRB1,1.52,0.936,0.995,AZD6738
HCT116,ADRB2,1.05,0.853,0.986,AZD6738
HCT116,ADRB3,1.14,0.873,0.987,AZD6738
HCT116,ADRBK1,0.07,0.527,1.01,AZD6738
HCT116,ADRBK2,0.25,0.599,0.995,AZD6738
HCT116,ADRM1,0.74,0.77,0.984,AZD6738
HCT116,ADSL,-1.57,0.0578,1.05,AZD6738
HCT116,ADSSL1,-0.29,0.388,1.02,AZD6738
HCT116,ADTRP,-0.7,0.241,1.06,AZD6738
HCT116,AEBP1,0.73,0.768,0.985,AZD6738
HCT116,AEBP2,1.47,0.929,0.994,AZD6738
HCT116,AEN,1.39,0.918,0.993,AZD6738
HCT116,AES,0.29,0.615,0.995,AZD6738
HCT116,AFAP1,0.08,0.531,1,AZD6738
HCT116,AFAP1L1,0.22,0.586,0.998,AZD6738
HCT116,AFAP1L2,-0.9,0.183,1.08,AZD6738
HCT116,AFF1,0.92,0.822,0.985,AZD6738
HCT116,AFF2,-1.72,0.0428,1.01,AZD6738
HCT116,AFF3,0.15,0.558,1,AZD6738
HCT116,AFF4,-0.57,0.283,1.04,AZD6738
HCT116,AFG3L2,-1.93,0.0266,0.915,AZD6738
HCT116,AFM,0.36,0.639,0.99,AZD6738
HCT116,AFMID,0.93,0.823,0.985,AZD6738
HCT116,AFP,-0.81,0.209,1.07,AZD6738
HCT116,AFTPH,0.23,0.59,0.998,AZD6738
HCT116,AGA,-1.08,0.141,1.08,AZD6738
HCT116,AGAP1,0.02,0.508,1.01,AZD6738
HCT116,AGAP2,-3.51,0.00022,0.192,AZD6738
HCT116,AGAP3,-2.24,0.0125,0.913,AZD6738
HCT116,AGBL1,-0.28,0.391,1.02,AZD6738
HCT116,AGBL2,-0.83,0.204,1.08,AZD6738
HCT116,AGBL3,0.44,0.67,0.991,AZD6738
HCT116,AGBL4,0.42,0.662,0.991,AZD6738
HCT116,AGBL5,0.28,0.612,0.995,AZD6738
HCT116,AGER,0.24,5.93E-01,0.996,AZD6738
HCT116,AGFG1,-0.76,0.225,1.07,AZD6738
HCT116,AGFG2,0.83,0.798,0.984,AZD6738
HCT116,AGGF1,-0.48,0.315,1.03,AZD6738
HCT116,AGK,-0.06,0.474,1.01,AZD6738
HCT116,AGL,-1.15,0.125,1.08,AZD6738
HCT116,AGMAT,-0.3,0.38,1.03,AZD6738
HCT116,AGMO,-0.74,0.23,1.07,AZD6738
HCT116,AGO1,1.8,0.964,0.997,AZD6738
HCT116,AGO2,0.04,0.516,1.01,AZD6738
HCT116,AGO3,1.58,0.943,0.996,AZD6738
HCT116,AGO4,-0.81,0.21,1.07,AZD6738
HCT116,AGPAT1,0.99,0.839,0.986,AZD6738
HCT116,AGPAT2,1.4,0.919,0.993,AZD6738
HCT116,AGPAT3,1.38,0.916,0.993,AZD6738
HCT116,AGPAT4,-1.31,0.0947,1.07,AZD6738
HCT116,AGPAT5,-1.55,0.061,1.06,AZD6738
HCT116,AGPAT6,-0.9,0.185,1.08,AZD6738
HCT116,AGPAT9,-0.78,0.219,1.07,AZD6738
HCT116,AGPS,0.35,0.638,0.99,AZD6738
HCT116,AGR2,-0.22,0.413,1.02,AZD6738
HCT116,AGRN,-0.6,0.273,1.04,AZD6738
HCT116,AGRP,1.88,0.97,0.998,AZD6738
HCT116,AGT,-0.38,0.352,1.03,AZD6738
HCT116,AGTPBP1,-0.14,0.445,1.02,AZD6738
HCT116,AGTR1,0,0.501,1.01,AZD6738
HCT116,AGTR2,0.76,0.775,0.984,AZD6738
HCT116,AGTRAP,-0.25,0.4,1.02,AZD6738
HCT116,AGXT,-0.72,0.237,1.06,AZD6738
HCT116,AGXT2,-0.45,0.327,1.03,AZD6738
HCT116,AHCTF1,-1.31,0.0951,1.06,AZD6738
HCT116,AHCY,1.3,0.903,0.99,AZD6738
HCT116,AHCYL1,-1.1,0.135,1.08,AZD6738
HCT116,AHCYL2,0.83,0.798,0.984,AZD6738
HCT116,AHDC1,-1.05,0.147,1.08,AZD6738
HCT116,AHI1,-1.36,8.67E-02,1.08E+00,AZD6738
HCT116,AHNAK,-1.05,0.146,1.08,AZD6738
HCT116,AHNAK2,-0.74,0.228,1.07,AZD6738
HCT116,AHR,1.65,0.951,0.997,AZD6738
HCT116,AHRR,-0.67,0.253,1.05,AZD6738
HCT116,AHSA1,1.13,0.872,0.987,AZD6738
HCT116,AHSA2,-1.19,0.117,1.08,AZD6738
HCT116,AHSG,0.31,0.621,0.995,AZD6738
HCT116,AICDA,-0.46,0.323,1.03,AZD6738
HCT116,AIF1L,1.12,0.869,0.987,AZD6738
HCT116,AIFM1,0.72,0.765,0.984,AZD6738
HCT116,AIFM2,-0.82,0.206,1.08,AZD6738
HCT116,AIFM3,0.64,0.74,0.988,AZD6738
HCT116,AIG1,1.02,0.846,0.986,AZD6738
HCT116,AIM1,0.87,0.809,0.984,AZD6738
HCT116,AIM1L,-0.97,0.166,1.08,AZD6738
HCT116,AIM2,0.99,0.84,0.986,AZD6738
HCT116,AIMP1,-0.02,0.494,1.01,AZD6738
HCT116,AIMP2,1.24,0.893,0.989,AZD6738
HCT116,AIP,5.06,1,1,AZD6738
HCT116,AIPL1,0.17,0.567,0.998,AZD6738
HCT116,AIRE,0.28,0.609,0.995,AZD6738
HCT116,AJAP1,0.29,0.613,0.995,AZD6738
HCT116,AJUBA,-0.92,0.179,1.08,AZD6738
HCT116,AK1,-1.69,0.0458,1.04,AZD6738
HCT116,AK5,-0.48,0.316,1.03,AZD6738
HCT116,AK7,-1.39,0.0829,1.08,AZD6738
HCT116,AK8,-0.09,0.466,1.01,AZD6738
HCT116,AK9,0.2,0.581,0.999,AZD6738
HCT116,AKAP1,-0.68,0.25,1.06,AZD6738
HCT116,AKAP10,1.5,0.934,0.995,AZD6738
HCT116,AKAP11,-0.04,0.482,1.01,AZD6738
HCT116,AKAP12,-3.08,0.00105,0.417,AZD6738
HCT116,AKAP13,0.34,0.631,0.992,AZD6738
HCT116,AKAP14,0.68,0.751,0.986,AZD6738
HCT116,AKAP3,0.15,0.56,1,AZD6738
HCT116,AKAP4,-0.49,0.313,1.03,AZD6738
HCT116,AKAP5,1.06,0.856,0.986,AZD6738
HCT116,AKAP6,-0.04,0.482,1.01,AZD6738
HCT116,AKAP7,-0.09,0.464,1.01,AZD6738
HCT116,AKAP8,-0.12,0.451,1.02,AZD6738
HCT116,AKAP8L,0.17,0.567,0.999,AZD6738
HCT116,AKAP9,0.89,0.812,0.984,AZD6738
HCT116,AKIP1,-0.46,0.324,1.03,AZD6738
HCT116,AKIRIN2,-0.3,0.381,1.03,AZD6738
HCT116,AKNA,1.21,0.887,0.989,AZD6738
HCT116,AKNAD1,0.07,0.528,1,AZD6738
HCT116,AKR1A1,-1.09,0.138,1.08,AZD6738
HCT116,AKR1B1,0.49,0.689,0.99,AZD6738
HCT116,AKR1C3,1.39,0.917,0.993,AZD6738
HCT116,AKR1D1,-0.07,0.47,1.01,AZD6738
HCT116,AKR1E2,-0.63,0.265,1.05,AZD6738
HCT116,AKR7A2,-1.38,0.0834,1.08,AZD6738
HCT116,AKT1,2.61,0.995,1,AZD6738
HCT116,AKT1S1,-0.4,0.345,1.03,AZD6738
HCT116,AKT2,-1.98,0.0237,0.904,AZD6738
HCT116,AKT3,-0.04,0.483,1.01,AZD6738
HCT116,ALAD,1.25,0.894,0.989,AZD6738
HCT116,ALAS1,-0.01,0.498,1,AZD6738
HCT116,ALAS2,-0.72,0.234,1.07,AZD6738
HCT116,ALB,-0.62,0.266,1.05,AZD6738
HCT116,ALCAM,0.62,0.731,0.988,AZD6738
HCT116,ALDH16A1,-0.51,0.304,1.04,AZD6738
HCT116,ALDH18A1,1.39,0.918,0.993,AZD6738
HCT116,ALDH1A1,-0.38,0.352,1.03,AZD6738
HCT116,ALDH1A2,-0.88,0.188,1.08,AZD6738
HCT116,ALDH1A3,0.11,0.543,1,AZD6738
HCT116,ALDH1B1,-0.28,0.388,1.02,AZD6738
HCT116,ALDH1L1,0.57,0.717,0.988,AZD6738
HCT116,ALDH1L2,-0.45,0.326,1.03,AZD6738
HCT116,ALDH2,-1.27,0.101,1.07,AZD6738
HCT116,ALDH3A1,0.03,0.514,1.01,AZD6738
HCT116,ALDH3A2,0.81,0.791,0.984,AZD6738
HCT116,ALDH3B2,-0.74,0.23,1.07,AZD6738
HCT116,ALDH4A1,-0.05,0.481,1.01,AZD6738
HCT116,ALDH5A1,0.9,0.816,0.984,AZD6738
