Cell_line,GENE,normZ,p-value,FDR,Treatment
RPE1-hTER_p53,A1BG,-0.46,0.324,1.12,AZD6738
RPE1-hTER_p53,A1CF,0.54,0.707,0.984,AZD6738
RPE1-hTER_p53,A2M,0.13,0.55,1.02,AZD6738
RPE1-hTER_p53,A2ML1,-0.25,0.402,1.09,AZD6738
RPE1-hTER_p53,A4GALT,-1.13,0.129,1.27,AZD6738
RPE1-hTER_p53,A4GNT,1.35,0.912,0.971,AZD6738
RPE1-hTER_p53,AAAS,-0.14,0.443,1.07,AZD6738
RPE1-hTER_p53,AACS,-0.76,0.223,1.18,AZD6738
RPE1-hTER_p53,AADAC,-1.94,0.0263,1.13,AZD6738
RPE1-hTER_p53,AADACL2,1.19,0.882,0.968,AZD6738
RPE1-hTER_p53,AADACL3,-0.42,0.335,1.12,AZD6738
RPE1-hTER_p53,AADACL4,0.63,0.737,0.979,AZD6738
RPE1-hTER_p53,AADAT,0.27,0.606,1,AZD6738
RPE1-hTER_p53,AAED1,-0.98,0.163,1.22,AZD6738
RPE1-hTER_p53,AAGAB,-0.08,0.468,1.06,AZD6738
RPE1-hTER_p53,AAK1,0.95,0.828,0.971,AZD6738
RPE1-hTER_p53,AAMDC,-0.81,0.208,1.19,AZD6738
RPE1-hTER_p53,AAMP,0.78,0.783,0.975,AZD6738
RPE1-hTER_p53,AANAT,0.58,0.718,0.983,AZD6738
RPE1-hTER_p53,AAR2,0.98,0.837,0.97,AZD6738
RPE1-hTER_p53,AARD,-1.19,0.117,1.27,AZD6738
RPE1-hTER_p53,AARS2,-0.27,0.394,1.09,AZD6738
RPE1-hTER_p53,AASDH,0.75,0.772,0.976,AZD6738
RPE1-hTER_p53,AASDHPPT,-1.15,0.126,1.26,AZD6738
RPE1-hTER_p53,AASS,0.49,0.69,0.987,AZD6738
RPE1-hTER_p53,AATF,1.71,0.957,0.982,AZD6738
RPE1-hTER_p53,AATK,0.43,0.665,0.99,AZD6738
RPE1-hTER_p53,ABAT,0.47,0.681,0.988,AZD6738
RPE1-hTER_p53,ABCA1,0.02,0.51,1.04,AZD6738
RPE1-hTER_p53,ABCA10,-2.44,0.00732,0.718,AZD6738
RPE1-hTER_p53,ABCA12,-0.72,0.235,1.18,AZD6738
RPE1-hTER_p53,ABCA13,-1.08,0.14,1.25,AZD6738
RPE1-hTER_p53,ABCA2,-0.42,0.338,1.12,AZD6738
RPE1-hTER_p53,ABCA3,1.33,0.907,0.971,AZD6738
RPE1-hTER_p53,ABCA4,0.51,0.696,0.986,AZD6738
RPE1-hTER_p53,ABCA5,-0.24,0.406,1.09,AZD6738
RPE1-hTER_p53,ABCA6,-0.09,0.465,1.06,AZD6738
RPE1-hTER_p53,ABCA7,-0.16,0.438,1.07,AZD6738
RPE1-hTER_p53,ABCA8,1.02,0.847,0.97,AZD6738
RPE1-hTER_p53,ABCA9,-0.1,0.461,1.06,AZD6738
RPE1-hTER_p53,ABCB1,-0.58,0.279,1.15,AZD6738
RPE1-hTER_p53,ABCB10,1.82,0.966,0.987,AZD6738
RPE1-hTER_p53,ABCB11,-0.72,0.235,1.18,AZD6738
RPE1-hTER_p53,ABCB4,-1.69,0.0456,1.24,AZD6738
RPE1-hTER_p53,ABCB5,-0.59,0.279,1.15,AZD6738
RPE1-hTER_p53,ABCB6,-0.5,0.308,1.13,AZD6738
RPE1-hTER_p53,ABCB7,-0.12,0.452,1.06,AZD6738
RPE1-hTER_p53,ABCB8,0.92,0.821,0.972,AZD6738
RPE1-hTER_p53,ABCB9,-1.19,0.118,1.27,AZD6738
RPE1-hTER_p53,ABCC1,-1.83,0.0334,1.18,AZD6738
RPE1-hTER_p53,ABCC10,0.94,0.825,0.971,AZD6738
RPE1-hTER_p53,ABCC11,0.72,0.765,0.977,AZD6738
RPE1-hTER_p53,ABCC12,0.75,0.773,0.976,AZD6738
RPE1-hTER_p53,ABCC2,0.75,0.772,0.976,AZD6738
RPE1-hTER_p53,ABCC3,-1.05,0.148,1.24,AZD6738
RPE1-hTER_p53,ABCC4,1.12,0.869,0.969,AZD6738
RPE1-hTER_p53,ABCC5,0.02,0.506,1.04,AZD6738
RPE1-hTER_p53,ABCC6,0.54,0.704,0.985,AZD6738
RPE1-hTER_p53,ABCC8,-0.83,0.204,1.19,AZD6738
RPE1-hTER_p53,ABCC9,-0.57,0.284,1.15,AZD6738
RPE1-hTER_p53,ABCD1,-0.03,0.487,1.05,AZD6738
RPE1-hTER_p53,ABCD2,0.3,0.619,1,AZD6738
RPE1-hTER_p53,ABCD3,-0.2,0.421,1.08,AZD6738
RPE1-hTER_p53,ABCD4,-0.98,0.163,1.22,AZD6738
RPE1-hTER_p53,ABCF1,-0.32,0.374,1.1,AZD6738
RPE1-hTER_p53,ABCF2,0.24,0.595,1.01,AZD6738
RPE1-hTER_p53,ABCF3,0.57,0.716,0.984,AZD6738
RPE1-hTER_p53,ABCG1,-0.38,0.353,1.11,AZD6738
RPE1-hTER_p53,ABCG2,0.82,0.794,0.974,AZD6738
RPE1-hTER_p53,ABCG4,0.51,0.695,0.986,AZD6738
RPE1-hTER_p53,ABCG5,0.3,0.618,1,AZD6738
RPE1-hTER_p53,ABCG8,0.89,0.812,0.973,AZD6738
RPE1-hTER_p53,ABHD1,0.24,0.594,1.01,AZD6738
RPE1-hTER_p53,ABHD10,-1.06,0.144,1.24,AZD6738
RPE1-hTER_p53,ABHD11,0.77,0.779,0.975,AZD6738
RPE1-hTER_p53,ABHD12,0.56,0.711,0.984,AZD6738
RPE1-hTER_p53,ABHD12B,-1.11,0.134,1.26,AZD6738
RPE1-hTER_p53,ABHD13,1.3,0.903,0.97,AZD6738
RPE1-hTER_p53,ABHD14A,-1.1,0.135,1.25,AZD6738
RPE1-hTER_p53,ABHD14B,-0.88,0.19,1.2,AZD6738
RPE1-hTER_p53,ABHD15,1.26,0.896,0.968,AZD6738
RPE1-hTER_p53,ABHD16A,0.75,0.773,0.976,AZD6738
RPE1-hTER_p53,ABHD16B,0.9,0.815,0.973,AZD6738
RPE1-hTER_p53,ABHD17B,1.03,0.85,0.97,AZD6738
RPE1-hTER_p53,ABHD17C,0.66,0.746,0.979,AZD6738
RPE1-hTER_p53,ABHD2,0.16,0.565,1.02,AZD6738
RPE1-hTER_p53,ABHD3,-0.34,0.366,1.1,AZD6738
RPE1-hTER_p53,ABHD4,-1.36,0.0873,1.25,AZD6738
RPE1-hTER_p53,ABHD5,-0.31,0.378,1.1,AZD6738
RPE1-hTER_p53,ABHD6,0.39,0.65,0.993,AZD6738
RPE1-hTER_p53,ABHD8,-0.31,0.379,1.1,AZD6738
RPE1-hTER_p53,ABI1,0.9,0.816,0.973,AZD6738
RPE1-hTER_p53,ABI2,-1.39,0.0817,1.25,AZD6738
RPE1-hTER_p53,ABI3,0.01,0.504,1.04,AZD6738
RPE1-hTER_p53,ABI3BP,-0.27,0.395,1.09,AZD6738
RPE1-hTER_p53,ABL1,0.72,0.765,0.977,AZD6738
RPE1-hTER_p53,ABL2,-0.27,0.393,1.09,AZD6738
RPE1-hTER_p53,ABLIM1,0.11,0.543,1.03,AZD6738
RPE1-hTER_p53,ABLIM2,-0.04,0.485,1.05,AZD6738
RPE1-hTER_p53,ABLIM3,-0.2,0.42,1.08,AZD6738
RPE1-hTER_p53,ABR,-1.34,0.0894,1.25,AZD6738
RPE1-hTER_p53,ABRA,-0.45,0.325,1.12,AZD6738
RPE1-hTER_p53,ABRACL,0.03,0.51,1.04,AZD6738
RPE1-hTER_p53,ABT1,-0.08,0.467,1.06,AZD6738
RPE1-hTER_p53,ABTB1,-1.5,0.0664,1.24,AZD6738
RPE1-hTER_p53,ABTB2,0.44,0.67,0.989,AZD6738
RPE1-hTER_p53,ACAA1,0.53,0.702,0.985,AZD6738
RPE1-hTER_p53,ACAA2,-0.45,0.325,1.12,AZD6738
RPE1-hTER_p53,ACACA,0.58,0.719,0.983,AZD6738
RPE1-hTER_p53,ACACB,0.34,0.632,0.998,AZD6738
RPE1-hTER_p53,ACAD10,0.67,0.747,0.979,AZD6738
RPE1-hTER_p53,ACAD11,0.72,0.764,0.977,AZD6738
RPE1-hTER_p53,ACAD8,1.04,0.851,0.97,AZD6738
RPE1-hTER_p53,ACAD9,-1.41,0.0786,1.23,AZD6738
RPE1-hTER_p53,ACADL,-0.46,0.321,1.12,AZD6738
RPE1-hTER_p53,ACADM,0.55,0.707,0.984,AZD6738
RPE1-hTER_p53,ACADS,-0.33,0.372,1.1,AZD6738
RPE1-hTER_p53,ACADSB,0.77,0.779,0.975,AZD6738
RPE1-hTER_p53,ACADVL,0.03,0.512,1.04,AZD6738
RPE1-hTER_p53,ACAN,0.3,0.617,1,AZD6738
RPE1-hTER_p53,ACAP1,0.93,0.824,0.971,AZD6738
RPE1-hTER_p53,ACAP2,0.18,0.572,1.02,AZD6738
RPE1-hTER_p53,ACAP3,0.4,0.656,0.992,AZD6738
RPE1-hTER_p53,ACAT1,-0.98,0.164,1.22,AZD6738
RPE1-hTER_p53,ACAT2,-0.77,0.219,1.18,AZD6738
RPE1-hTER_p53,ACBD3,1.71,0.956,0.982,AZD6738
RPE1-hTER_p53,ACBD4,1.64,0.95,0.98,AZD6738
RPE1-hTER_p53,ACBD5,-0.15,0.442,1.07,AZD6738
RPE1-hTER_p53,ACBD6,1.58,0.943,0.979,AZD6738
RPE1-hTER_p53,ACCS,-1.06,0.145,1.24,AZD6738
RPE1-hTER_p53,ACCSL,0.21,0.582,1.01,AZD6738
RPE1-hTER_p53,ACD,-0.67,0.252,1.17,AZD6738
RPE1-hTER_p53,ACE,-0.93,0.176,1.22,AZD6738
RPE1-hTER_p53,ACE2,-0.9,0.184,1.21,AZD6738
RPE1-hTER_p53,ACER1,-0.23,0.408,1.08,AZD6738
RPE1-hTER_p53,ACER2,0.14,0.556,1.02,AZD6738
RPE1-hTER_p53,ACER3,-0.99,0.161,1.23,AZD6738
RPE1-hTER_p53,ACHE,0.57,0.717,0.983,AZD6738
RPE1-hTER_p53,ACIN1,-1.78,0.0374,1.21,AZD6738
RPE1-hTER_p53,ACLY,0.73,0.768,0.976,AZD6738
RPE1-hTER_p53,ACMSD,-1.34,0.0896,1.25,AZD6738
RPE1-hTER_p53,ACN9,0.23,0.591,1.01,AZD6738
RPE1-hTER_p53,ACO1,-0.9,0.185,1.21,AZD6738
RPE1-hTER_p53,ACO2,0.99,0.839,0.97,AZD6738
RPE1-hTER_p53,ACOT11,-1.06,0.145,1.24,AZD6738
RPE1-hTER_p53,ACOT12,0.7,0.758,0.978,AZD6738
RPE1-hTER_p53,ACOT13,0.07,0.528,1.03,AZD6738
RPE1-hTER_p53,ACOT2,-1.18,0.119,1.27,AZD6738
RPE1-hTER_p53,ACOT4,-0.57,0.285,1.15,AZD6738
RPE1-hTER_p53,ACOT6,1.16,0.878,0.969,AZD6738
RPE1-hTER_p53,ACOT7,-1.67,0.0472,1.24,AZD6738
RPE1-hTER_p53,ACOT8,-0.84,0.201,1.2,AZD6738
RPE1-hTER_p53,ACOT9,1.25,0.895,0.967,AZD6738
RPE1-hTER_p53,ACOX1,0.34,0.632,0.998,AZD6738
RPE1-hTER_p53,ACOX2,-1.55,0.061,1.25,AZD6738
RPE1-hTER_p53,ACOX3,1.19,0.883,0.968,AZD6738
RPE1-hTER_p53,ACOXL,0.18,0.57,1.02,AZD6738
RPE1-hTER_p53,ACP1,0.54,0.705,0.984,AZD6738
RPE1-hTER_p53,ACP2,-0.88,0.19,1.2,AZD6738
RPE1-hTER_p53,ACP5,0.54,0.705,0.984,AZD6738
RPE1-hTER_p53,ACP6,-0.35,0.363,1.1,AZD6738
RPE1-hTER_p53,ACPL2,0.14,0.558,1.02,AZD6738
RPE1-hTER_p53,ACPP,1.13,0.87,0.97,AZD6738
RPE1-hTER_p53,ACPT,0.64,0.739,0.979,AZD6738
RPE1-hTER_p53,ACR,0.56,0.711,0.984,AZD6738
RPE1-hTER_p53,ACRBP,-0.59,0.277,1.15,AZD6738
RPE1-hTER_p53,ACRC,1.18,0.881,0.969,AZD6738
RPE1-hTER_p53,ACSBG1,-0.57,0.284,1.15,AZD6738
RPE1-hTER_p53,ACSBG2,0.53,0.702,0.985,AZD6738
RPE1-hTER_p53,ACSF2,0.89,0.813,0.973,AZD6738
RPE1-hTER_p53,ACSF3,0.59,0.723,0.98,AZD6738
RPE1-hTER_p53,ACSL1,0.41,0.658,0.991,AZD6738
RPE1-hTER_p53,ACSL3,-1.14,0.127,1.26,AZD6738
RPE1-hTER_p53,ACSL4,0.92,0.821,0.972,AZD6738
RPE1-hTER_p53,ACSL5,0.68,0.753,0.979,AZD6738
RPE1-hTER_p53,ACSL6,0.24,0.594,1.01,AZD6738
RPE1-hTER_p53,ACSM1,1.36,0.913,0.971,AZD6738
RPE1-hTER_p53,ACSM2B,1.25,0.894,0.968,AZD6738
RPE1-hTER_p53,ACSM3,0.24,0.593,1.01,AZD6738
RPE1-hTER_p53,ACSM4,0.52,0.698,0.986,AZD6738
RPE1-hTER_p53,ACSM5,-0.79,0.215,1.18,AZD6738
RPE1-hTER_p53,ACSS1,2.49,0.994,0.997,AZD6738
RPE1-hTER_p53,ACSS2,0.58,0.718,0.983,AZD6738
RPE1-hTER_p53,ACSS3,0.02,0.509,1.04,AZD6738
RPE1-hTER_p53,ACTA1,0.07,0.528,1.03,AZD6738
RPE1-hTER_p53,ACTA2,-1.52,0.0638,1.24,AZD6738
RPE1-hTER_p53,ACTBL2,-0.54,0.294,1.15,AZD6738
RPE1-hTER_p53,ACTC1,-0.36,0.361,1.1,AZD6738
RPE1-hTER_p53,ACTG2,-0.05,0.479,1.05,AZD6738
RPE1-hTER_p53,ACTL10,-1.08,0.141,1.24,AZD6738
RPE1-hTER_p53,ACTL6B,0.18,0.57,1.02,AZD6738
RPE1-hTER_p53,ACTL7A,-0.73,0.234,1.18,AZD6738
RPE1-hTER_p53,ACTL7B,-0.27,0.395,1.09,AZD6738
RPE1-hTER_p53,ACTL8,0.69,0.754,0.979,AZD6738
RPE1-hTER_p53,ACTL9,1,0.842,0.969,AZD6738
RPE1-hTER_p53,ACTN1,0.18,0.57,1.02,AZD6738
RPE1-hTER_p53,ACTN2,-0.1,0.459,1.06,AZD6738
RPE1-hTER_p53,ACTN4,1.31,0.905,0.971,AZD6738
RPE1-hTER_p53,ACTR1A,0.27,0.607,1,AZD6738
RPE1-hTER_p53,ACTR1B,0.14,0.558,1.02,AZD6738
RPE1-hTER_p53,ACTR3B,0.51,0.696,0.986,AZD6738
RPE1-hTER_p53,ACTR5,-0.04,0.483,1.05,AZD6738
RPE1-hTER_p53,ACTR6,-2.43,0.00745,0.718,AZD6738
RPE1-hTER_p53,ACTR8,0.61,0.73,0.98,AZD6738
RPE1-hTER_p53,ACTRT1,-2.67,0.00374,0.469,AZD6738
RPE1-hTER_p53,ACTRT2,-0.25,0.4,1.09,AZD6738
RPE1-hTER_p53,ACTRT3,0.67,0.747,0.979,AZD6738
RPE1-hTER_p53,ACVR1,1.34,0.91,0.971,AZD6738
RPE1-hTER_p53,ACVR1B,0.63,0.737,0.979,AZD6738
RPE1-hTER_p53,ACVR1C,-0.97,0.167,1.22,AZD6738
RPE1-hTER_p53,ACVR2A,-0.94,0.173,1.21,AZD6738
RPE1-hTER_p53,ACVR2B,-0.24,0.406,1.09,AZD6738
RPE1-hTER_p53,ACVRL1,0.9,0.815,0.973,AZD6738
RPE1-hTER_p53,ACY1,0.53,0.703,0.985,AZD6738
RPE1-hTER_p53,ACY3,-0.53,0.298,1.14,AZD6738
RPE1-hTER_p53,ACYP1,-0.96,0.169,1.22,AZD6738
RPE1-hTER_p53,ACYP2,-0.1,0.46,1.06,AZD6738
RPE1-hTER_p53,ADA,-0.5,0.308,1.13,AZD6738
RPE1-hTER_p53,ADAD1,-0.66,0.256,1.17,AZD6738
RPE1-hTER_p53,ADAD2,-0.34,0.368,1.1,AZD6738
RPE1-hTER_p53,ADAL,-0.23,0.409,1.08,AZD6738
RPE1-hTER_p53,ADAM10,0.47,0.681,0.988,AZD6738
RPE1-hTER_p53,ADAM11,-0.44,0.33,1.12,AZD6738
RPE1-hTER_p53,ADAM12,0.51,0.695,0.986,AZD6738
RPE1-hTER_p53,ADAM15,0.44,0.67,0.989,AZD6738
RPE1-hTER_p53,ADAM17,2.42,0.992,0.997,AZD6738
RPE1-hTER_p53,ADAM18,0.96,0.832,0.97,AZD6738
RPE1-hTER_p53,ADAM19,-0.1,0.459,1.06,AZD6738
RPE1-hTER_p53,ADAM2,0.06,0.525,1.03,AZD6738
RPE1-hTER_p53,ADAM20,-1.57,0.0586,1.26,AZD6738
RPE1-hTER_p53,ADAM22,0.29,0.613,1,AZD6738
RPE1-hTER_p53,ADAM23,-0.85,0.198,1.2,AZD6738
RPE1-hTER_p53,ADAM28,-0.87,0.193,1.2,AZD6738
RPE1-hTER_p53,ADAM29,1.36,0.914,0.971,AZD6738
RPE1-hTER_p53,ADAM30,0.63,0.736,0.979,AZD6738
RPE1-hTER_p53,ADAM32,1.43,0.924,0.973,AZD6738
RPE1-hTER_p53,ADAM33,0.05,0.52,1.04,AZD6738
RPE1-hTER_p53,ADAM7,-0.52,0.303,1.14,AZD6738
RPE1-hTER_p53,ADAM8,0.18,0.572,1.02,AZD6738
RPE1-hTER_p53,ADAM9,-0.99,0.16,1.23,AZD6738
RPE1-hTER_p53,ADAMDEC1,1.36,0.913,0.971,AZD6738
RPE1-hTER_p53,ADAMTS1,0.14,0.555,1.02,AZD6738
RPE1-hTER_p53,ADAMTS10,-0.67,0.252,1.17,AZD6738
RPE1-hTER_p53,ADAMTS12,0.86,0.805,0.972,AZD6738
RPE1-hTER_p53,ADAMTS13,0.98,0.836,0.971,AZD6738
RPE1-hTER_p53,ADAMTS14,0.27,0.606,1,AZD6738
RPE1-hTER_p53,ADAMTS15,1.41,0.921,0.972,AZD6738
RPE1-hTER_p53,ADAMTS16,0.01,0.504,1.04,AZD6738
RPE1-hTER_p53,ADAMTS17,0.26,0.604,1.01,AZD6738
RPE1-hTER_p53,ADAMTS18,1.2,0.885,0.968,AZD6738
RPE1-hTER_p53,ADAMTS19,-0.89,0.186,1.21,AZD6738
RPE1-hTER_p53,ADAMTS2,0.4,0.657,0.991,AZD6738
RPE1-hTER_p53,ADAMTS20,-0.3,0.383,1.09,AZD6738
RPE1-hTER_p53,ADAMTS3,0.89,0.814,0.972,AZD6738
RPE1-hTER_p53,ADAMTS4,0.93,0.823,0.971,AZD6738
RPE1-hTER_p53,ADAMTS5,-0.35,0.364,1.1,AZD6738
RPE1-hTER_p53,ADAMTS7,-0.7,0.243,1.17,AZD6738
RPE1-hTER_p53,ADAMTS8,1.58,0.943,0.979,AZD6738
RPE1-hTER_p53,ADAMTS9,-0.6,0.275,1.16,AZD6738
RPE1-hTER_p53,ADAMTSL1,-0.48,0.317,1.13,AZD6738
RPE1-hTER_p53,ADAMTSL2,-0.38,0.351,1.11,AZD6738
RPE1-hTER_p53,ADAMTSL3,0.19,0.576,1.02,AZD6738
RPE1-hTER_p53,ADAMTSL4,0.7,0.758,0.978,AZD6738
RPE1-hTER_p53,ADAMTSL5,-2.04,0.0208,1.07,AZD6738
RPE1-hTER_p53,ADAP1,-0.23,0.41,1.09,AZD6738
RPE1-hTER_p53,ADAP2,-0.37,0.356,1.11,AZD6738
RPE1-hTER_p53,ADAR,0.47,0.682,0.988,AZD6738
RPE1-hTER_p53,ADARB1,-0.79,0.214,1.18,AZD6738
RPE1-hTER_p53,ADARB2,0.67,0.749,0.979,AZD6738
RPE1-hTER_p53,ADAT1,0.28,0.611,1,AZD6738
RPE1-hTER_p53,ADAT2,0.86,0.804,0.972,AZD6738
RPE1-hTER_p53,ADAT3,0.32,0.625,0.999,AZD6738
RPE1-hTER_p53,ADC,1.09,0.861,0.97,AZD6738
RPE1-hTER_p53,ADCK1,-0.7,0.243,1.17,AZD6738
RPE1-hTER_p53,ADCK2,0.27,0.607,1,AZD6738
RPE1-hTER_p53,ADCK3,-0.36,0.359,1.11,AZD6738
RPE1-hTER_p53,ADCK4,1.04,0.852,0.97,AZD6738
RPE1-hTER_p53,ADCK5,-0.17,0.431,1.07,AZD6738
RPE1-hTER_p53,ADCY1,0.41,0.659,0.99,AZD6738
RPE1-hTER_p53,ADCY10,-0.9,0.183,1.21,AZD6738
RPE1-hTER_p53,ADCY2,1.05,0.853,0.97,AZD6738
RPE1-hTER_p53,ADCY3,0.67,0.747,0.979,AZD6738
RPE1-hTER_p53,ADCY4,-0.69,0.244,1.17,AZD6738
RPE1-hTER_p53,ADCY5,-0.24,0.407,1.09,AZD6738
RPE1-hTER_p53,ADCY6,-0.27,0.395,1.09,AZD6738
RPE1-hTER_p53,ADCY7,1.11,0.866,0.969,AZD6738
RPE1-hTER_p53,ADCY8,1.05,0.854,0.97,AZD6738
RPE1-hTER_p53,ADCY9,0.47,0.681,0.988,AZD6738
RPE1-hTER_p53,ADCYAP1,0.73,0.766,0.977,AZD6738
RPE1-hTER_p53,ADCYAP1R1,0.25,0.6,1.01,AZD6738
RPE1-hTER_p53,ADD1,0.35,0.638,0.996,AZD6738
RPE1-hTER_p53,ADD2,-0.03,0.488,1.05,AZD6738
RPE1-hTER_p53,ADD3,1.92,0.972,0.989,AZD6738
RPE1-hTER_p53,ADGB,-1.81,0.0355,1.2,AZD6738
RPE1-hTER_p53,ADH4,0.57,0.716,0.983,AZD6738
RPE1-hTER_p53,ADH5,0.71,0.761,0.978,AZD6738
RPE1-hTER_p53,ADH6,0.26,0.604,1,AZD6738
RPE1-hTER_p53,ADH7,1.1,0.865,0.97,AZD6738
RPE1-hTER_p53,ADHFE1,-1.41,0.0794,1.24,AZD6738
RPE1-hTER_p53,ADI1,-0.29,0.385,1.09,AZD6738
RPE1-hTER_p53,ADIG,-0.33,0.371,1.1,AZD6738
RPE1-hTER_p53,ADIPOQ,0.49,0.689,0.987,AZD6738
RPE1-hTER_p53,ADIPOR1,1.22,0.888,0.968,AZD6738
RPE1-hTER_p53,ADIPOR2,-0.38,0.352,1.11,AZD6738
RPE1-hTER_p53,ADIRF,-1.46,0.0722,1.24,AZD6738
RPE1-hTER_p53,ADK,-0.85,0.198,1.2,AZD6738
RPE1-hTER_p53,ADM,-1.33,0.0925,1.25,AZD6738
RPE1-hTER_p53,ADM2,0.43,0.668,0.989,AZD6738
RPE1-hTER_p53,ADM5,0.4,0.655,0.992,AZD6738
RPE1-hTER_p53,ADNP,1.4,0.919,0.972,AZD6738
RPE1-hTER_p53,ADNP2,0.28,0.61,1,AZD6738
RPE1-hTER_p53,ADO,0.53,0.703,0.985,AZD6738
RPE1-hTER_p53,ADORA1,-0.89,0.186,1.21,AZD6738
RPE1-hTER_p53,ADORA2A,1.22,0.89,0.968,AZD6738
RPE1-hTER_p53,ADORA2B,-0.08,0.467,1.06,AZD6738
RPE1-hTER_p53,ADORA3,-0.13,0.45,1.06,AZD6738
RPE1-hTER_p53,ADPGK,-0.19,0.426,1.08,AZD6738
RPE1-hTER_p53,ADPRH,0.98,0.837,0.97,AZD6738
RPE1-hTER_p53,ADPRHL1,1.05,0.854,0.97,AZD6738
RPE1-hTER_p53,ADPRHL2,-0.4,0.346,1.11,AZD6738
RPE1-hTER_p53,ADPRM,-1.49,0.0686,1.24,AZD6738
RPE1-hTER_p53,ADRA1A,0.51,0.694,0.987,AZD6738
RPE1-hTER_p53,ADRA1B,-0.64,0.26,1.17,AZD6738
RPE1-hTER_p53,ADRA1D,1.06,0.855,0.97,AZD6738
RPE1-hTER_p53,ADRA2A,0.84,0.8,0.973,AZD6738
RPE1-hTER_p53,ADRA2B,-0.34,0.368,1.1,AZD6738
RPE1-hTER_p53,ADRA2C,0.52,0.699,0.986,AZD6738
RPE1-hTER_p53,ADRB1,-1.36,0.0867,1.25,AZD6738
RPE1-hTER_p53,ADRB2,1.38,0.916,0.971,AZD6738
RPE1-hTER_p53,ADRB3,-0.01,0.497,1.04,AZD6738
RPE1-hTER_p53,ADRBK1,0.02,0.506,1.04,AZD6738
RPE1-hTER_p53,ADRBK2,-0.1,0.462,1.06,AZD6738
RPE1-hTER_p53,ADRM1,-0.31,0.377,1.1,AZD6738
RPE1-hTER_p53,ADSL,-1.67,0.0473,1.24,AZD6738
RPE1-hTER_p53,ADSSL1,0.42,0.662,0.989,AZD6738
RPE1-hTER_p53,ADTRP,-0.15,0.441,1.07,AZD6738
RPE1-hTER_p53,AEBP1,0.19,0.575,1.02,AZD6738
RPE1-hTER_p53,AEBP2,0.33,0.63,0.999,AZD6738
RPE1-hTER_p53,AEN,0.06,0.525,1.03,AZD6738
RPE1-hTER_p53,AES,-1.47,0.0708,1.23,AZD6738
RPE1-hTER_p53,AFAP1,0.38,0.648,0.994,AZD6738
RPE1-hTER_p53,AFAP1L1,-0.41,0.34,1.12,AZD6738
RPE1-hTER_p53,AFAP1L2,0.39,0.652,0.992,AZD6738
RPE1-hTER_p53,AFF1,1.24,0.893,0.968,AZD6738
RPE1-hTER_p53,AFF2,1.09,0.861,0.97,AZD6738
RPE1-hTER_p53,AFF3,-1.68,0.0463,1.23,AZD6738
RPE1-hTER_p53,AFF4,0.8,0.789,0.974,AZD6738
RPE1-hTER_p53,AFG3L2,-0.04,0.485,1.05,AZD6738
RPE1-hTER_p53,AFM,1.65,0.95,0.98,AZD6738
RPE1-hTER_p53,AFMID,-0.48,0.315,1.13,AZD6738
RPE1-hTER_p53,AFP,2.05,0.98,0.991,AZD6738
RPE1-hTER_p53,AFTPH,0.01,0.505,1.04,AZD6738
RPE1-hTER_p53,AGA,-0.58,0.281,1.15,AZD6738
RPE1-hTER_p53,AGAP1,0.54,0.706,0.984,AZD6738
RPE1-hTER_p53,AGAP2,0.2,0.577,1.02,AZD6738
RPE1-hTER_p53,AGAP3,0.44,0.67,0.989,AZD6738
RPE1-hTER_p53,AGBL1,1.92,0.973,0.989,AZD6738
RPE1-hTER_p53,AGBL2,-0.26,0.398,1.09,AZD6738
RPE1-hTER_p53,AGBL3,-1.07,0.141,1.24,AZD6738
RPE1-hTER_p53,AGBL4,-0.55,0.292,1.15,AZD6738
RPE1-hTER_p53,AGBL5,-0.55,0.293,1.15,AZD6738
RPE1-hTER_p53,AGER,0.08,0.531,1.03,AZD6738
RPE1-hTER_p53,AGFG1,-0.06,0.478,1.05,AZD6738
RPE1-hTER_p53,AGFG2,-0.2,0.422,1.08,AZD6738
RPE1-hTER_p53,AGGF1,-0.49,0.312,1.13,AZD6738
RPE1-hTER_p53,AGK,-4.65,1.70E-06,0.00071,AZD6738
RPE1-hTER_p53,AGL,-0.51,0.307,1.13,AZD6738
RPE1-hTER_p53,AGMAT,1.35,0.912,0.971,AZD6738
RPE1-hTER_p53,AGMO,0.3,0.616,1,AZD6738
RPE1-hTER_p53,AGO1,0.81,0.792,0.974,AZD6738
RPE1-hTER_p53,AGO2,-0.63,0.263,1.16,AZD6738
RPE1-hTER_p53,AGO3,-1.76,0.0392,1.21,AZD6738
RPE1-hTER_p53,AGO4,-0.97,0.165,1.22,AZD6738
RPE1-hTER_p53,AGPAT1,0.84,0.798,0.973,AZD6738
RPE1-hTER_p53,AGPAT2,-0.77,0.22,1.18,AZD6738
RPE1-hTER_p53,AGPAT3,1.15,0.876,0.97,AZD6738
RPE1-hTER_p53,AGPAT4,-0.65,0.258,1.17,AZD6738
RPE1-hTER_p53,AGPAT5,0.8,0.789,0.974,AZD6738
RPE1-hTER_p53,AGPAT6,-0.83,0.202,1.2,AZD6738
RPE1-hTER_p53,AGPAT9,0.44,0.668,0.989,AZD6738
RPE1-hTER_p53,AGPS,-0.5,0.308,1.13,AZD6738
RPE1-hTER_p53,AGR2,0.09,0.538,1.03,AZD6738
RPE1-hTER_p53,AGRN,0.3,0.617,1,AZD6738
