Cell_line,GENE,normZ,p-value,FDR,Treatment
293A,A1BG,-0.59,0.277,1.04,AZD6738
293A,A1CF,-1.95,0.0257,0.851,AZD6738
293A,A2M,-0.3,0.38,1.04,AZD6738
293A,A2ML1,0.7,0.759,0.997,AZD6738
293A,A4GALT,-0.18,0.429,1.03,AZD6738
293A,A4GNT,-0.36,0.361,1.04,AZD6738
293A,AAAS,-2.5,0.0062,0.638,AZD6738
293A,AACS,-0.93,0.176,1.04,AZD6738
293A,AADAC,1.31,0.906,0.993,AZD6738
293A,AADACL2,0.14,0.558,1.01,AZD6738
293A,AADACL3,-0.84,0.201,1.03,AZD6738
293A,AADACL4,-0.27,0.394,1.04,AZD6738
293A,AADAT,0.21,0.583,1.01,AZD6738
293A,AAED1,-0.03,0.489,1.02,AZD6738
293A,AAGAB,1.38,0.916,0.991,AZD6738
293A,AAK1,-0.35,0.363,1.04,AZD6738
293A,AAMDC,-0.11,0.457,1.02,AZD6738
293A,AAMP,0.07,0.527,1.02,AZD6738
293A,AANAT,-0.81,0.209,1.03,AZD6738
293A,AAR2,0.8,0.789,0.993,AZD6738
293A,AARD,0.08,0.532,1.01,AZD6738
293A,AARS2,-0.05,0.481,1.02,AZD6738
293A,AASDH,0.86,0.804,0.993,AZD6738
293A,AASDHPPT,0.95,0.828,0.994,AZD6738
293A,AASS,1.48,0.93,0.992,AZD6738
293A,AATF,0.59,0.721,1,AZD6738
293A,AATK,-1.4,0.0806,1,AZD6738
293A,ABAT,-0.71,0.24,1.03,AZD6738
293A,ABCA1,-0.88,0.19,1.03,AZD6738
293A,ABCA10,-0.26,0.399,1.04,AZD6738
293A,ABCA12,1.28,0.899,0.993,AZD6738
293A,ABCA13,0.95,0.829,0.993,AZD6738
293A,ABCA2,-0.66,0.255,1.03,AZD6738
293A,ABCA2,1.28,0.9,0.993,AZD6738
293A,ABCA4,0.47,0.68,1.01,AZD6738
293A,ABCA5,0.5,0.691,1.01,AZD6738
293A,ABCA6,0.53,0.7,1,AZD6738
293A,ABCA7,0.25,0.598,1.01,AZD6738
293A,ABCA8,1.01,0.845,0.994,AZD6738
293A,ABCA9,0.61,0.729,1,AZD6738
293A,ABCB1,-0.2,0.421,1.03,AZD6738
293A,ABCB10,0.85,0.803,0.993,AZD6738
293A,ABCB11,0.94,0.826,0.993,AZD6738
293A,ABCB4,-0.6,0.273,1.04,AZD6738
293A,ABCB5,0.25,0.6,1.01,AZD6738
293A,ABCB6,0.95,0.83,0.994,AZD6738
293A,ABCB7,0.34,0.631,1.01,AZD6738
293A,ABCB8,-1.14,0.127,1.01,AZD6738
293A,ABCB9,0.69,0.754,0.997,AZD6738
293A,ABCC1,-0.5,0.31,1.04,AZD6738
293A,ABCC10,-0.59,0.278,1.04,AZD6738
293A,ABCC11,0.53,0.7,1,AZD6738
293A,ABCC12,0.96,0.833,0.993,AZD6738
293A,ABCC2,0.52,0.7,1.01,AZD6738
293A,ABCC3,-1.1,0.136,1.01,AZD6738
293A,ABCC4,-0.51,0.305,1.04,AZD6738
293A,ABCC5,1.54,0.938,0.993,AZD6738
293A,ABCC6,0.25,0.6,1.01,AZD6738
293A,ABCC8,-0.97,0.165,1.03,AZD6738
293A,ABCC9,-0.66,0.255,1.04,AZD6738
293A,ABCD1,0.31,0.622,1.01,AZD6738
293A,ABCD2,0.8,0.789,0.993,AZD6738
293A,ABCD3,-0.69,0.245,1.03,AZD6738
293A,ABCD4,-0.05,0.478,1.02,AZD6738
293A,ABCF1,1.29,0.901,0.993,AZD6738
293A,ABCF2,0.81,0.79,0.993,AZD6738
293A,ABCF3,0.23,0.592,1.01,AZD6738
293A,ABCG1,-1.49,0.0677,0.978,AZD6738
293A,ABCG2,1.3,0.904,0.993,AZD6738
293A,ABCG4,-1.23,0.109,1.01,AZD6738
293A,ABCG5,1.07,0.859,0.993,AZD6738
293A,ABCG8,-0.79,0.216,1.03,AZD6738
293A,ABHD1,0.13,0.554,1.01,AZD6738
293A,ABHD10,-1.42,0.0779,1,AZD6738
293A,ABHD11,-1.56,0.0593,0.957,AZD6738
293A,ABHD12,1.63,0.949,0.995,AZD6738
293A,ABHD12B,-0.95,0.171,1.03,AZD6738
293A,ABHD13,-1.77,0.0385,0.924,AZD6738
293A,ABHD14A,-0.17,0.431,1.03,AZD6738
293A,ABHD14B,-1.74,0.0408,0.936,AZD6738
293A,ABHD15,1.35,0.912,0.993,AZD6738
293A,ABHD16A,-0.91,0.182,1.04,AZD6738
293A,ABHD16B,0.47,0.681,1.01,AZD6738
293A,ABHD17B,-0.34,0.368,1.04,AZD6738
293A,ABHD17C,0.26,0.603,1.01,AZD6738
293A,ABHD2,-1.29,0.0992,1.01,AZD6738
293A,ABHD3,0.85,0.803,0.993,AZD6738
293A,ABHD4,0.42,0.664,1.01,AZD6738
293A,ABHD5,0.03,0.514,1.02,AZD6738
293A,ABHD6,0.35,0.638,1.01,AZD6738
293A,ABHD8,-0.77,0.22,1.03,AZD6738
293A,ABI1,0.43,0.665,1.01,AZD6738
293A,ABI2,-2.42,0.00771,0.674,AZD6738
293A,ABI3,1.39,0.917,0.992,AZD6738
293A,ABI3BP,-0.61,0.27,1.04,AZD6738
293A,ABL1,-0.31,0.379,1.04,AZD6738
293A,ABL2,-0.65,0.259,1.04,AZD6738
293A,ABLIM1,0.42,0.662,1.01,AZD6738
293A,ABLIM2,-0.7,0.241,1.03,AZD6738
293A,ABLIM3,-0.15,0.441,1.03,AZD6738
293A,ABR,1.1,0.865,0.993,AZD6738
293A,ABRA,0.51,0.696,1.01,AZD6738
293A,ABRACL,0.06,0.526,1.01,AZD6738
293A,ABT1,-1.27,0.102,1.01,AZD6738
293A,ABTB1,-1.55,0.0606,0.96,AZD6738
293A,ABTB2,-1.18,0.119,1.02,AZD6738
293A,ACAA1,0.29,0.615,1.01,AZD6738
293A,ACAA2,-1.17,0.121,1.02,AZD6738
293A,ACACA,1.38,0.916,0.991,AZD6738
293A,ACACB,1.94,0.974,0.996,AZD6738
293A,ACAD10,-0.67,0.252,1.04,AZD6738
293A,ACAD11,-0.3,0.383,1.04,AZD6738
293A,ACAD8,-1.4,0.0815,1,AZD6738
293A,ACAD9,0.01,0.503,1.02,AZD6738
293A,ACADL,-1.85,0.0324,0.907,AZD6738
293A,ACADM,0.32,0.624,1.01,AZD6738
293A,ACADS,0.02,0.509,1.02,AZD6738
293A,ACADSB,1.21,0.887,0.993,AZD6738
293A,ACADVL,-0.09,0.465,1.02,AZD6738
293A,ACAN,1.54,0.939,0.993,AZD6738
293A,ACAP1,1.69,0.955,0.994,AZD6738
293A,ACAP2,0.01,0.505,1.02,AZD6738
293A,ACAP3,0.27,0.608,1.01,AZD6738
293A,ACAT1,0.28,0.611,1.01,AZD6738
293A,ACAT2,-0.21,0.418,1.03,AZD6738
293A,ACBD3,-0.06,0.476,1.02,AZD6738
293A,ACBD4,0.53,0.7,1,AZD6738
293A,ACBD5,-0.2,0.422,1.03,AZD6738
293A,ACBD6,-0.74,0.229,1.03,AZD6738
293A,ACCS,-0.21,0.415,1.03,AZD6738
293A,ACCSL,-0.42,0.338,1.04,AZD6738
293A,ACD,-3.38,0.000362,0.245,AZD6738
293A,ACE,-0.56,0.289,1.04,AZD6738
293A,ACE2,0.53,0.701,1,AZD6738
293A,ACER1,0.75,0.774,0.994,AZD6738
293A,ACER2,-0.92,0.178,1.04,AZD6738
293A,ACER3,-1.94,0.026,0.852,AZD6738
293A,ACHE,-1.63,0.0519,0.976,AZD6738
293A,ACIN1,1.49,0.932,0.992,AZD6738
293A,ACLY,0.49,0.689,1.01,AZD6738
293A,ACMSD,0.64,0.74,1,AZD6738
293A,ACN9,-0.37,0.358,1.04,AZD6738
293A,ACO1,1.11,0.867,0.992,AZD6738
293A,ACO2,0.16,0.565,1.01,AZD6738
293A,ACOT11,-1.82,0.0344,0.918,AZD6738
293A,ACOT12,0.81,0.791,0.993,AZD6738
293A,ACOT13,0.49,0.687,1.01,AZD6738
293A,ACOT2,-0.33,0.37,1.04,AZD6738
293A,ACOT4,0.16,0.564,1.01,AZD6738
293A,ACOT6,0.55,0.708,1,AZD6738
293A,ACOT7,-1.23,0.11,1.01,AZD6738
293A,ACOT8,-1.04,0.149,1.02,AZD6738
293A,ACOT9,0.26,0.602,1.01,AZD6738
293A,ACOX1,0.13,0.553,1.01,AZD6738
293A,ACOX2,-1.25,0.105,1.01,AZD6738
293A,ACOX3,1.78,0.963,0.995,AZD6738
293A,ACOXL,-0.39,0.348,1.04,AZD6738
293A,ACP1,1,0.841,0.995,AZD6738
293A,ACP2,0.94,0.826,0.993,AZD6738
293A,ACP5,-0.54,0.295,1.05,AZD6738
293A,ACP6,-2.08,0.0186,0.834,AZD6738
293A,ACPL2,0.75,0.773,0.994,AZD6738
293A,ACPP,-1.1,0.135,1.01,AZD6738
293A,ACPT,0.85,0.801,0.993,AZD6738
293A,ACR,0.12,0.55,1.01,AZD6738
293A,ACRBP,0.26,0.602,1.01,AZD6738
293A,ACRC,0.21,0.584,1.01,AZD6738
293A,ACSBG1,-1.6,0.0545,0.96,AZD6738
293A,ACSBG2,-0.35,0.363,1.04,AZD6738
293A,ACSF2,-1.08,0.139,1.01,AZD6738
293A,ACSF3,-0.72,0.235,1.03,AZD6738
293A,ACSL1,-0.61,0.27,1.04,AZD6738
293A,ACSL3,-0.09,0.463,1.02,AZD6738
293A,ACSL4,-0.37,0.356,1.04,AZD6738
293A,ACSL5,-0.4,0.344,1.04,AZD6738
293A,ACSL6,-0.5,0.308,1.04,AZD6738
293A,ACSM1,0.16,0.564,1.01,AZD6738
293A,ACSM2B,-0.95,0.171,1.03,AZD6738
293A,ACSM3,0.13,0.552,1.01,AZD6738
293A,ACSM4,-0.12,0.451,1.02,AZD6738
293A,ACSM5,-0.81,0.208,1.03,AZD6738
293A,ACSS1,1.22,0.889,0.993,AZD6738
293A,ACSS2,1.14,0.874,0.992,AZD6738
293A,ACSS3,-1.05,0.148,1.02,AZD6738
293A,ACTA1,-0.13,0.449,1.03,AZD6738
293A,ACTA2,-0.15,0.44,1.02,AZD6738
293A,ACTBL2,-0.13,0.449,1.03,AZD6738
293A,ACTC1,-1.97,0.0244,0.859,AZD6738
293A,ACTG2,-0.09,0.463,1.02,AZD6738
293A,ACTL10,0.3,0.619,1.01,AZD6738
293A,ACTL6B,0.37,0.645,1.01,AZD6738
293A,ACTL7A,-1.04,0.148,1.02,AZD6738
293A,ACTL7B,-2.69,0.00359,0.544,AZD6738
293A,ACTL8,-0.52,0.302,1.04,AZD6738
293A,ACTL9,0.19,0.576,1.01,AZD6738
293A,ACTN1,0.13,0.551,1.01,AZD6738
293A,ACTN2,0.07,0.527,1.02,AZD6738
293A,ACTN4,1.05,0.853,0.994,AZD6738
293A,ACTR1A,-1.25,0.105,1.01,AZD6738
293A,ACTR1B,0.29,0.616,1.01,AZD6738
293A,ACTR3B,-1.12,0.132,1.01,AZD6738
293A,ACTR5,-2.03,0.021,0.835,AZD6738
293A,ACTR6,-0.42,0.337,1.04,AZD6738
293A,ACTR8,-0.12,0.452,1.02,AZD6738
293A,ACTRT1,-0.07,0.473,1.02,AZD6738
293A,ACTRT2,-0.53,0.298,1.05,AZD6738
293A,ACTRT3,0.22,0.587,1.01,AZD6738
293A,ACVR1,-0.63,0.264,1.04,AZD6738
293A,ACVR1B,0.75,0.775,0.994,AZD6738
293A,ACVR1C,1.81,0.965,0.995,AZD6738
293A,ACVR2A,1.03,0.849,0.994,AZD6738
293A,ACVR2B,0.71,0.761,0.997,AZD6738
293A,ACVRL1,-1.43,0.0764,0.995,AZD6738
293A,ACY1,1,0.842,0.995,AZD6738
293A,ACY3,0.86,0.805,0.993,AZD6738
293A,ACYP1,-0.1,0.459,1.02,AZD6738
293A,ACYP2,1.2,0.885,0.993,AZD6738
293A,ADA,-0.01,0.497,1.02,AZD6738
293A,ADAD1,1.07,0.859,0.992,AZD6738
293A,ADAD2,0.12,0.546,1.01,AZD6738
293A,ADAL,-0.69,0.244,1.03,AZD6738
293A,ADAM10,0.21,0.583,1.01,AZD6738
293A,ADAM11,0.65,0.741,1,AZD6738
293A,ADAM12,-0.84,0.201,1.03,AZD6738
293A,ADAM15,0.55,0.708,1,AZD6738
293A,ADAM17,-2.69,0.00353,0.554,AZD6738
293A,ADAM18,-0.67,0.251,1.04,AZD6738
293A,ADAM19,0.09,0.534,1.01,AZD6738
293A,ADAM2,-1.01,0.156,1.02,AZD6738
293A,ADAM20,-0.66,0.254,1.04,AZD6738
293A,ADAM22,0.39,0.651,1.01,AZD6738
293A,ADAM23,0.75,0.773,0.994,AZD6738
293A,ADAM28,1.25,0.895,0.992,AZD6738
293A,ADAM29,0.66,0.744,0.999,AZD6738
293A,ADAM30,-0.92,0.179,1.04,AZD6738
293A,ADAM32,-0.15,0.439,1.03,AZD6738
293A,ADAM33,1.85,0.968,0.995,AZD6738
293A,ADAM7,-0.19,0.426,1.03,AZD6738
293A,ADAM8,0.42,0.663,1.01,AZD6738
293A,ADAM9,1.01,0.843,0.994,AZD6738
293A,ADAMDEC1,-0.87,0.191,1.03,AZD6738
293A,ADAMTS1,1.16,0.878,0.992,AZD6738
293A,ADAMTS10,0.28,0.609,1.01,AZD6738
293A,ADAMTS12,0.81,0.791,0.993,AZD6738
293A,ADAMTS13,-1,0.158,1.02,AZD6738
293A,ADAMTS14,-0.32,0.375,1.04,AZD6738
293A,ADAMTS15,-0.72,0.236,1.03,AZD6738
293A,ADAMTS16,0.54,0.706,1,AZD6738
293A,ADAMTS17,0.67,0.75,0.998,AZD6738
293A,ADAMTS18,-0.67,0.253,1.04,AZD6738
293A,ADAMTS19,0.1,0.538,1.01,AZD6738
293A,ADAMTS2,-1.47,0.0702,0.987,AZD6738
293A,ADAMTS20,-1.07,0.141,1.01,AZD6738
293A,ADAMTS3,0.53,0.701,1,AZD6738
293A,ADAMTS4,-1.61,0.0537,0.965,AZD6738
293A,ADAMTS5,0.04,0.517,1.02,AZD6738
293A,ADAMTS7,-0.27,0.395,1.04,AZD6738
293A,ADAMTS8,-0.62,0.269,1.04,AZD6738
293A,ADAMTS9,-0.93,0.176,1.04,AZD6738
293A,ADAMTSL1,-0.34,0.368,1.04,AZD6738
293A,ADAMTSL2,-0.68,0.247,1.03,AZD6738
293A,ADAMTSL3,1.01,0.843,0.995,AZD6738
293A,ADAMTSL4,0,0.499,1.02,AZD6738
293A,ADAMTSL5,0.51,0.695,1.01,AZD6738
293A,ADAP1,1.91,0.972,0.996,AZD6738
293A,ADAP2,0.02,0.508,1.02,AZD6738
293A,ADAR,-1.1,0.136,1.01,AZD6738
293A,ADARB1,0.52,0.698,1.01,AZD6738
293A,ADARB2,0.46,0.678,1.01,AZD6738
293A,ADAT1,-0.37,0.354,1.04,AZD6738
293A,ADAT2,0.07,0.528,1.01,AZD6738
293A,ADAT3,-1.04,0.15,1.02,AZD6738
293A,ADC,-0.38,0.35,1.04,AZD6738
293A,ADCK1,0.12,0.549,1.01,AZD6738
293A,ADCK2,-0.57,0.283,1.04,AZD6738
293A,ADCK3,0.29,0.615,1.01,AZD6738
293A,ADCK4,2.72,0.997,1,AZD6738
293A,ADCK5,-0.74,0.23,1.03,AZD6738
293A,ADCY1,0.05,0.519,1.02,AZD6738
293A,ADCY10,-1.23,0.11,1,AZD6738
293A,ADCY2,-0.55,0.292,1.05,AZD6738
293A,ADCY3,0.86,0.806,0.992,AZD6738
293A,ADCY4,-0.5,0.31,1.04,AZD6738
293A,ADCY5,-0.35,0.363,1.04,AZD6738
293A,ADCY6,-0.41,0.34,1.04,AZD6738
293A,ADCY7,-0.46,0.322,1.04,AZD6738
293A,ADCY8,0.28,0.61,1.01,AZD6738
293A,ADCY9,-0.55,0.293,1.04,AZD6738
293A,ADCYAP1,1.33,0.908,0.992,AZD6738
293A,ADCYAP1R1,0.28,0.609,1.01,AZD6738
293A,ADD1,0.72,0.763,0.997,AZD6738
293A,ADD2,-0.22,0.412,1.03,AZD6738
293A,ADD3,0.3,0.619,1.01,AZD6738
293A,ADGB,-1.28,0.101,1.01,AZD6738
293A,ADH4,-0.29,0.387,1.04,AZD6738
293A,ADH5,-0.3,0.384,1.04,AZD6738
293A,ADH6,1.44,0.925,0.991,AZD6738
293A,ADH7,0.87,0.809,0.992,AZD6738
293A,ADHFE1,-0.91,0.181,1.04,AZD6738
293A,ADI1,-1.48,0.0698,0.986,AZD6738
293A,ADIG,0.22,0.588,1.01,AZD6738
293A,ADIPOQ,0.31,0.62,1.01,AZD6738
293A,ADIPOR1,-0.26,0.399,1.04,AZD6738
293A,ADIPOR2,0.49,0.686,1.01,AZD6738
293A,ADIRF,2.01,0.978,0.997,AZD6738
293A,ADK,1.05,0.854,0.994,AZD6738
293A,ADM,-1.23,0.11,1,AZD6738
293A,ADM2,0.68,0.751,0.998,AZD6738
293A,ADM5,1.6,0.945,0.995,AZD6738
293A,ADNP,0.95,0.829,0.994,AZD6738
293A,ADNP2,0.3,0.617,1.01,AZD6738
293A,ADO,0.53,0.704,1,AZD6738
293A,ADORA1,-1.42,0.0778,1,AZD6738
293A,ADORA2A,-0.48,0.317,1.04,AZD6738
293A,ADORA2B,-0.12,0.454,1.02,AZD6738
293A,ADORA3,-1.32,0.0927,1.01,AZD6738
293A,ADPGK,-0.11,0.458,1.02,AZD6738
293A,ADPRH,0.35,0.638,1.01,AZD6738
293A,ADPRHL1,-0.08,0.467,1.02,AZD6738
293A,ADPRHL2,-1.04,0.149,1.02,AZD6738
293A,ADPRM,-0.33,0.369,1.04,AZD6738
293A,ADRA1A,-1.06,0.145,1.01,AZD6738
293A,ADRA1B,-1.73,0.0419,0.944,AZD6738
293A,ADRA1D,0.85,0.801,0.993,AZD6738
293A,ADRA2A,1.31,0.905,0.993,AZD6738
293A,ADRA2B,-0.45,0.327,1.04,AZD6738
293A,ADRA2C,1.26,0.895,0.992,AZD6738
293A,ADRB1,0.43,0.665,1.01,AZD6738
293A,ADRB2,-0.4,0.344,1.04,AZD6738
293A,ADRB3,-1.69,0.0457,0.967,AZD6738
293A,ADRBK1,0.95,0.829,0.993,AZD6738
293A,ADRBK2,-0.11,0.458,1.02,AZD6738
293A,ADRM1,2.29,0.989,0.998,AZD6738
293A,ADSL,-0.91,0.182,1.04,AZD6738
293A,ADSSL1,1.71,0.956,0.994,AZD6738
293A,ADTRP,0.09,0.538,1.01,AZD6738
293A,AEBP1,0.8,0.789,0.993,AZD6738
293A,AEBP2,2.1,0.982,0.998,AZD6738
293A,AEN,-1.31,0.0959,1.01,AZD6738
293A,AES,0.5,0.69,1.01,AZD6738
293A,AFAP1,-0.49,0.312,1.04,AZD6738
293A,AFAP1L1,-0.58,0.282,1.04,AZD6738
293A,AFAP1L2,-1.03,0.152,1.02,AZD6738
293A,AFF1,1.42,0.922,0.991,AZD6738
293A,AFF2,-2.6,0.00466,0.566,AZD6738
293A,AFF3,1.12,0.87,0.993,AZD6738
293A,AFF4,1.34,0.91,0.993,AZD6738
293A,AFG3L2,0.33,0.63,1.01,AZD6738
293A,AFM,1.35,0.912,0.993,AZD6738
293A,AFMID,0.67,0.747,0.998,AZD6738
293A,AFP,2.24,0.988,0.998,AZD6738
293A,AFTPH,-0.07,0.472,1.02,AZD6738
293A,AGA,0.18,0.572,1.01,AZD6738
293A,AGAP1,0.23,0.591,1.01,AZD6738
293A,AGAP2,-0.31,0.377,1.04,AZD6738
293A,AGAP3,0.66,0.744,0.999,AZD6738
293A,AGBL1,1.08,0.859,0.992,AZD6738
293A,AGBL2,-1.12,0.131,1.01,AZD6738
293A,AGBL3,-0.23,0.408,1.04,AZD6738
293A,AGBL4,-0.93,0.176,1.04,AZD6738
293A,AGBL5,1.01,8.44E-01,0.994,AZD6738
293A,AGER,0.29,0.614,1.01,AZD6738
293A,AGFG1,1.85,0.968,0.995,AZD6738
293A,AGFG2,-0.23,0.41,1.04,AZD6738
293A,AGGF1,-0.53,0.296,1.05,AZD6738
293A,AGK,0.19,0.574,1.01,AZD6738
293A,AGL,-1.1,0.137,1.01,AZD6738
293A,AGMAT,0.15,0.558,1.01,AZD6738
293A,AGMO,0.53,0.703,1,AZD6738
293A,AGO1,-0.29,0.388,1.04,AZD6738
293A,AGO2,2.08,0.981,0.998,AZD6738
293A,AGO3,-0.71,0.238,1.03,AZD6738
293A,AGO4,0.15,0.558,1.01,AZD6738
293A,AGPAT1,0.6,0.726,1,AZD6738
293A,AGPAT2,-0.91,0.181,1.04,AZD6738
293A,AGPAT3,-1.05,0.146,1.02,AZD6738
293A,AGPAT4,0.09,0.536,1.01,AZD6738
293A,AGPAT5,0.69,0.754,0.997,AZD6738
293A,AGPAT6,0.21,0.583,1.01,AZD6738
293A,AGPAT9,0.35,0.636,1.01,AZD6738
293A,AGPS,-0.57,0.286,1.04,AZD6738
293A,AGR2,-0.35,0.363,1.04,AZD6738
293A,AGRN,-0.3,0.383,1.04,AZD6738
293A,AGRP,-0.89,0.187,1.03,AZD6738
293A,AGT,-0.44,0.329,1.04,AZD6738
293A,AGTPBP1,-1.76,0.039,0.929,AZD6738
293A,AGTR1,0.16,0.563,1.01,AZD6738
293A,AGTR2,-0.3,0.382,1.04,AZD6738
293A,AGTRAP,-1.12,0.131,1.02,AZD6738
293A,AGXT,-0.59,0.278,1.04,AZD6738
293A,AGXT2,0.65,0.741,1,AZD6738
293A,AHCTF1,-0.78,0.218,1.03,AZD6738
293A,AHCY,-0.24,0.405,1.04,AZD6738
293A,AHCYL1,-1.7,0.0447,0.963,AZD6738
293A,AHCYL2,-0.59,0.278,1.04,AZD6738
293A,AHDC1,0.25,6.01E-01,1.01E+00,AZD6738
293A,AHI1,1.8,0.964,0.995,AZD6738
293A,AHNAK,-2.07,0.0193,0.836,AZD6738
293A,AHNAK2,0.18,0.571,1.01,AZD6738
293A,AHR,0.08,0.534,1.01,AZD6738
293A,AHRR,-1.83,0.0338,0.914,AZD6738
293A,AHSA1,-0.32,0.375,1.04,AZD6738
293A,AHSA2,-0.51,0.304,1.05,AZD6738
293A,AHSG,0.51,0.693,1.01,AZD6738
293A,AICDA,0,0.5,1.02,AZD6738
293A,AIF1L,-0.84,0.202,1.03,AZD6738
293A,AIFM1,0.61,0.729,1,AZD6738
293A,AIFM2,-0.53,0.3,1.05,AZD6738
293A,AIFM3,-0.46,0.322,1.04,AZD6738
293A,AIG1,-0.68,0.249,1.04,AZD6738
293A,AIM1,1.37,0.914,0.992,AZD6738
293A,AIM1L,0.52,0.698,1.01,AZD6738
293A,AIM2,-0.76,0.224,1.03,AZD6738
293A,AIMP1,0.85,0.801,0.993,AZD6738
293A,AIMP2,-0.89,0.186,1.03,AZD6738
293A,AIP,-2.48,0.00656,0.649,AZD6738
293A,AIPL1,1.69,0.955,0.994,AZD6738
293A,AIRE,-0.46,0.324,1.04,AZD6738
293A,AJAP1,0.25,0.599,1.01,AZD6738
293A,AJUBA,-0.17,0.432,1.03,AZD6738
293A,AK1,0.62,0.731,1,AZD6738
293A,AK5,0.09,0.536,1.01,AZD6738
293A,AK7,-0.15,0.441,1.03,AZD6738
293A,AK8,-0.68,0.247,1.04,AZD6738
293A,AK9,0.97,0.834,0.993,AZD6738
293A,AKAP1,1.14,0.873,0.991,AZD6738
293A,AKAP10,0,0.501,1.02,AZD6738
293A,AKAP11,-0.8,0.212,1.03,AZD6738
293A,AKAP12,1.73,0.959,0.994,AZD6738
293A,AKAP13,0.13,0.551,1.01,AZD6738
293A,AKAP14,1.74,0.959,0.994,AZD6738
293A,AKAP3,0.2,0.58,1.01,AZD6738
293A,AKAP4,0.83,0.797,0.993,AZD6738
293A,AKAP5,0.52,0.697,1.01,AZD6738
293A,AKAP6,-0.08,0.468,1.02,AZD6738
293A,AKAP7,-0.77,0.221,1.03,AZD6738
293A,AKAP8,0.28,0.612,1.01,AZD6738
293A,AKAP8L,-0.12,0.454,1.02,AZD6738
293A,AKAP9,-0.49,0.311,1.05,AZD6738
293A,AKIP1,-0.6,0.273,1.04,AZD6738
293A,AKIRIN2,-1.07,0.142,1.01,AZD6738
293A,AKNA,0.8,0.788,0.993,AZD6738
293A,AKNAD1,-0.83,0.204,1.03,AZD6738
293A,AKR1A1,0.58,0.718,1,AZD6738
293A,AKR1B1,0.7,0.758,0.997,AZD6738
293A,AKR1C3,-0.02,0.49,1.02,AZD6738
293A,AKR1D1,0.28,0.611,1.01,AZD6738
293A,AKR1E2,0.85,0.802,0.993,AZD6738
293A,AKR7A2,-0.07,0.473,1.02,AZD6738
293A,AKT1,-0.5,0.309,1.05,AZD6738
293A,AKT1S1,0.21,0.584,1.01,AZD6738
293A,AKT2,0.11,0.545,1.01,AZD6738
293A,AKT3,0.16,0.562,1.01,AZD6738
293A,ALAD,-0.78,0.218,1.03,AZD6738
293A,ALAS1,-0.06,0.475,1.02,AZD6738
293A,ALAS2,-0.87,0.192,1.03,AZD6738
293A,ALB,1.63,0.948,0.995,AZD6738
293A,ALCAM,0.22,0.586,1.01,AZD6738
293A,ALDH16A1,0.19,0.575,1.01,AZD6738
293A,ALDH18A1,0.25,0.599,1.01,AZD6738
293A,ALDH1A1,-0.44,0.331,1.04,AZD6738
293A,ALDH1A2,0.5,0.691,1.01,AZD6738
293A,ALDH1A3,-0.4,0.344,1.04,AZD6738
293A,ALDH1B1,-0.99,0.162,1.02,AZD6738
293A,ALDH1L1,-0.32,0.376,1.04,AZD6738
293A,ALDH1L2,-0.75,0.228,1.03,AZD6738
293A,ALDH2,0.16,0.564,1.01,AZD6738
293A,ALDH3A1,-0.36,0.361,1.04,AZD6738
293A,ALDH3A2,0.95,0.828,0.994,AZD6738
293A,ALDH3B2,-2.52,0.00589,0.617,AZD6738
293A,ALDH4A1,0.3,0.619,1.01,AZD6738
293A,ALDH5A1,-1.85,0.0323,0.906,AZD6738
293A,ALDH6A1,-1.19,0.117,1.01,AZD6738
293A,ALDH7A1,1.59,0.944,0.994,AZD6738
293A,ALDH8A1,-2.59,0.00482,0.569,AZD6738
293A,ALDH9A1,-1.92,0.0275,0.876,AZD6738
293A,ALDOA,0.99,0.84,0.994,AZD6738
293A,ALDOB,-1.23,0.109,1.01,AZD6738
293A,ALDOC,0.91,0.82,0.993,AZD6738
293A,ALG1,0.35,0.636,1.01,AZD6738
293A,ALG11,1.75,0.96,0.994,AZD6738
293A,ALG12,0.41,0.658,1.01,AZD6738
293A,ALG13,0.51,0.693,1.01,AZD6738
293A,ALG14,0.69,0.754,0.997,AZD6738
293A,ALG2,0.48,0.686,1.01,AZD6738
293A,ALG3,0.84,0.8,0.994,AZD6738
293A,ALG5,0.08,0.534,1.01,AZD6738
293A,ALG6,-0.88,0.189,1.03,AZD6738
293A,ALG8,-1.03,0.151,1.02,AZD6738
293A,ALG9,0.97,0.833,0.993,AZD6738
293A,ALK,0.29,0.615,1.01,AZD6738
293A,ALKBH1,0.8,0.787,0.993,AZD6738
293A,ALKBH2,0.78,0.784,0.994,AZD6738
293A,ALKBH3,-0.58,0.28,1.04,AZD6738
293A,ALKBH4,0.94,0.825,0.994,AZD6738
293A,ALKBH5,0.36,0.641,1.01,AZD6738
293A,ALKBH6,-0.41,0.34,1.04,AZD6738
293A,ALKBH7,1.38,0.915,0.991,AZD6738
293A,ALKBH8,-0.1,0.46,1.02,AZD6738
293A,ALLC,0.79,0.785,0.994,AZD6738
293A,ALMS1,0.74,0.771,0.995,AZD6738
293A,ALOX12,0.14,0.555,1.01,AZD6738
293A,ALOX12B,-0.1,0.46,1.02,AZD6738
293A,ALOX15,0.22,0.586,1.01,AZD6738
293A,ALOX15B,-0.5,0.309,1.04,AZD6738
293A,ALOX5,-0.11,0.457,1.02,AZD6738
293A,ALOX5AP,0.04,0.517,1.02,AZD6738
293A,ALOXE3,1.04,0.851,0.994,AZD6738
