Cell_line,GENE,normZ,p-value,FDR,Treatment
293A,NDUFB2,0.64,0.74,1,AZD6738
293A,NDUFB4,1.14,0.873,0.991,AZD6738
293A,NDUFB5,0.34,0.635,1.01,AZD6738
293A,NDUFB7,0.14,0.555,1.01,AZD6738
293A,NDUFB8,-0.27,0.395,1.04,AZD6738
293A,NDUFB9,1.89,0.971,0.995,AZD6738
293A,NDUFS1,2.7,0.996,1,AZD6738
293A,NDUFS2,-0.03,0.49,1.02,AZD6738
293A,NDUFS3,1.57,0.942,0.994,AZD6738
293A,NDUFS4,0.68,0.752,0.998,AZD6738
293A,NDUFS6,-0.1,0.459,1.02,AZD6738
293A,NDUFS7,-0.2,0.421,1.03,AZD6738
293A,NDUFS8,-0.62,0.268,1.04,AZD6738
293A,NDUFV1,-1.15,0.125,1.02,AZD6738
293A,NDUFV2,0.57,0.715,1,AZD6738
293A,NDUFV3,-0.47,0.319,1.04,AZD6738
293A,NEB,0.22,0.588,1.01,AZD6738
293A,NEBL,-0.52,0.303,1.04,AZD6738
293A,NECAB1,0.4,0.655,1.01,AZD6738
293A,NECAB2,0.03,0.512,1.02,AZD6738
293A,NECAB3,1.12,0.869,0.993,AZD6738
293A,NECAP1,-0.36,0.359,1.04,AZD6738
293A,NECAP2,0.14,0.554,1.01,AZD6738
293A,NEDD1,-2.58,0.00499,0.577,AZD6738
293A,NEDD4,-1.04,0.149,1.02,AZD6738
293A,NEDD4L,2.42,0.992,0.999,AZD6738
293A,NEDD9,-1.62,0.0525,0.972,AZD6738
293A,NEFH,0.93,0.824,0.994,AZD6738
293A,NEFM,-1.22,0.112,1,AZD6738
293A,NEGR1,-1.6,0.0553,0.96,AZD6738
293A,NEIL1,-0.13,0.448,1.03,AZD6738
293A,NEIL2,0.88,0.812,0.992,AZD6738
293A,NEIL3,-0.87,0.191,1.03,AZD6738
293A,NEK1,0.73,0.766,0.996,AZD6738
293A,NEK10,0.32,0.626,1.01,AZD6738
293A,NEK11,-0.61,0.272,1.04,AZD6738
293A,NEK3,-0.76,0.222,1.03,AZD6738
293A,NEK4,-0.4,0.345,1.04,AZD6738
293A,NEK5,-0.75,0.226,1.03,AZD6738
293A,NEK6,-1.02,0.153,1.02,AZD6738
293A,NEK7,-0.12,0.451,1.02,AZD6738
293A,NEK8,2.22,0.987,0.998,AZD6738
293A,NEK9,-0.39,0.35,1.04,AZD6738
293A,NELFA,0.66,0.746,0.998,AZD6738
293A,NELFB,-1.67,0.0471,0.965,AZD6738
293A,NELFCD,0.8,0.788,0.993,AZD6738
293A,NELFE,-0.47,0.317,1.04,AZD6738
293A,NELL1,-1.2,0.114,1.01,AZD6738
293A,NELL2,-1.32,0.0931,1.01,AZD6738
293A,NEMF,0.23,0.591,1.01,AZD6738
293A,NENF,0.71,0.761,0.997,AZD6738
293A,NEO1,1.15,0.875,0.992,AZD6738
293A,NES,-1.58,0.0566,0.963,AZD6738
293A,NET1,-1.57,0.0582,0.958,AZD6738
293A,NETO1,-1.29,0.0981,1.01,AZD6738
293A,NEU1,0.55,0.71,1,AZD6738
293A,NEU2,-0.66,0.254,1.04,AZD6738
293A,NEU3,-0.95,0.171,1.03,AZD6738
293A,NEU4,-0.13,0.45,1.03,AZD6738
293A,NEURL,-0.36,0.36,1.04,AZD6738
293A,NEURL1B,-0.88,0.189,1.03,AZD6738
293A,NEURL2,0.86,0.806,0.992,AZD6738
293A,NEURL4,0.42,0.661,1.01,AZD6738
293A,NEUROD1,-0.72,0.236,1.03,AZD6738
293A,NEUROD2,1.77,0.962,0.995,AZD6738
293A,NEUROD4,0.8,0.787,0.994,AZD6738
293A,NEUROD6,1.35,0.911,0.993,AZD6738
293A,NEUROG1,-0.08,0.468,1.02,AZD6738
293A,NEUROG2,0.11,0.542,1.01,AZD6738
293A,NEUROG3,-1.27,0.102,1.01,AZD6738
293A,NEXN,0.95,0.83,0.994,AZD6738
293A,NF1,-0.55,0.292,1.05,AZD6738
293A,NF2,-0.59,0.277,1.04,AZD6738
293A,NFAM1,-0.23,0.408,1.04,AZD6738
293A,NFASC,-0.47,0.319,1.04,AZD6738
293A,NFAT5,-0.91,0.181,1.04,AZD6738
293A,NFATC1,-0.53,0.3,1.05,AZD6738
293A,NFATC2,1.67,0.953,0.994,AZD6738
293A,NFATC2IP,-0.95,0.172,1.04,AZD6738
293A,NFATC3,-0.55,0.293,1.05,AZD6738
293A,NFATC4,0.13,0.553,1.01,AZD6738
293A,NFE2,-0.71,0.238,1.03,AZD6738
293A,NFE2L1,1.95,0.974,0.996,AZD6738
293A,NFE2L2,0.51,0.694,1.01,AZD6738
293A,NFE2L3,-0.47,0.318,1.04,AZD6738
293A,NFIA,0.1,0.539,1.01,AZD6738
293A,NFIB,-0.32,0.374,1.04,AZD6738
293A,NFIC,-0.43,0.333,1.04,AZD6738
293A,NFIL3,0.97,0.834,0.993,AZD6738
293A,NFIX,0.27,0.607,1.01,AZD6738
293A,NFKB1,0.87,0.807,0.992,AZD6738
293A,NFKB2,-0.17,0.433,1.03,AZD6738
293A,NFKBIA,-1.69,0.0458,0.965,AZD6738
293A,NFKBIB,-0.52,0.302,1.04,AZD6738
293A,NFKBID,-1.31,0.0945,1.01,AZD6738
293A,NFKBIE,-0.03,0.49,1.02,AZD6738
293A,NFKBIL1,-2.1,0.0179,0.83,AZD6738
293A,NFKBIZ,-0.4,0.345,1.04,AZD6738
293A,NFRKB,-0.82,0.205,1.03,AZD6738
293A,NFS1,-0.17,0.433,1.03,AZD6738
293A,NFX1,-0.07,0.472,1.02,AZD6738
293A,NFXL1,1.33,0.907,0.993,AZD6738
293A,NFYA,-0.01,0.496,1.02,AZD6738
293A,NFYC,0.01,0.505,1.02,AZD6738
293A,NGB,-1.04,0.15,1.02,AZD6738
293A,NGDN,0.48,0.683,1.01,AZD6738
293A,NGEF,0.34,0.633,1.01,AZD6738
293A,NGF,-0.1,0.462,1.02,AZD6738
293A,NGFR,-0.6,0.275,1.04,AZD6738
293A,NGLY1,-0.41,0.342,1.04,AZD6738
293A,NGRN,0.59,0.724,1,AZD6738
293A,NHEJ1,-1.99,0.0235,0.85,AZD6738
293A,NHLH1,-0.79,0.215,1.03,AZD6738
293A,NHLH2,-1.58,0.0565,0.967,AZD6738
293A,NHLRC1,-0.82,0.207,1.03,AZD6738
293A,NHLRC2,0.02,0.508,1.02,AZD6738
293A,NHLRC3,-0.44,0.331,1.04,AZD6738
293A,NHLRC4,1,0.842,0.995,AZD6738
293A,NHS,0.94,0.827,0.994,AZD6738
293A,NHSL1,0.46,0.679,1.01,AZD6738
293A,NHSL2,0.12,0.549,1.01,AZD6738
293A,NICN1,-1.54,0.0619,0.966,AZD6738
293A,NID1,0.94,0.825,0.994,AZD6738
293A,NID2,0.97,0.834,0.993,AZD6738
293A,NIF3L1,-0.37,0.357,1.04,AZD6738
293A,NIN,-0.54,0.294,1.04,AZD6738
293A,NINJ1,1.5,0.934,0.993,AZD6738
293A,NINJ2,0.38,0.647,1.01,AZD6738
293A,NINL,2.94,0.998,1,AZD6738
293A,NIP7,0.27,0.606,1.01,AZD6738
293A,NIPA1,-0.3,0.383,1.04,AZD6738
293A,NIPA2,-0.75,0.228,1.03,AZD6738
293A,NIPAL1,0.5,0.691,1.01,AZD6738
293A,NIPAL2,-2.41,0.00791,0.672,AZD6738
293A,NIPAL3,0.8,0.788,0.993,AZD6738
293A,NIPAL4,0.62,0.731,1,AZD6738
293A,NIPBL,0.1,0.539,1.01,AZD6738
293A,NIPSNAP1,1.14,0.872,0.992,AZD6738
293A,NIPSNAP3B,-0.13,0.449,1.03,AZD6738
293A,NISCH,0.28,0.61,1.01,AZD6738
293A,NIT1,-1.68,0.047,0.966,AZD6738
293A,NIT2,-1.1,0.135,1.01,AZD6738
293A,NKAIN1,0.08,0.531,1.01,AZD6738
293A,NKAIN2,0.87,0.808,0.992,AZD6738
293A,NKAIN3,0.68,0.751,0.998,AZD6738
293A,NKAIN4,0.36,0.642,1.01,AZD6738
293A,NKAP,0.44,0.67,1.01,AZD6738
293A,NKAPL,-0.56,0.287,1.04,AZD6738
293A,NKD1,-0.18,0.429,1.03,AZD6738
293A,NKD2,0.82,0.795,0.993,AZD6738
293A,NKG7,0.85,0.803,0.993,AZD6738
293A,NKIRAS2,2.26,0.988,0.998,AZD6738
293A,NKPD1,0.87,0.807,0.992,AZD6738
293A,NKRF,1.56,0.94,0.994,AZD6738
293A,NKTR,-0.71,0.239,1.03,AZD6738
293A,NLE1,0.45,0.673,1.01,AZD6738
293A,NLGN1,0.55,0.707,1,AZD6738
293A,NLGN2,0.36,0.639,1.01,AZD6738
293A,NLGN3,0.05,0.519,1.02,AZD6738
293A,NLGN4X,-0.14,0.445,1.03,AZD6738
293A,NLK,0.54,0.705,1,AZD6738
293A,NLN,-0.84,0.201,1.03,AZD6738
293A,NLRC4,0.35,0.638,1.01,AZD6738
293A,NLRC5,0.4,0.656,1.01,AZD6738
293A,NLRP1,0.07,0.53,1.01,AZD6738
293A,NLRP10,0.31,0.62,1.01,AZD6738
293A,NLRP11,1.91,0.972,0.996,AZD6738
293A,NLRP12,0.13,0.553,1.01,AZD6738
293A,NLRP13,-0.58,0.282,1.04,AZD6738
293A,NLRP14,-0.91,0.18,1.04,AZD6738
293A,NLRP2,-0.33,0.369,1.04,AZD6738
293A,NLRP3,-0.02,0.491,1.02,AZD6738
293A,NLRP4,-0.17,0.432,1.03,AZD6738
293A,NLRP5,-0.76,0.223,1.03,AZD6738
293A,NLRP6,-1.24,0.108,1.01,AZD6738
293A,NLRP7,0.75,0.773,0.994,AZD6738
293A,NLRP8,0.72,0.763,0.997,AZD6738
293A,NLRP9,0.75,0.772,0.995,AZD6738
293A,NLRX1,-1.39,0.0819,1,AZD6738
293A,NMB,1.85,0.968,0.995,AZD6738
293A,NMBR,-0.68,0.249,1.04,AZD6738
293A,NMD3,0.44,0.668,1.01,AZD6738
293A,NME1,2.49,0.994,0.999,AZD6738
293A,NME2,0.16,0.562,1.01,AZD6738
293A,NME3,-1.25,0.106,1.01,AZD6738
293A,NME4,-0.84,0.202,1.03,AZD6738
293A,NME5,1.52,0.936,0.993,AZD6738
293A,NME6,1.18,0.881,0.993,AZD6738
293A,NME7,-0.85,0.198,1.03,AZD6738
293A,NME8,-0.08,0.467,1.02,AZD6738
293A,NME9,-0.08,0.469,1.02,AZD6738
293A,NMI,0.98,0.836,0.993,AZD6738
293A,NMNAT1,-0.95,0.171,1.03,AZD6738
293A,NMNAT2,0,0.5,1.02,AZD6738
293A,NMNAT3,0.74,0.769,0.995,AZD6738
293A,NMRAL1,-1.33,0.0919,1.01,AZD6738
293A,NMRK1,-0.39,0.347,1.04,AZD6738
293A,NMRK2,0.7,0.757,0.997,AZD6738
293A,NMS,-0.9,0.185,1.03,AZD6738
293A,NMT1,0.83,0.796,0.993,AZD6738
293A,NMT2,0.67,0.748,0.999,AZD6738
293A,NMU,0.87,0.807,0.992,AZD6738
293A,NMUR1,-1.42,0.0778,1,AZD6738
293A,NMUR2,-0.46,0.324,1.04,AZD6738
293A,NNAT,0.94,0.827,0.993,AZD6738
293A,NNMT,-0.1,0.46,1.02,AZD6738
293A,NNT,-1.49,0.0676,0.977,AZD6738
293A,NOA1,2.87,0.998,1,AZD6738
293A,NOB1,-0.37,0.356,1.04,AZD6738
293A,NOBOX,1.42,0.922,0.991,AZD6738
293A,NOC2L,-0.48,0.317,1.04,AZD6738
293A,NOC3L,0.78,0.781,0.994,AZD6738
293A,NOC4L,-0.11,0.457,1.02,AZD6738
293A,NOD1,1.33,0.909,0.993,AZD6738
293A,NOD2,0.29,0.614,1.01,AZD6738
293A,NODAL,0.74,0.769,0.995,AZD6738
293A,NOG,1.4,0.92,0.991,AZD6738
293A,NOL10,-0.85,0.199,1.03,AZD6738
293A,NOL12,1.19,0.882,0.993,AZD6738
293A,NOL3,-1.78,0.0376,0.929,AZD6738
293A,NOL4,0.13,0.552,1.01,AZD6738
293A,NOL6,-0.72,0.236,1.03,AZD6738
293A,NOL7,1.37,0.915,0.992,AZD6738
293A,NOL8,0.75,0.772,0.995,AZD6738
293A,NOL9,-0.29,0.385,1.04,AZD6738
293A,NOLC1,0.85,0.802,0.993,AZD6738
293A,NOM1,-1.52,0.0638,0.971,AZD6738
293A,NONO,1.11,0.867,0.993,AZD6738
293A,NOP10,-1.22,0.112,1,AZD6738
293A,NOP14,0.9,0.816,0.993,AZD6738
293A,NOP16,0.96,0.832,0.993,AZD6738
293A,NOP2,0.59,0.721,1,AZD6738
293A,NOP56,-0.53,0.3,1.05,AZD6738
293A,NOP58,1.64,0.949,0.995,AZD6738
293A,NOP9,0.15,0.56,1.01,AZD6738
293A,NOS1,0.01,0.506,1.02,AZD6738
293A,NOS1AP,0.43,0.667,1.01,AZD6738
293A,NOS2,1.44,0.925,0.991,AZD6738
293A,NOS3,0.12,0.547,1.01,AZD6738
293A,NOSIP,0.96,0.83,0.993,AZD6738
293A,NOSTRIN,1.01,0.843,0.994,AZD6738
293A,NOTCH1,-1.13,0.128,1.02,AZD6738
293A,NOTCH2,0.62,0.733,1,AZD6738
293A,NOTCH3,-0.34,0.367,1.04,AZD6738
293A,NOTCH4,0.93,0.824,0.994,AZD6738
293A,NOTO,-0.11,0.457,1.02,AZD6738
293A,NOTUM,-0.53,0.298,1.05,AZD6738
293A,NOV,0.74,0.77,0.995,AZD6738
293A,NOVA1,-0.06,0.478,1.02,AZD6738
293A,NOVA2,-3.31,0.000467,0.265,AZD6738
293A,NOX1,-0.79,0.214,1.03,AZD6738
293A,NOX3,-0.48,0.315,1.04,AZD6738
293A,NOX4,-0.02,0.49,1.02,AZD6738
293A,NOX5,-0.18,0.429,1.03,AZD6738
293A,NOXA1,-0.87,0.192,1.03,AZD6738
293A,NOXRED1,0.12,0.548,1.01,AZD6738
293A,NPAP1,0.28,0.61,1.01,AZD6738
293A,NPAS1,-0.73,0.234,1.03,AZD6738
293A,NPAS2,1.15,0.874,0.992,AZD6738
293A,NPAS3,0.42,0.662,1.01,AZD6738
293A,NPAS4,-3.3,0.000484,0.266,AZD6738
293A,NPAT,-0.53,0.298,1.05,AZD6738
293A,NPBWR1,0.35,0.636,1.01,AZD6738
293A,NPBWR2,-0.47,0.321,1.04,AZD6738
293A,NPC1,-1.87,0.0308,0.913,AZD6738
293A,NPC1L1,0.55,0.71,1,AZD6738
293A,NPC2,-0.95,0.172,1.03,AZD6738
293A,NPDC1,-2.58,0.00496,0.578,AZD6738
293A,NPEPL1,0.47,0.682,1.01,AZD6738
293A,NPEPPS,0.5,0.69,1.01,AZD6738
293A,NPFFR1,0.13,0.551,1.01,AZD6738
293A,NPFFR2,2.19,0.986,0.998,AZD6738
293A,NPHP1,-1.16,0.124,1.02,AZD6738
293A,NPHP3,3.1,0.999,1,AZD6738
293A,NPHP4,-0.43,0.335,1.04,AZD6738
293A,NPHS1,0.59,0.722,1,AZD6738
293A,NPHS2,-1.82,0.0345,0.919,AZD6738
293A,NPL,-0.05,0.481,1.02,AZD6738
293A,NPLOC4,-0.22,0.412,1.03,AZD6738
293A,NPM2,0.43,0.665,1.01,AZD6738
293A,NPM3,0.25,0.599,1.01,AZD6738
293A,NPNT,1.02,0.847,0.994,AZD6738
293A,NPPA,-0.51,0.305,1.04,AZD6738
293A,NPPB,-0.25,0.403,1.04,AZD6738
293A,NPPC,-0.4,0.345,1.04,AZD6738
293A,NPR1,-0.58,0.281,1.04,AZD6738
293A,NPR2,0.25,0.601,1.01,AZD6738
293A,NPR3,0.48,0.684,1.01,AZD6738
293A,NPRL2,0.29,0.614,1.01,AZD6738
293A,NPSR1,0.73,0.768,0.996,AZD6738
293A,NPTN,0.71,0.761,0.997,AZD6738
293A,NPTX1,0.14,0.557,1.01,AZD6738
293A,NPTX2,-2.09,0.0181,0.833,AZD6738
293A,NPVF,1.07,0.859,0.993,AZD6738
293A,NPW,-1.76,0.0396,0.929,AZD6738
293A,NPY,1.05,0.854,0.994,AZD6738
293A,NPY1R,0.85,0.803,0.993,AZD6738
293A,NPY2R,0.18,0.572,1.01,AZD6738
293A,NPY4R,-1.46,0.0719,0.986,AZD6738
293A,NQO1,-0.5,0.307,1.04,AZD6738
293A,NQO2,0.48,0.684,1.01,AZD6738
293A,NR0B1,-0.05,0.48,1.02,AZD6738
293A,NR0B2,-0.19,0.425,1.03,AZD6738
293A,NR1D1,0.11,0.543,1.01,AZD6738
293A,NR1D2,0.22,0.588,1.01,AZD6738
293A,NR1H2,-0.68,0.249,1.04,AZD6738
293A,NR1H3,-1.57,0.0582,0.958,AZD6738
293A,NR1H4,-0.13,0.449,1.03,AZD6738
293A,NR1I2,-0.34,0.366,1.04,AZD6738
293A,NR1I3,-0.85,0.199,1.03,AZD6738
293A,NR2C1,0.52,0.699,1.01,AZD6738
293A,NR2C2,-0.82,0.205,1.03,AZD6738
293A,NR2E1,-0.37,0.356,1.04,AZD6738
293A,NR2F1,0.56,0.713,1,AZD6738
293A,NR2F2,-0.97,0.167,1.03,AZD6738
293A,NR2F6,0.3,0.619,1.01,AZD6738
293A,NR3C1,0.22,0.588,1.01,AZD6738
293A,NR3C2,0.9,0.817,0.993,AZD6738
293A,NR4A1,0.35,0.637,1.01,AZD6738
293A,NR4A2,0.17,0.566,1.01,AZD6738
293A,NR4A3,0.17,0.569,1.01,AZD6738
293A,NR5A1,0.28,0.61,1.01,AZD6738
293A,NR5A2,-0.22,0.415,1.03,AZD6738
293A,NR6A1,-0.37,0.355,1.04,AZD6738
293A,NRAP,1.11,0.866,0.993,AZD6738
293A,NRARP,-1.36,0.0868,1,AZD6738
293A,NRAS,-1.72,0.0423,0.946,AZD6738
293A,NRBP1,0.72,0.764,0.997,AZD6738
293A,NRBP2,-1.58,0.0575,0.958,AZD6738
293A,NRCAM,1.05,0.852,0.994,AZD6738
293A,NRD1,0.66,0.744,0.999,AZD6738
293A,NRDE2,0.45,0.672,1.01,AZD6738
293A,NRF1,0.59,0.722,1,AZD6738
293A,NRG1,-1.35,0.0888,1,AZD6738
293A,NRG2,0.48,0.684,1.01,AZD6738
293A,NRG3,-0.32,0.374,1.04,AZD6738
293A,NRG4,1.41,0.921,0.991,AZD6738
293A,NRGN,-0.85,0.198,1.03,AZD6738
293A,NRIP1,0.67,0.747,0.998,AZD6738
293A,NRIP2,1.89,0.971,0.995,AZD6738
293A,NRIP3,-0.88,0.19,1.03,AZD6738
293A,NRK,0.34,0.633,1.01,AZD6738
293A,NRL,2.08,0.981,0.997,AZD6738
293A,NRM,1.15,0.875,0.992,AZD6738
293A,NRN1,-0.05,0.481,1.02,AZD6738
293A,NRN1L,-1.6,0.0543,0.963,AZD6738
293A,NRP1,0.02,0.51,1.02,AZD6738
293A,NRP2,1.45,0.927,0.992,AZD6738
293A,NRSN1,-0.44,0.331,1.04,AZD6738
293A,NRSN2,1.12,0.868,0.992,AZD6738
293A,NRTN,-0.88,0.19,1.03,AZD6738
293A,NRXN1,1.36,0.913,0.992,AZD6738
293A,NRXN2,-0.11,0.456,1.02,AZD6738
293A,NRXN3,-0.05,0.482,1.02,AZD6738
293A,NSD1,-0.22,0.414,1.03,AZD6738
293A,NSDHL,-1.02,0.154,1.02,AZD6738
293A,NSF,-0.84,0.202,1.03,AZD6738
293A,NSFL1C,1.19,0.884,0.993,AZD6738
293A,NSL1,-0.29,0.385,1.04,AZD6738
293A,NSMAF,-0.13,0.448,1.03,AZD6738
293A,NSMCE1,0.22,0.588,1.01,AZD6738
293A,NSMCE4A,-1.23,0.109,1.01,AZD6738
293A,NSMF,-0.33,0.37,1.04,AZD6738
293A,NSUN2,2.8,0.997,1,AZD6738
293A,NSUN3,0.07,0.529,1.01,AZD6738
293A,NSUN4,-0.57,0.285,1.04,AZD6738
293A,NSUN5,-1.53,0.0634,0.969,AZD6738
293A,NSUN6,0.54,0.706,1,AZD6738
293A,NSUN7,0.55,0.707,1,AZD6738
293A,NT5C,0.1,0.539,1.01,AZD6738
293A,NT5C1A,-2.63,0.00425,0.554,AZD6738
293A,NT5C2,-0.26,0.396,1.04,AZD6738
293A,NT5C3B,1.63,0.948,0.995,AZD6738
293A,NT5DC2,1,0.841,0.995,AZD6738
293A,NT5DC3,-0.42,0.337,1.04,AZD6738
293A,NT5DC4,0.16,0.564,1.01,AZD6738
293A,NT5E,1.26,0.895,0.992,AZD6738
293A,NT5M,-0.92,0.18,1.04,AZD6738
293A,NTAN1,0.45,0.672,1.01,AZD6738
293A,NTF3,-1.08,0.14,1.01,AZD6738
293A,NTF4,1.19,0.882,0.993,AZD6738
293A,NTHL1,-0.78,0.218,1.03,AZD6738
293A,NTM,0.66,0.747,0.999,AZD6738
293A,NTMT1,-0.21,0.418,1.03,AZD6738
293A,NTN1,-0.1,0.459,1.02,AZD6738
293A,NTN3,0.57,0.715,1,AZD6738
293A,NTN4,-0.74,0.23,1.03,AZD6738
293A,NTN5,0.95,0.828,0.994,AZD6738
293A,NTNG1,-0.09,0.462,1.02,AZD6738
293A,NTNG2,0.26,0.604,1.01,AZD6738
293A,NTPCR,-0.4,0.345,1.04,AZD6738
293A,NTRK1,0.36,0.642,1.01,AZD6738
293A,NTRK2,-0.48,0.316,1.04,AZD6738
293A,NTRK3,-1.62,0.0523,0.973,AZD6738
293A,NTSR1,1.03,0.848,0.994,AZD6738
293A,NTSR2,-0.02,0.491,1.02,AZD6738
293A,NUAK1,0.13,0.551,1.01,AZD6738
293A,NUAK2,0.72,0.763,0.997,AZD6738
293A,NUB1,-2.14,0.016,0.795,AZD6738
293A,NUBP1,-0.4,0.344,1.04,AZD6738
293A,NUBP2,-0.72,0.236,1.03,AZD6738
293A,NUBPL,1.39,0.918,0.991,AZD6738
293A,NUCB1,-0.75,0.227,1.03,AZD6738
293A,NUCB2,0.4,0.656,1.01,AZD6738
293A,NUCKS1,-0.94,0.173,1.04,AZD6738
293A,NUDC,-0.47,0.32,1.04,AZD6738
293A,NUDCD1,-0.95,0.172,1.03,AZD6738
293A,NUDCD2,1.51,0.934,0.993,AZD6738
293A,NUDCD3,-2.64,0.00415,0.566,AZD6738
293A,NUDT1,1.93,0.973,0.996,AZD6738
293A,NUDT12,-1.09,0.138,1.01,AZD6738
293A,NUDT13,0.36,0.639,1.01,AZD6738
293A,NUDT14,0.54,0.706,1,AZD6738
293A,NUDT16,0.16,0.564,1.01,AZD6738
293A,NUDT16L1,-0.39,0.347,1.04,AZD6738
293A,NUDT17,1.47,0.929,0.992,AZD6738
293A,NUDT19,1.15,0.876,0.992,AZD6738
293A,NUDT2,0.1,0.542,1.01,AZD6738
293A,NUDT22,0.24,0.596,1.01,AZD6738
293A,NUDT3,-1.81,0.0349,0.923,AZD6738
293A,NUDT5,2.24,0.987,0.998,AZD6738
293A,NUDT6,1.68,0.953,0.994,AZD6738
293A,NUDT7,-0.32,0.374,1.04,AZD6738
293A,NUDT8,-1.15,0.124,1.02,AZD6738
293A,NUDT9,1.1,0.865,0.993,AZD6738
293A,NUF2,0.97,0.835,0.993,AZD6738
293A,NUFIP1,-1.26,0.104,1.01,AZD6738
293A,NUFIP2,0.3,0.62,1.01,AZD6738
293A,NUGGC,0.18,0.573,1.01,AZD6738
293A,NUMA1,1.42,0.923,0.991,AZD6738
293A,NUMB,-0.3,0.383,1.04,AZD6738
293A,NUMBL,-0.3,0.381,1.04,AZD6738
293A,NUP107,-0.46,0.322,1.04,AZD6738
293A,NUP133,1.52,0.935,0.993,AZD6738
293A,NUP153,0.49,0.687,1.01,AZD6738
293A,NUP155,-0.68,0.248,1.04,AZD6738
293A,NUP160,0.79,0.786,0.993,AZD6738
293A,NUP188,-0.33,0.37,1.04,AZD6738
293A,NUP205,-0.47,0.319,1.04,AZD6738
293A,NUP210,-0.13,0.45,1.03,AZD6738
293A,NUP210L,1.02,0.845,0.994,AZD6738
293A,NUP214,-1.61,0.0536,0.966,AZD6738
293A,NUP35,-1.46,0.0718,0.985,AZD6738
293A,NUP37,0.92,0.822,0.993,AZD6738
293A,NUP43,-0.62,0.268,1.04,AZD6738
293A,NUP54,0.24,0.593,1.01,AZD6738
293A,NUP62,0.72,0.763,0.997,AZD6738
293A,NUP85,-0.85,0.198,1.03,AZD6738
293A,NUP88,0.84,0.799,0.993,AZD6738
293A,NUP98,0.65,0.744,0.999,AZD6738
293A,NUPL1,0.09,0.537,1.01,AZD6738
293A,NUPL2,-0.44,0.33,1.04,AZD6738
293A,NUPR1,-0.82,0.207,1.03,AZD6738
293A,NUPR1L,1.94,0.974,0.996,AZD6738
293A,NUSAP1,-1.97,0.0244,0.859,AZD6738
293A,NUTM1,-1.99,0.0235,0.851,AZD6738
293A,NVL,-0.06,0.475,1.02,AZD6738
293A,NWD1,0.34,0.633,1.01,AZD6738
293A,NXF1,-0.64,0.262,1.04,AZD6738
293A,NXF3,0.86,0.805,0.992,AZD6738
293A,NXN,0.99,0.839,0.994,AZD6738
293A,NXNL1,-0.01,0.496,1.02,AZD6738
293A,NXNL2,-1.51,0.0655,0.982,AZD6738
293A,NXPE1,0.56,0.713,1,AZD6738
293A,NXPE2,-0.5,0.31,1.05,AZD6738
293A,NXPE3,-0.4,0.345,1.04,AZD6738
293A,NXPE4,1.12,0.869,0.993,AZD6738
293A,NXPH1,-1.34,0.0909,1,AZD6738
293A,NXPH2,0.5,0.69,1.01,AZD6738
293A,NXPH3,0.25,0.6,1.01,AZD6738
293A,NXPH4,0.17,0.568,1.01,AZD6738
293A,NXT1,1.22,0.889,0.993,AZD6738
293A,NXT2,0.92,0.821,0.994,AZD6738
293A,NYAP1,-0.37,0.357,1.04,AZD6738
293A,NYAP2,0.85,0.803,0.993,AZD6738
293A,NYNRIN,-0.65,0.259,1.04,AZD6738
293A,NYX,0.66,0.744,0.999,AZD6738
293A,OAF,-0.2,0.42,1.03,AZD6738
293A,OARD1,-1.15,0.124,1.02,AZD6738
293A,OAS1,0.85,0.804,0.993,AZD6738
293A,OAS2,1.2,0.884,0.993,AZD6738
293A,OAS3,0.15,0.559,1.01,AZD6738
293A,OASL,0.59,0.723,1,AZD6738
293A,OAT,0.2,0.581,1.01,AZD6738
293A,OAZ1,0.77,0.78,0.994,AZD6738
293A,OAZ2,0.82,0.794,0.993,AZD6738
293A,OAZ3,-0.06,0.475,1.02,AZD6738
293A,OBFC1,-0.17,0.434,1.03,AZD6738
293A,OBSCN,-0.36,0.359,1.04,AZD6738
293A,OBSL1,0.21,0.583,1.01,AZD6738
293A,OC90,-0.45,0.328,1.04,AZD6738
293A,OCA2,0.91,0.818,0.993,AZD6738
293A,OCEL1,0.29,0.613,1.01,AZD6738
293A,OCIAD1,0.77,0.781,0.994,AZD6738
293A,OCLN,-0.26,0.399,1.04,AZD6738
293A,OCRL,-1.15,0.125,1.02,AZD6738
293A,OCSTAMP,1.17,0.879,0.992,AZD6738
293A,ODAM,0.76,0.777,0.994,AZD6738
293A,ODC1,0.74,0.769,0.995,AZD6738
293A,ODF1,0.54,0.704,1,AZD6738
293A,ODF2,-0.22,0.414,1.03,AZD6738
293A,ODF2L,-0.41,0.34,1.04,AZD6738
293A,ODF3,-1.09,0.137,1.01,AZD6738
293A,ODF3B,2.14,0.984,0.998,AZD6738
293A,ODF3L1,-0.74,0.23,1.03,AZD6738
293A,ODF3L2,0.64,0.74,1,AZD6738
293A,ODF4,0.72,0.764,0.997,AZD6738
293A,OFD1,1.53,0.937,0.993,AZD6738
293A,OGDH,-1.72,0.0423,0.947,AZD6738
293A,OGDHL,-0.59,0.278,1.04,AZD6738
293A,OGFOD2,-1.04,0.149,1.02,AZD6738
293A,OGFOD3,0,0.5,1.02,AZD6738
293A,OGFR,3.08,0.999,1,AZD6738
293A,OGFRL1,0.49,0.689,1.01,AZD6738
293A,OGG1,-0.8,0.213,1.03,AZD6738
