Cell_line,GENE,normZ,p-value,FDR,Treatment
MCF10A,A1BG,1.88,0.97,0.996,AZD6738
MCF10A,A1CF,-0.22,0.414,1.02,AZD6738
MCF10A,A2M,0.03,0.513,1.01,AZD6738
MCF10A,A2ML1,-0.28,0.39,1.02,AZD6738
MCF10A,A4GALT,-0.36,0.361,1.03,AZD6738
MCF10A,A4GNT,-0.57,0.283,1.05,AZD6738
MCF10A,AAAS,-2.08,0.0186,0.871,AZD6738
MCF10A,AACS,1.25,0.894,0.993,AZD6738
MCF10A,AADAC,0.64,0.741,0.992,AZD6738
MCF10A,AADACL2,0.97,0.834,0.99,AZD6738
MCF10A,AADACL3,-0.96,0.17,1.07,AZD6738
MCF10A,AADACL4,-0.29,0.388,1.02,AZD6738
MCF10A,AADAT,-0.63,0.265,1.05,AZD6738
MCF10A,AAED1,-1.93,0.0267,0.941,AZD6738
MCF10A,AAGAB,0.11,0.546,1.01,AZD6738
MCF10A,AAK1,0.81,0.79,0.994,AZD6738
MCF10A,AAMDC,-2.06,0.0196,0.88,AZD6738
MCF10A,AAMP,1.05,0.852,0.99,AZD6738
MCF10A,AANAT,-0.16,0.438,1.02,AZD6738
MCF10A,AAR2,1.24,0.892,0.993,AZD6738
MCF10A,AARD,0.28,0.61,1,AZD6738
MCF10A,AARS2,2,0.977,0.996,AZD6738
MCF10A,AASDH,1.2,0.885,0.991,AZD6738
MCF10A,AASDHPPT,-1.73,0.0422,0.986,AZD6738
MCF10A,AASS,1.27,0.898,0.993,AZD6738
MCF10A,AATF,0.48,0.683,0.993,AZD6738
MCF10A,AATK,-0.35,0.363,1.03,AZD6738
MCF10A,ABAT,-1.74,0.0409,0.98,AZD6738
MCF10A,ABCA1,1.28,0.9,0.993,AZD6738
MCF10A,ABCA10,0.16,0.564,1.01,AZD6738
MCF10A,ABCA12,-0.16,0.438,1.02,AZD6738
MCF10A,ABCA13,-0.45,0.325,1.04,AZD6738
MCF10A,ABCA2,-0.14,0.444,1.02,AZD6738
MCF10A,ABCA2,-0.5,0.308,1.04,AZD6738
MCF10A,ABCA4,-0.35,0.364,1.03,AZD6738
MCF10A,ABCA5,0.96,0.831,0.99,AZD6738
MCF10A,ABCA6,-0.45,0.325,1.04,AZD6738
MCF10A,ABCA7,-0.56,0.289,1.05,AZD6738
MCF10A,ABCA8,0.63,0.734,0.992,AZD6738
MCF10A,ABCA9,0.05,0.519,1.01,AZD6738
MCF10A,ABCB1,-1.02,0.155,1.08,AZD6738
MCF10A,ABCB10,-0.2,0.419,1.02,AZD6738
MCF10A,ABCB11,0.11,0.544,1.01,AZD6738
MCF10A,ABCB4,-1.59,0.0563,1.02,AZD6738
MCF10A,ABCB5,0.45,0.673,0.995,AZD6738
MCF10A,ABCB6,-1.92,0.0273,0.941,AZD6738
MCF10A,ABCB7,0.16,0.562,1,AZD6738
MCF10A,ABCB8,-0.16,0.438,1.02,AZD6738
MCF10A,ABCB9,0.19,0.576,1,AZD6738
MCF10A,ABCC1,-2.22,0.0131,0.791,AZD6738
MCF10A,ABCC10,-0.6,0.273,1.05,AZD6738
MCF10A,ABCC11,0.91,0.818,0.99,AZD6738
MCF10A,ABCC12,-0.66,0.255,1.06,AZD6738
MCF10A,ABCC2,-0.55,0.29,1.05,AZD6738
MCF10A,ABCC3,0.44,0.669,0.996,AZD6738
MCF10A,ABCC4,-0.3,0.383,1.03,AZD6738
MCF10A,ABCC5,0.36,0.639,1,AZD6738
MCF10A,ABCC6,-1.75,0.0401,0.98,AZD6738
MCF10A,ABCC8,-0.08,0.469,1.02,AZD6738
MCF10A,ABCC9,1.29,0.902,0.993,AZD6738
MCF10A,ABCD1,0.13,0.552,1.01,AZD6738
MCF10A,ABCD2,-0.76,0.223,1.06,AZD6738
MCF10A,ABCD3,-0.19,0.424,1.02,AZD6738
MCF10A,ABCD4,1,0.841,0.989,AZD6738
MCF10A,ABCF1,-0.06,0.475,1.02,AZD6738
MCF10A,ABCF2,-1.95,0.0255,0.931,AZD6738
MCF10A,ABCF3,-0.13,0.449,1.02,AZD6738
MCF10A,ABCG1,0.51,0.694,0.994,AZD6738
MCF10A,ABCG2,0.43,0.666,0.997,AZD6738
MCF10A,ABCG4,-1,0.158,1.07,AZD6738
MCF10A,ABCG5,-0.58,0.279,1.05,AZD6738
MCF10A,ABCG8,0.26,0.604,1,AZD6738
MCF10A,ABHD1,-1.01,0.157,1.07,AZD6738
MCF10A,ABHD10,0.77,0.78,0.994,AZD6738
MCF10A,ABHD11,0.53,0.704,0.993,AZD6738
MCF10A,ABHD12,0.27,0.606,1,AZD6738
MCF10A,ABHD12B,-0.23,0.409,1.02,AZD6738
MCF10A,ABHD13,-0.81,0.21,1.06,AZD6738
MCF10A,ABHD14A,0.03,0.511,1.01,AZD6738
MCF10A,ABHD14B,0.39,0.652,1,AZD6738
MCF10A,ABHD15,0.33,0.63,1,AZD6738
MCF10A,ABHD16A,-1.29,0.0989,1.07,AZD6738
MCF10A,ABHD16B,1.55,0.939,0.994,AZD6738
MCF10A,ABHD17B,-0.29,0.387,1.02,AZD6738
MCF10A,ABHD17C,1.4,0.919,0.993,AZD6738
MCF10A,ABHD2,0.7,0.757,0.994,AZD6738
MCF10A,ABHD3,-0.37,0.357,1.03,AZD6738
MCF10A,ABHD4,-0.86,0.194,1.06,AZD6738
MCF10A,ABHD5,0.2,0.579,1,AZD6738
MCF10A,ABHD6,-0.72,0.235,1.06,AZD6738
MCF10A,ABHD8,0.66,0.747,0.992,AZD6738
MCF10A,ABI1,-0.01,0.496,1.02,AZD6738
MCF10A,ABI2,0.9,0.816,0.99,AZD6738
MCF10A,ABI3,1.96,0.975,0.996,AZD6738
MCF10A,ABI3BP,0.06,0.523,1.01,AZD6738
MCF10A,ABL1,-1.05,0.147,1.07,AZD6738
MCF10A,ABL2,0.89,0.814,0.99,AZD6738
MCF10A,ABLIM1,0.49,0.688,0.993,AZD6738
MCF10A,ABLIM2,1.39,0.917,0.994,AZD6738
MCF10A,ABLIM3,0.95,0.829,0.99,AZD6738
MCF10A,ABR,-2.29,0.0109,0.741,AZD6738
MCF10A,ABRA,-0.6,0.273,1.05,AZD6738
MCF10A,ABRACL,0.37,0.646,1,AZD6738
MCF10A,ABT1,-0.72,0.236,1.06,AZD6738
MCF10A,ABTB1,0.52,0.698,0.993,AZD6738
MCF10A,ABTB2,0.21,0.584,1,AZD6738
MCF10A,ACAA1,0.47,0.679,0.994,AZD6738
MCF10A,ACAA2,0.44,0.671,0.996,AZD6738
MCF10A,ACACA,-1.58,0.0576,1.02,AZD6738
MCF10A,ACACB,0.36,0.64,1,AZD6738
MCF10A,ACAD10,0.65,0.742,0.992,AZD6738
MCF10A,ACAD11,-0.5,0.308,1.04,AZD6738
MCF10A,ACAD8,-1.94,0.0262,0.934,AZD6738
MCF10A,ACAD9,0.42,0.661,0.999,AZD6738
MCF10A,ACADL,-0.14,0.444,1.02,AZD6738
MCF10A,ACADM,-0.06,0.477,1.02,AZD6738
MCF10A,ACADS,0.57,0.715,0.992,AZD6738
MCF10A,ACADSB,-2.78,0.0027,0.436,AZD6738
MCF10A,ACADVL,1.44,0.924,0.994,AZD6738
MCF10A,ACAN,-1.33,0.0913,1.07,AZD6738
MCF10A,ACAP1,-0.53,0.298,1.05,AZD6738
MCF10A,ACAP2,-1.23,0.109,1.07,AZD6738
MCF10A,ACAP3,-0.26,0.399,1.02,AZD6738
MCF10A,ACAT1,-1.61,0.0536,1.01,AZD6738
MCF10A,ACAT2,1.71,0.957,0.994,AZD6738
MCF10A,ACBD3,-0.8,0.212,1.06,AZD6738
MCF10A,ACBD4,0.78,0.783,0.995,AZD6738
MCF10A,ACBD5,0.19,0.576,1,AZD6738
MCF10A,ACBD6,-0.33,0.371,1.03,AZD6738
MCF10A,ACCS,-0.84,0.202,1.06,AZD6738
MCF10A,ACCSL,-1.34,0.0908,1.07,AZD6738
MCF10A,ACD,-0.66,0.256,1.05,AZD6738
MCF10A,ACE,1.7,0.956,0.994,AZD6738
MCF10A,ACE2,0.29,0.614,1,AZD6738
MCF10A,ACER1,-0.34,0.367,1.03,AZD6738
MCF10A,ACER2,0.31,0.623,1,AZD6738
MCF10A,ACER3,0.63,0.734,0.992,AZD6738
MCF10A,ACHE,-0.99,0.161,1.07,AZD6738
MCF10A,ACIN1,-0.85,0.198,1.06,AZD6738
MCF10A,ACLY,0.63,0.735,0.992,AZD6738
MCF10A,ACMSD,0,0.498,1.02,AZD6738
MCF10A,ACN9,-1.15,0.125,1.07,AZD6738
MCF10A,ACO1,-0.14,0.443,1.02,AZD6738
MCF10A,ACO2,0.42,0.663,0.999,AZD6738
MCF10A,ACOT11,-2.64,0.00417,0.502,AZD6738
MCF10A,ACOT12,-0.6,0.275,1.05,AZD6738
MCF10A,ACOT13,1.62,0.947,0.994,AZD6738
MCF10A,ACOT2,1.56,0.941,0.994,AZD6738
MCF10A,ACOT4,0.65,0.743,0.992,AZD6738
MCF10A,ACOT6,-0.39,0.346,1.03,AZD6738
MCF10A,ACOT7,-0.14,0.444,1.02,AZD6738
MCF10A,ACOT8,0.96,0.831,0.99,AZD6738
MCF10A,ACOT9,0.84,0.799,0.993,AZD6738
MCF10A,ACOX1,0.99,0.839,0.989,AZD6738
MCF10A,ACOX2,0.65,0.743,0.992,AZD6738
MCF10A,ACOX3,-0.02,0.494,1.02,AZD6738
MCF10A,ACOXL,-0.11,0.458,1.02,AZD6738
MCF10A,ACP1,0.23,0.591,1,AZD6738
MCF10A,ACP2,-2.65,0.00398,0.497,AZD6738
MCF10A,ACP5,-1.16,0.124,1.07,AZD6738
MCF10A,ACP6,0.44,0.669,0.997,AZD6738
MCF10A,ACPL2,-0.71,0.239,1.06,AZD6738
MCF10A,ACPP,-0.65,0.258,1.05,AZD6738
MCF10A,ACPT,0.91,0.819,0.99,AZD6738
MCF10A,ACR,-0.11,0.454,1.02,AZD6738
MCF10A,ACRBP,-0.24,0.405,1.02,AZD6738
MCF10A,ACRC,0.05,0.521,1.01,AZD6738
MCF10A,ACSBG1,0.59,0.723,0.993,AZD6738
MCF10A,ACSBG2,1.06,0.854,0.99,AZD6738
MCF10A,ACSF2,0.84,0.8,0.993,AZD6738
MCF10A,ACSF3,0.86,0.806,0.992,AZD6738
MCF10A,ACSL1,1.03,0.848,0.989,AZD6738
MCF10A,ACSL3,-1.27,0.102,1.06,AZD6738
MCF10A,ACSL4,0.07,0.527,1.01,AZD6738
MCF10A,ACSL5,-0.58,0.282,1.05,AZD6738
MCF10A,ACSL6,1.09,0.863,0.99,AZD6738
MCF10A,ACSM1,-0.77,0.221,1.06,AZD6738
MCF10A,ACSM2B,-0.3,0.381,1.03,AZD6738
MCF10A,ACSM3,-1.35,0.0889,1.07,AZD6738
MCF10A,ACSM4,-0.77,0.222,1.06,AZD6738
MCF10A,ACSM5,-0.37,0.356,1.03,AZD6738
MCF10A,ACSS1,1.58,0.943,0.994,AZD6738
MCF10A,ACSS2,1.26,0.896,0.993,AZD6738
MCF10A,ACSS3,1.3,0.903,0.993,AZD6738
MCF10A,ACTA1,-0.54,0.295,1.05,AZD6738
MCF10A,ACTA2,-0.28,0.388,1.02,AZD6738
MCF10A,ACTBL2,-0.76,0.222,1.06,AZD6738
MCF10A,ACTC1,-0.28,0.388,1.02,AZD6738
MCF10A,ACTG2,-0.79,0.215,1.06,AZD6738
MCF10A,ACTL10,0,0.5,1.02,AZD6738
MCF10A,ACTL6B,-0.95,0.171,1.07,AZD6738
MCF10A,ACTL7A,0.16,0.565,1.01,AZD6738
MCF10A,ACTL7B,0.99,0.839,0.989,AZD6738
MCF10A,ACTL8,-0.74,0.229,1.06,AZD6738
MCF10A,ACTL9,0.83,0.795,0.994,AZD6738
MCF10A,ACTN1,-0.9,0.185,1.07,AZD6738
MCF10A,ACTN2,0.8,0.788,0.994,AZD6738
MCF10A,ACTN4,0.16,0.564,1,AZD6738
MCF10A,ACTR1A,-0.95,0.17,1.07,AZD6738
MCF10A,ACTR1B,-0.58,0.28,1.05,AZD6738
MCF10A,ACTR3B,-0.55,0.292,1.05,AZD6738
MCF10A,ACTR5,-0.54,0.294,1.05,AZD6738
MCF10A,ACTR6,-0.59,0.276,1.05,AZD6738
MCF10A,ACTR8,-0.61,0.27,1.05,AZD6738
MCF10A,ACTRT1,1.25,0.894,0.992,AZD6738
MCF10A,ACTRT2,0.64,0.738,0.991,AZD6738
MCF10A,ACTRT3,0.47,0.68,0.994,AZD6738
MCF10A,ACVR1,-0.48,0.316,1.04,AZD6738
MCF10A,ACVR1B,1.11,0.866,0.991,AZD6738
MCF10A,ACVR1C,-0.29,0.387,1.02,AZD6738
MCF10A,ACVR2A,-0.54,0.294,1.05,AZD6738
MCF10A,ACVR2B,-0.86,0.196,1.06,AZD6738
MCF10A,ACVRL1,0.15,0.56,1,AZD6738
MCF10A,ACY1,-0.03,0.489,1.02,AZD6738
MCF10A,ACY3,-0.73,0.234,1.06,AZD6738
MCF10A,ACYP1,-0.66,0.255,1.06,AZD6738
MCF10A,ACYP2,-0.08,0.468,1.02,AZD6738
MCF10A,ADA,0.7,0.757,0.994,AZD6738
MCF10A,ADAD1,0.74,0.771,0.995,AZD6738
MCF10A,ADAD2,0.33,0.631,1,AZD6738
MCF10A,ADAL,-0.09,0.462,1.02,AZD6738
MCF10A,ADAM10,-0.09,0.465,1.02,AZD6738
MCF10A,ADAM11,1.53,0.937,0.994,AZD6738
MCF10A,ADAM12,0.23,0.59,1,AZD6738
MCF10A,ADAM15,0.41,0.66,1,AZD6738
MCF10A,ADAM17,0.86,0.805,0.992,AZD6738
MCF10A,ADAM18,-0.26,0.397,1.02,AZD6738
MCF10A,ADAM19,0.17,0.567,1.01,AZD6738
MCF10A,ADAM2,0.46,0.677,0.994,AZD6738
MCF10A,ADAM20,-0.3,0.383,1.02,AZD6738
MCF10A,ADAM22,-0.68,0.247,1.05,AZD6738
MCF10A,ADAM23,0.11,0.543,1.01,AZD6738
MCF10A,ADAM28,-0.34,0.368,1.03,AZD6738
MCF10A,ADAM29,2.14,0.984,0.998,AZD6738
MCF10A,ADAM30,-0.7,0.241,1.06,AZD6738
MCF10A,ADAM32,-0.87,0.193,1.07,AZD6738
MCF10A,ADAM33,2.18,0.985,0.998,AZD6738
MCF10A,ADAM7,0.86,0.804,0.992,AZD6738
MCF10A,ADAM8,0.77,0.78,0.995,AZD6738
MCF10A,ADAM9,-0.33,0.372,1.02,AZD6738
MCF10A,ADAMDEC1,-0.14,0.446,1.02,AZD6738
MCF10A,ADAMTS1,0.92,0.822,0.99,AZD6738
MCF10A,ADAMTS10,-0.44,0.331,1.04,AZD6738
MCF10A,ADAMTS12,0.19,0.574,1,AZD6738
MCF10A,ADAMTS13,0.32,0.625,1,AZD6738
MCF10A,ADAMTS14,0.09,0.535,1.01,AZD6738
MCF10A,ADAMTS15,-0.35,0.365,1.03,AZD6738
MCF10A,ADAMTS16,-1.31,0.0945,1.07,AZD6738
MCF10A,ADAMTS17,0.46,0.676,0.994,AZD6738
MCF10A,ADAMTS18,1.13,0.872,0.991,AZD6738
MCF10A,ADAMTS19,-0.63,0.263,1.05,AZD6738
MCF10A,ADAMTS2,-2.08,0.019,0.877,AZD6738
MCF10A,ADAMTS20,-0.25,0.402,1.02,AZD6738
MCF10A,ADAMTS3,1,0.842,0.989,AZD6738
MCF10A,ADAMTS4,-0.7,0.243,1.06,AZD6738
MCF10A,ADAMTS5,-0.55,0.291,1.05,AZD6738
MCF10A,ADAMTS7,-0.17,0.432,1.02,AZD6738
MCF10A,ADAMTS8,0.58,0.72,0.992,AZD6738
MCF10A,ADAMTS9,1.55,0.939,0.994,AZD6738
MCF10A,ADAMTSL1,-0.7,0.243,1.06,AZD6738
MCF10A,ADAMTSL2,-0.72,0.235,1.06,AZD6738
MCF10A,ADAMTSL3,-0.62,0.268,1.05,AZD6738
MCF10A,ADAMTSL4,-2.11,0.0176,0.855,AZD6738
MCF10A,ADAMTSL5,-0.17,0.431,1.02,AZD6738
MCF10A,ADAP1,-1.15,0.125,1.07,AZD6738
MCF10A,ADAP2,0.17,0.568,1.01,AZD6738
MCF10A,ADAR,0.23,0.59,1,AZD6738
MCF10A,ADARB1,-0.52,0.301,1.05,AZD6738
MCF10A,ADARB2,-0.02,0.493,1.02,AZD6738
MCF10A,ADAT1,-1.49,0.0686,1.05,AZD6738
MCF10A,ADAT2,0,0.5,1.02,AZD6738
MCF10A,ADAT3,0.01,0.504,1.02,AZD6738
MCF10A,ADC,0.22,0.587,1,AZD6738
MCF10A,ADCK1,1.19,0.883,0.991,AZD6738
MCF10A,ADCK2,-1.46,0.0719,1.05,AZD6738
MCF10A,ADCK3,0.11,0.544,1.01,AZD6738
MCF10A,ADCK4,1.57,0.942,0.994,AZD6738
MCF10A,ADCK5,0.86,0.806,0.991,AZD6738
MCF10A,ADCY1,0.21,0.585,1,AZD6738
MCF10A,ADCY10,-0.44,0.331,1.04,AZD6738
MCF10A,ADCY2,-0.45,0.325,1.04,AZD6738
MCF10A,ADCY3,0.19,0.577,1,AZD6738
MCF10A,ADCY4,-0.13,0.448,1.02,AZD6738
MCF10A,ADCY5,0.45,0.672,0.995,AZD6738
MCF10A,ADCY6,-0.36,0.361,1.03,AZD6738
MCF10A,ADCY7,-0.32,0.374,1.02,AZD6738
MCF10A,ADCY8,-0.57,0.285,1.05,AZD6738
MCF10A,ADCY9,-1.41,0.0789,1.06,AZD6738
MCF10A,ADCYAP1,0.49,0.688,0.992,AZD6738
MCF10A,ADCYAP1R1,0.06,0.524,1.01,AZD6738
MCF10A,ADD1,1.67,0.952,0.994,AZD6738
MCF10A,ADD2,-1.84,0.033,0.948,AZD6738
MCF10A,ADD3,-0.4,0.343,1.04,AZD6738
MCF10A,ADGB,-0.96,0.169,1.07,AZD6738
MCF10A,ADH4,-0.11,0.455,1.02,AZD6738
MCF10A,ADH5,0.36,0.641,1,AZD6738
MCF10A,ADH6,1.45,0.927,0.994,AZD6738
MCF10A,ADH7,0.53,0.701,0.993,AZD6738
MCF10A,ADHFE1,0.59,0.722,0.992,AZD6738
MCF10A,ADI1,0.38,0.649,1,AZD6738
MCF10A,ADIG,1.14,0.873,0.99,AZD6738
MCF10A,ADIPOQ,-1.31,0.0955,1.07,AZD6738
MCF10A,ADIPOR1,-0.07,0.47,1.02,AZD6738
MCF10A,ADIPOR2,-0.39,0.348,1.03,AZD6738
MCF10A,ADIRF,-0.81,0.208,1.06,AZD6738
MCF10A,ADK,0.79,0.784,0.994,AZD6738
MCF10A,ADM,-0.84,0.201,1.06,AZD6738
MCF10A,ADM2,-1.48,0.0694,1.05,AZD6738
MCF10A,ADM5,-1.4,0.0801,1.06,AZD6738
MCF10A,ADNP,-0.55,0.29,1.05,AZD6738
MCF10A,ADNP2,0.15,0.561,1,AZD6738
MCF10A,ADO,0.43,0.665,0.998,AZD6738
MCF10A,ADORA1,0.41,0.66,1,AZD6738
MCF10A,ADORA2A,-0.62,0.267,1.05,AZD6738
MCF10A,ADORA2B,2.08,0.981,0.997,AZD6738
MCF10A,ADORA3,0.11,0.545,1.01,AZD6738
MCF10A,ADPGK,0.21,0.584,1,AZD6738
MCF10A,ADPRH,0.43,0.668,0.996,AZD6738
MCF10A,ADPRHL1,1.44,0.925,0.994,AZD6738
MCF10A,ADPRHL2,-1,0.159,1.07,AZD6738
MCF10A,ADPRM,0.5,0.693,0.993,AZD6738
MCF10A,ADRA1A,0.63,0.736,0.992,AZD6738
MCF10A,ADRA1B,1.99,0.977,0.996,AZD6738
MCF10A,ADRA1D,0.74,0.769,0.995,AZD6738
MCF10A,ADRA2A,1.51,0.935,0.993,AZD6738
MCF10A,ADRA2B,-0.61,0.271,1.05,AZD6738
MCF10A,ADRA2C,-0.23,0.408,1.02,AZD6738
MCF10A,ADRB1,0.2,0.578,1,AZD6738
MCF10A,ADRB2,0.47,0.681,0.994,AZD6738
MCF10A,ADRB3,-0.68,0.249,1.06,AZD6738
MCF10A,ADRBK1,0.68,0.751,0.993,AZD6738
MCF10A,ADRBK2,-0.02,0.491,1.02,AZD6738
MCF10A,ADRM1,0.64,0.739,0.992,AZD6738
MCF10A,ADSL,0.79,0.784,0.995,AZD6738
MCF10A,ADSSL1,0.45,0.674,0.995,AZD6738
MCF10A,ADTRP,0.25,0.6,1,AZD6738
MCF10A,AEBP1,-0.72,0.236,1.06,AZD6738
MCF10A,AEBP2,2.83,0.998,1,AZD6738
MCF10A,AEN,1.06,0.854,0.99,AZD6738
MCF10A,AES,1.31,0.905,0.993,AZD6738
MCF10A,AFAP1,-0.66,0.256,1.05,AZD6738
MCF10A,AFAP1L1,-1.48,0.0689,1.05,AZD6738
MCF10A,AFAP1L2,0.33,0.628,1,AZD6738
MCF10A,AFF1,1.31,0.905,0.993,AZD6738
MCF10A,AFF2,0.66,0.746,0.992,AZD6738
MCF10A,AFF3,-1,0.158,1.07,AZD6738
MCF10A,AFF4,1.68,0.953,0.994,AZD6738
MCF10A,AFG3L2,-0.12,0.452,1.02,AZD6738
MCF10A,AFM,0.35,0.636,1,AZD6738
MCF10A,AFMID,1.77,0.962,0.995,AZD6738
MCF10A,AFP,1.83,0.967,0.996,AZD6738
MCF10A,AFTPH,0.29,0.616,1,AZD6738
MCF10A,AGA,0.06,0.523,1.01,AZD6738
MCF10A,AGAP1,1.02,0.846,0.989,AZD6738
MCF10A,AGAP2,1.49,0.932,0.994,AZD6738
MCF10A,AGAP3,0.42,0.665,0.998,AZD6738
MCF10A,AGBL1,-0.56,0.289,1.05,AZD6738
MCF10A,AGBL2,0.04,0.517,1.01,AZD6738
MCF10A,AGBL3,0.77,0.78,0.994,AZD6738
MCF10A,AGBL4,0.36,6.39E-01,1,AZD6738
MCF10A,AGBL5,1.07,0.859,0.99,AZD6738
MCF10A,AGER,-1.17,0.121,1.07,AZD6738
MCF10A,AGFG1,-0.23,0.408,1.02,AZD6738
MCF10A,AGFG2,0.25,0.6,1,AZD6738
MCF10A,AGGF1,-1.41,0.0794,1.06,AZD6738
MCF10A,AGK,0.55,0.71,0.992,AZD6738
MCF10A,AGL,0.1,0.541,1.01,AZD6738
MCF10A,AGMAT,-0.73,0.231,1.06,AZD6738
MCF10A,AGMO,0.52,0.698,0.994,AZD6738
MCF10A,AGO1,0.64,0.737,0.992,AZD6738
MCF10A,AGO2,0.08,0.531,1.01,AZD6738
MCF10A,AGO3,1.47,0.929,0.993,AZD6738
MCF10A,AGO4,-0.66,0.255,1.06,AZD6738
MCF10A,AGPAT1,-0.49,0.313,1.04,AZD6738
MCF10A,AGPAT2,-0.39,0.348,1.03,AZD6738
MCF10A,AGPAT3,-0.9,0.185,1.07,AZD6738
MCF10A,AGPAT4,0.53,0.704,0.993,AZD6738
MCF10A,AGPAT5,-0.09,0.465,1.02,AZD6738
MCF10A,AGPAT6,-0.79,0.215,1.06,AZD6738
MCF10A,AGPAT9,1.28,0.9,0.993,AZD6738
MCF10A,AGPS,0.03,0.514,1.01,AZD6738
MCF10A,AGR2,-0.35,0.364,1.03,AZD6738
MCF10A,AGRN,-0.9,0.183,1.07,AZD6738
MCF10A,AGRP,-0.76,0.225,1.06,AZD6738
MCF10A,AGT,-0.4,0.344,1.03,AZD6738
MCF10A,AGTPBP1,-1.66,0.0484,1,AZD6738
MCF10A,AGTR1,0.21,0.581,1,AZD6738
MCF10A,AGTR2,0.15,0.561,1,AZD6738
MCF10A,AGTRAP,0.66,0.746,0.992,AZD6738
MCF10A,AGXT,-0.01,0.494,1.02,AZD6738
MCF10A,AGXT2,-0.58,0.281,1.05,AZD6738
MCF10A,AHCTF1,-1.43,0.0758,1.05,AZD6738
MCF10A,AHCY,0.91,0.819,0.99,AZD6738
MCF10A,AHCYL1,1.5,0.933,0.994,AZD6738
MCF10A,AHCYL2,-0.28,3.91E-01,1.02E+00,AZD6738
MCF10A,AHDC1,0.01,0.505,1.02,AZD6738
MCF10A,AHI1,0.25,0.599,1,AZD6738
MCF10A,AHNAK,-0.82,0.207,1.06,AZD6738
MCF10A,AHNAK2,-0.12,0.451,1.02,AZD6738
MCF10A,AHR,1.62,0.947,0.994,AZD6738
MCF10A,AHRR,-0.15,0.439,1.02,AZD6738
MCF10A,AHSA1,-0.46,0.324,1.04,AZD6738
MCF10A,AHSA2,0.26,0.601,1,AZD6738
MCF10A,AHSG,-1.53,0.0633,1.05,AZD6738
MCF10A,AICDA,-0.54,0.296,1.04,AZD6738
MCF10A,AIF1L,-1.56,0.0598,1.04,AZD6738
MCF10A,AIFM1,-1.03,0.152,1.07,AZD6738
MCF10A,AIFM2,-0.31,0.38,1.03,AZD6738
MCF10A,AIFM3,-0.96,0.168,1.08,AZD6738
MCF10A,AIG1,-0.26,0.396,1.02,AZD6738
MCF10A,AIM1,0.88,0.81,0.99,AZD6738
MCF10A,AIM1L,-0.98,0.164,1.08,AZD6738
MCF10A,AIM2,-1.04,0.148,1.07,AZD6738
MCF10A,AIMP1,0.61,0.73,0.992,AZD6738
MCF10A,AIMP2,-0.27,0.393,1.02,AZD6738
MCF10A,AIP,-1.93,0.0269,0.936,AZD6738
MCF10A,AIPL1,0.7,0.757,0.994,AZD6738
MCF10A,AIRE,0.74,0.771,0.995,AZD6738
MCF10A,AJAP1,-0.77,0.222,1.06,AZD6738
MCF10A,AJUBA,-2.42,0.00779,0.651,AZD6738
MCF10A,AK1,0.14,0.555,1.01,AZD6738
MCF10A,AK5,-1.17,0.122,1.07,AZD6738
MCF10A,AK7,1.31,0.905,0.993,AZD6738
MCF10A,AK8,0.42,0.664,0.998,AZD6738
MCF10A,AK9,0.57,0.715,0.992,AZD6738
MCF10A,AKAP1,1.13,0.871,0.991,AZD6738
MCF10A,AKAP10,1.45,0.927,0.994,AZD6738
MCF10A,AKAP11,-2.46,0.00694,0.628,AZD6738
MCF10A,AKAP12,0.87,0.809,0.991,AZD6738
MCF10A,AKAP13,-0.3,0.383,1.02,AZD6738
MCF10A,AKAP14,0.21,0.585,1,AZD6738
MCF10A,AKAP3,-0.5,0.31,1.04,AZD6738
MCF10A,AKAP4,-0.82,0.207,1.06,AZD6738
MCF10A,AKAP5,0.26,0.604,1,AZD6738
MCF10A,AKAP6,-0.17,0.434,1.02,AZD6738
MCF10A,AKAP7,-0.62,0.267,1.05,AZD6738
MCF10A,AKAP8,1.38,0.917,0.994,AZD6738
MCF10A,AKAP8L,0.43,0.668,0.997,AZD6738
MCF10A,AKAP9,-1.31,0.0956,1.07,AZD6738
MCF10A,AKIP1,-0.2,0.419,1.02,AZD6738
MCF10A,AKIRIN2,0.41,0.659,1,AZD6738
MCF10A,AKNA,-1.15,0.125,1.06,AZD6738
MCF10A,AKNAD1,-1.19,0.117,1.07,AZD6738
MCF10A,AKR1A1,-1.63,0.0517,1.01,AZD6738
MCF10A,AKR1B1,1.1,0.863,0.99,AZD6738
MCF10A,AKR1C3,-0.26,0.398,1.02,AZD6738
MCF10A,AKR1D1,0.45,0.673,0.995,AZD6738
MCF10A,AKR1E2,-0.04,0.483,1.02,AZD6738
MCF10A,AKR7A2,2.46,0.993,1,AZD6738
MCF10A,AKT1,-0.31,0.38,1.03,AZD6738
MCF10A,AKT1S1,-0.36,0.361,1.03,AZD6738
MCF10A,AKT2,2.53,0.994,1,AZD6738
MCF10A,AKT3,0.11,0.542,1.01,AZD6738
MCF10A,ALAD,0.61,0.729,0.993,AZD6738
MCF10A,ALAS1,0.24,0.595,1,AZD6738
MCF10A,ALAS2,0.03,0.514,1.01,AZD6738
MCF10A,ALB,1.2,0.885,0.991,AZD6738
MCF10A,ALCAM,0.66,0.746,0.991,AZD6738
MCF10A,ALDH16A1,-0.88,0.191,1.07,AZD6738
MCF10A,ALDH18A1,-0.27,0.394,1.02,AZD6738
