Cell_line,GENE,normZ,p-value,FDR,Treatment
HCT116,A1BG,1.87,0.969,0.998,VE821
HCT116,A1CF,-0.21,0.415,1.02,VE821
HCT116,A2M,0.57,0.714,0.999,VE821
HCT116,A2ML1,-1.3,0.096,0.997,VE821
HCT116,A4GALT,0.56,0.711,0.999,VE821
HCT116,A4GNT,-0.09,0.465,1.02,VE821
HCT116,AAAS,0.18,0.572,1.01,VE821
HCT116,AACS,0.86,0.804,0.997,VE821
HCT116,AADAC,0.08,0.532,1.01,VE821
HCT116,AADACL2,-0.15,0.439,1.02,VE821
HCT116,AADACL3,-0.71,0.238,1.03,VE821
HCT116,AADACL4,0.6,0.725,1,VE821
HCT116,AADAT,0.95,0.828,0.996,VE821
HCT116,AAED1,0.82,0.795,0.999,VE821
HCT116,AAGAB,1.53,0.936,0.996,VE821
HCT116,AAK1,-0.06,0.476,1.01,VE821
HCT116,AAMDC,0.23,0.59,1.01,VE821
HCT116,AAMP,0.82,0.793,0.999,VE821
HCT116,AANAT,2.4,0.992,1,VE821
HCT116,AAR2,-0.34,0.368,1.02,VE821
HCT116,AARD,-1.89,0.0296,0.949,VE821
HCT116,AARS2,1,0.842,0.996,VE821
HCT116,AASDH,0.26,0.601,1.01,VE821
HCT116,AASDHPPT,-1.62,0.0524,0.981,VE821
HCT116,AASS,-0.88,0.189,1,VE821
HCT116,AATF,-0.42,0.338,1.02,VE821
HCT116,AATK,0.13,0.55,1.01,VE821
HCT116,ABAT,-0.4,0.343,1.02,VE821
HCT116,ABCA1,1.17,0.879,0.994,VE821
HCT116,ABCA10,-0.89,0.188,1,VE821
HCT116,ABCA12,-0.84,0.201,1.01,VE821
HCT116,ABCA13,1.49,0.932,0.996,VE821
HCT116,ABCA2,-0.14,0.445,1.02,VE821
HCT116,ABCA3,-1.28,0.101,1,VE821
HCT116,ABCA4,-0.37,0.354,1.02,VE821
HCT116,ABCA5,1.31,0.904,0.994,VE821
HCT116,ABCA6,-0.08,0.469,1.01,VE821
HCT116,ABCA7,0.75,0.774,0.999,VE821
HCT116,ABCA8,0.48,0.686,1,VE821
HCT116,ABCA9,0.74,0.771,0.999,VE821
HCT116,ABCB1,0.4,0.656,1.01,VE821
HCT116,ABCB10,-0.59,0.278,1.03,VE821
HCT116,ABCB11,0.91,0.819,0.997,VE821
HCT116,ABCB4,1.06,0.856,0.996,VE821
HCT116,ABCB5,0.69,0.755,0.998,VE821
HCT116,ABCB6,-1.15,0.125,0.999,VE821
HCT116,ABCB7,-0.23,0.41,1.02,VE821
HCT116,ABCB8,-0.22,0.412,1.02,VE821
HCT116,ABCB9,1.38,0.917,0.995,VE821
HCT116,ABCC1,0.38,0.648,1.01,VE821
HCT116,ABCC10,0.44,0.669,1,VE821
HCT116,ABCC11,0.08,0.531,1.01,VE821
HCT116,ABCC12,-0.63,0.265,1.03,VE821
HCT116,ABCC2,-0.52,0.301,1.03,VE821
HCT116,ABCC3,1.31,0.905,0.994,VE821
HCT116,ABCC4,-0.59,0.276,1.03,VE821
HCT116,ABCC5,-0.81,0.21,1.02,VE821
HCT116,ABCC6,-0.94,0.174,1,VE821
HCT116,ABCC8,0.17,0.568,1.01,VE821
HCT116,ABCC9,-1.66,0.0481,0.953,VE821
HCT116,ABCD1,-0.72,0.236,1.02,VE821
HCT116,ABCD2,0.71,0.762,0.998,VE821
HCT116,ABCD3,-1.21,0.114,0.988,VE821
HCT116,ABCD4,-0.3,0.381,1.02,VE821
HCT116,ABCF1,0.25,0.598,1.01,VE821
HCT116,ABCF2,-0.46,0.322,1.02,VE821
HCT116,ABCF3,-0.34,0.366,1.02,VE821
HCT116,ABCG1,-0.13,0.45,1.02,VE821
HCT116,ABCG2,1.01,0.843,0.996,VE821
HCT116,ABCG4,1.52,0.935,0.996,VE821
HCT116,ABCG5,-1.89,0.0292,0.955,VE821
HCT116,ABCG8,1.53,0.936,0.996,VE821
HCT116,ABHD1,2.57,0.995,1,VE821
HCT116,ABHD10,0.03,0.511,1.01,VE821
HCT116,ABHD11,-0.37,0.354,1.02,VE821
HCT116,ABHD12,-1.01,0.156,0.996,VE821
HCT116,ABHD12B,0.61,0.729,1,VE821
HCT116,ABHD13,-1.68,0.0463,0.962,VE821
HCT116,ABHD14A,0.4,0.657,1.01,VE821
HCT116,ABHD14B,0.46,0.678,1,VE821
HCT116,ABHD15,-0.04,0.483,1.01,VE821
HCT116,ABHD16A,0.46,0.676,1,VE821
HCT116,ABHD16B,-0.19,0.423,1.02,VE821
HCT116,ABHD17B,0.3,0.617,1.01,VE821
HCT116,ABHD17C,-0.41,0.34,1.02,VE821
HCT116,ABHD2,0.31,0.622,1.01,VE821
HCT116,ABHD3,0.75,0.772,0.999,VE821
HCT116,ABHD4,0.25,0.598,1.01,VE821
HCT116,ABHD5,1.25,0.895,0.994,VE821
HCT116,ABHD6,-0.88,0.188,1,VE821
HCT116,ABHD8,-0.09,0.463,1.02,VE821
HCT116,ABI1,-1.68,0.0462,0.963,VE821
HCT116,ABI2,-1.59,0.0563,0.975,VE821
HCT116,ABI3,-2.03,0.0212,0.948,VE821
HCT116,ABI3BP,0.22,0.587,1.01,VE821
HCT116,ABL1,1.35,0.911,0.994,VE821
HCT116,ABL2,-0.43,0.334,1.02,VE821
HCT116,ABLIM1,-1.01,0.157,0.998,VE821
HCT116,ABLIM2,1.88,0.97,0.998,VE821
HCT116,ABLIM3,-1.26,0.105,1,VE821
HCT116,ABR,-0.5,0.308,1.03,VE821
HCT116,ABRA,1.41,0.921,0.995,VE821
HCT116,ABRACL,0.09,0.534,1.01,VE821
HCT116,ABT1,1.28,0.901,0.994,VE821
HCT116,ABTB1,-0.22,0.415,1.02,VE821
HCT116,ABTB2,0.22,0.587,1.01,VE821
HCT116,ACAA1,0.51,0.696,1,VE821
HCT116,ACAA2,0.86,0.805,0.997,VE821
HCT116,ACACA,-0.4,0.344,1.02,VE821
HCT116,ACACB,-1.89,0.0292,0.956,VE821
HCT116,ACAD10,-2.34,0.00955,0.865,VE821
HCT116,ACAD11,-1.61,0.0532,0.981,VE821
HCT116,ACAD8,-0.53,0.297,1.03,VE821
HCT116,ACAD9,0.1,0.54,1.01,VE821
HCT116,ACADL,-0.79,0.216,1.02,VE821
HCT116,ACADM,0.29,0.613,1.01,VE821
HCT116,ACADS,-1.91,0.0282,0.947,VE821
HCT116,ACADSB,-1.72,0.0427,0.965,VE821
HCT116,ACADVL,-0.63,0.264,1.03,VE821
HCT116,ACAN,0.56,0.713,1,VE821
HCT116,ACAP1,-1.18,0.12,0.994,VE821
HCT116,ACAP2,-0.31,0.378,1.02,VE821
HCT116,ACAP3,-0.25,0.4,1.02,VE821
HCT116,ACAT1,0.36,0.642,1.01,VE821
HCT116,ACAT2,0.2,0.578,1.01,VE821
HCT116,ACBD3,-0.83,0.204,1.01,VE821
HCT116,ACBD4,-1.62,0.0523,0.98,VE821
HCT116,ACBD5,0.43,0.668,1,VE821
HCT116,ACBD6,0.28,0.612,1.01,VE821
HCT116,ACCS,-1.6,0.0545,0.978,VE821
HCT116,ACCSL,1.34,0.909,0.994,VE821
HCT116,ACD,0.3,0.617,1.01,VE821
HCT116,ACE,0.77,0.779,0.998,VE821
HCT116,ACE2,-0.43,0.334,1.02,VE821
HCT116,ACER1,0.22,0.588,1.01,VE821
HCT116,ACER2,-1.03,0.152,0.993,VE821
HCT116,ACER3,1.65,0.95,0.996,VE821
HCT116,ACHE,-0.39,0.349,1.02,VE821
HCT116,ACIN1,-1.3,0.096,0.997,VE821
HCT116,ACLY,2.32,0.99,0.999,VE821
HCT116,ACMSD,0.29,0.614,1.01,VE821
HCT116,ACN9,0.3,0.618,1.01,VE821
HCT116,ACO1,-1.6,0.0553,0.973,VE821
HCT116,ACO2,1.64,0.95,0.996,VE821
HCT116,ACOT11,-0.25,0.403,1.02,VE821
HCT116,ACOT12,-0.87,0.193,1.01,VE821
HCT116,ACOT13,-1.96,0.0249,0.954,VE821
HCT116,ACOT2,-1.17,0.12,0.994,VE821
HCT116,ACOT4,0.98,0.837,0.996,VE821
HCT116,ACOT6,-1.37,0.0852,0.99,VE821
HCT116,ACOT7,0.44,0.671,1,VE821
HCT116,ACOT8,-0.35,0.364,1.02,VE821
HCT116,ACOT9,0.52,0.698,1,VE821
HCT116,ACOX1,-0.51,0.305,1.03,VE821
HCT116,ACOX2,0.94,0.827,0.996,VE821
HCT116,ACOX3,-1.57,0.0587,0.985,VE821
HCT116,ACOXL,0.02,0.51,1.01,VE821
HCT116,ACP1,1.1,0.864,0.994,VE821
HCT116,ACP2,0.65,0.743,1,VE821
HCT116,ACP5,-0.02,0.49,1.01,VE821
HCT116,ACP6,-0.73,0.233,1.02,VE821
HCT116,ACPL2,-0.45,0.326,1.03,VE821
HCT116,ACPP,-0.66,0.254,1.03,VE821
HCT116,ACPT,-0.11,0.458,1.02,VE821
HCT116,ACR,0.78,0.782,0.998,VE821
HCT116,ACRBP,0.63,0.735,1,VE821
HCT116,ACRC,-0.79,0.215,1.02,VE821
HCT116,ACSBG1,-1.2,0.115,0.989,VE821
HCT116,ACSBG2,0.89,0.814,0.998,VE821
HCT116,ACSF2,-1.13,0.13,0.998,VE821
HCT116,ACSF3,0.61,0.729,1,VE821
HCT116,ACSL1,0.49,0.689,1,VE821
HCT116,ACSL3,-0.13,0.449,1.02,VE821
HCT116,ACSL4,0.84,0.799,0.999,VE821
HCT116,ACSL5,-0.98,0.165,1.01,VE821
HCT116,ACSL6,-0.17,0.433,1.02,VE821
HCT116,ACSM1,-1.89,0.0297,0.949,VE821
HCT116,ACSM2B,0.01,0.504,1.01,VE821
HCT116,ACSM3,-0.54,0.294,1.03,VE821
HCT116,ACSM4,0.35,0.638,1.01,VE821
HCT116,ACSM5,1.81,0.965,0.997,VE821
HCT116,ACSS1,0.51,0.694,1,VE821
HCT116,ACSS2,-1.14,0.127,0.998,VE821
HCT116,ACSS3,-0.25,0.401,1.02,VE821
HCT116,ACTA1,0.67,0.749,0.999,VE821
HCT116,ACTA2,-0.51,0.307,1.03,VE821
HCT116,ACTBL2,0.02,0.51,1.01,VE821
HCT116,ACTC1,0.18,0.57,1.01,VE821
HCT116,ACTG2,-0.71,0.24,1.03,VE821
HCT116,ACTL10,-1.33,0.0916,0.996,VE821
HCT116,ACTL6B,1.12,0.868,0.994,VE821
HCT116,ACTL7A,-0.07,0.472,1.01,VE821
HCT116,ACTL7B,-2.25,0.0121,0.892,VE821
HCT116,ACTL8,0.13,0.552,1.01,VE821
HCT116,ACTL9,-1.59,0.056,0.974,VE821
HCT116,ACTN1,-1.49,0.0686,0.987,VE821
HCT116,ACTN2,-1.02,0.154,0.993,VE821
HCT116,ACTN4,-1.7,0.0443,0.96,VE821
HCT116,ACTR1A,1.08,0.859,0.994,VE821
HCT116,ACTR1B,-0.96,0.167,1.01,VE821
HCT116,ACTR3B,-0.1,0.462,1.02,VE821
HCT116,ACTR5,0.17,0.568,1.01,VE821
HCT116,ACTR6,0.43,0.668,1,VE821
HCT116,ACTR8,0.24,0.596,1.01,VE821
HCT116,ACTRT1,0.31,0.621,1.01,VE821
HCT116,ACTRT2,0.43,0.666,1,VE821
HCT116,ACTRT3,-1.91,0.0283,0.944,VE821
HCT116,ACVR1,-0.26,0.397,1.02,VE821
HCT116,ACVR1B,-0.64,0.263,1.03,VE821
HCT116,ACVR1C,0.93,0.824,0.997,VE821
HCT116,ACVR2A,0.49,0.689,1,VE821
HCT116,ACVR2B,0.32,0.627,1.01,VE821
HCT116,ACVRL1,-1.73,0.0416,0.969,VE821
HCT116,ACY1,-1.1,0.135,0.996,VE821
HCT116,ACY3,0.78,0.782,0.998,VE821
HCT116,ACYP1,0.95,0.829,0.997,VE821
HCT116,ACYP2,0.26,0.602,1.01,VE821
HCT116,ADA,-0.87,0.193,1.01,VE821
HCT116,ADAD1,-0.08,0.468,1.02,VE821
HCT116,ADAD2,0.16,0.563,1.01,VE821
HCT116,ADAL,0.47,0.68,1,VE821
HCT116,ADAM10,-1.02,0.155,0.994,VE821
HCT116,ADAM11,-0.75,0.225,1.02,VE821
HCT116,ADAM12,0.36,0.64,1.01,VE821
HCT116,ADAM15,0.11,0.544,1.01,VE821
HCT116,ADAM17,0.52,0.699,1,VE821
HCT116,ADAM18,0.73,0.766,0.998,VE821
HCT116,ADAM19,-0.6,0.274,1.03,VE821
HCT116,ADAM2,-1.15,0.126,0.998,VE821
HCT116,ADAM20,-0.01,0.495,1.01,VE821
HCT116,ADAM22,0.8,0.787,0.998,VE821
HCT116,ADAM23,-0.28,0.389,1.02,VE821
HCT116,ADAM28,0.67,0.747,0.999,VE821
HCT116,ADAM29,1.6,0.945,0.996,VE821
HCT116,ADAM30,0.31,0.622,1.01,VE821
HCT116,ADAM32,0.52,0.7,1,VE821
HCT116,ADAM33,0.36,0.641,1.01,VE821
HCT116,ADAM7,0.58,0.72,1,VE821
HCT116,ADAM8,-0.68,0.249,1.03,VE821
HCT116,ADAM9,0.54,0.704,0.999,VE821
HCT116,ADAMDEC1,-1.03,0.152,0.997,VE821
HCT116,ADAMTS1,-0.58,0.282,1.03,VE821
HCT116,ADAMTS10,-0.28,0.389,1.02,VE821
HCT116,ADAMTS12,0.53,0.701,1,VE821
HCT116,ADAMTS13,-0.43,0.333,1.02,VE821
HCT116,ADAMTS14,-1.59,0.056,0.974,VE821
HCT116,ADAMTS15,1.22,0.889,0.995,VE821
HCT116,ADAMTS16,-0.92,0.179,1,VE821
HCT116,ADAMTS17,-1.42,0.0777,0.993,VE821
HCT116,ADAMTS18,0.66,0.745,1,VE821
HCT116,ADAMTS19,-0.97,0.165,1.01,VE821
HCT116,ADAMTS2,1.06,0.854,0.995,VE821
HCT116,ADAMTS20,0.26,0.604,1.01,VE821
HCT116,ADAMTS3,0.39,0.653,1.01,VE821
HCT116,ADAMTS4,1.11,0.868,0.994,VE821
HCT116,ADAMTS5,0.37,0.645,1.01,VE821
HCT116,ADAMTS7,0.7,0.76,0.999,VE821
HCT116,ADAMTS8,-0.51,0.305,1.03,VE821
HCT116,ADAMTS9,-0.17,0.434,1.02,VE821
HCT116,ADAMTSL1,1.77,0.962,0.997,VE821
HCT116,ADAMTSL2,-1.35,0.0886,0.983,VE821
HCT116,ADAMTSL3,-0.09,0.464,1.02,VE821
HCT116,ADAMTSL4,-0.25,0.4,1.02,VE821
HCT116,ADAMTSL5,0.45,0.674,1,VE821
HCT116,ADAP1,1.75,0.96,0.997,VE821
HCT116,ADAP2,1.11,0.867,0.994,VE821
HCT116,ADAR,0.44,0.669,1,VE821
HCT116,ADARB1,-0.07,0.473,1.01,VE821
HCT116,ADARB2,-1.03,0.152,0.994,VE821
HCT116,ADAT1,0.05,0.519,1.01,VE821
HCT116,ADAT2,-1.03,0.151,0.998,VE821
HCT116,ADAT3,0.53,0.7,1,VE821
HCT116,ADC,0.02,0.509,1.01,VE821
HCT116,ADCK1,0.94,0.826,0.997,VE821
HCT116,ADCK2,-2.34,0.00955,0.87,VE821
HCT116,ADCK3,1.3,0.904,0.994,VE821
HCT116,ADCK4,1.11,0.866,0.994,VE821
HCT116,ADCK5,1.31,0.906,0.993,VE821
HCT116,ADCY1,-1.47,0.0704,0.988,VE821
HCT116,ADCY10,1.15,0.876,0.994,VE821
HCT116,ADCY2,-0.69,0.246,1.03,VE821
HCT116,ADCY3,0.17,0.566,1.01,VE821
HCT116,ADCY4,-0.34,0.368,1.02,VE821
HCT116,ADCY5,-1.16,0.123,0.998,VE821
HCT116,ADCY6,-0.1,0.46,1.02,VE821
HCT116,ADCY7,-1.64,0.0507,0.969,VE821
HCT116,ADCY8,0.36,0.639,1.01,VE821
HCT116,ADCY9,0.8,0.787,0.999,VE821
HCT116,ADCYAP1,-1.23,0.109,0.994,VE821
HCT116,ADCYAP1R1,0.9,0.815,0.997,VE821
HCT116,ADD1,-0.79,0.216,1.02,VE821
HCT116,ADD2,-1.49,0.0685,0.987,VE821
HCT116,ADD3,-0.61,0.272,1.03,VE821
HCT116,ADGB,-0.6,0.276,1.03,VE821
HCT116,ADH4,-1.41,0.0788,0.99,VE821
HCT116,ADH5,-2.18,0.0148,0.907,VE821
HCT116,ADH6,0.34,0.634,1.01,VE821
HCT116,ADH7,-1.05,0.146,0.995,VE821
HCT116,ADHFE1,-0.38,0.35,1.02,VE821
HCT116,ADI1,0.06,0.525,1.01,VE821
HCT116,ADIG,-2.07,0.0192,0.918,VE821
HCT116,ADIPOQ,-0.34,0.368,1.02,VE821
HCT116,ADIPOR1,1.62,0.948,0.996,VE821
HCT116,ADIPOR2,0.17,0.567,1.01,VE821
HCT116,ADIRF,0.89,0.812,0.998,VE821
HCT116,ADK,0.74,0.77,0.999,VE821
HCT116,ADM,0.13,0.554,1.01,VE821
HCT116,ADM2,-0.54,0.296,1.03,VE821
HCT116,ADM5,-0.03,0.487,1.01,VE821
HCT116,ADNP,-0.35,0.363,1.02,VE821
HCT116,ADNP2,-0.5,0.308,1.03,VE821
HCT116,ADO,-1.21,0.114,0.988,VE821
HCT116,ADORA1,0.06,0.523,1.01,VE821
HCT116,ADORA2A,1.53,0.936,0.996,VE821
HCT116,ADORA2B,-0.57,0.286,1.03,VE821
HCT116,ADORA3,0.85,0.801,0.998,VE821
HCT116,ADPGK,0.89,0.813,0.998,VE821
HCT116,ADPRH,0.44,0.672,1,VE821
HCT116,ADPRHL1,0.79,0.784,0.998,VE821
HCT116,ADPRHL2,-1.17,0.12,0.994,VE821
HCT116,ADPRM,0.48,0.686,1,VE821
HCT116,ADRA1A,-0.62,0.266,1.03,VE821
HCT116,ADRA1B,1.22,0.889,0.995,VE821
HCT116,ADRA1D,0.26,0.604,1.01,VE821
HCT116,ADRA2A,-0.69,0.246,1.03,VE821
HCT116,ADRA2B,0.13,0.553,1.01,VE821
HCT116,ADRA2C,-0.36,0.359,1.02,VE821
HCT116,ADRB1,1.66,0.952,0.996,VE821
HCT116,ADRB2,0.97,0.835,0.996,VE821
HCT116,ADRB3,0.98,0.837,0.996,VE821
HCT116,ADRBK1,1.13,0.871,0.993,VE821
HCT116,ADRBK2,-0.54,0.293,1.03,VE821
HCT116,ADRM1,0.78,0.783,0.998,VE821
HCT116,ADSL,-0.46,0.324,1.03,VE821
HCT116,ADSSL1,1.21,0.887,0.996,VE821
HCT116,ADTRP,0.9,0.815,0.997,VE821
HCT116,AEBP1,1.21,0.888,0.995,VE821
HCT116,AEBP2,-0.97,0.165,1.01,VE821
HCT116,AEN,-0.4,0.345,1.02,VE821
HCT116,AES,-1.52,0.0638,0.979,VE821
HCT116,AFAP1,-0.56,0.287,1.03,VE821
HCT116,AFAP1L1,0.74,0.77,0.999,VE821
HCT116,AFAP1L2,-1.99,0.0235,0.951,VE821
HCT116,AFF1,0.37,0.644,1.01,VE821
HCT116,AFF2,1.49,0.931,0.995,VE821
HCT116,AFF3,0.14,0.557,1.01,VE821
HCT116,AFF4,-0.29,0.386,1.02,VE821
HCT116,AFG3L2,0.49,0.688,1,VE821
HCT116,AFM,-1.13,0.13,0.998,VE821
HCT116,AFMID,0.37,0.644,1.01,VE821
HCT116,AFP,-0.24,0.406,1.02,VE821
HCT116,AFTPH,-1.15,0.124,0.997,VE821
HCT116,AGA,0.74,0.771,0.999,VE821
HCT116,AGAP1,0.68,0.753,0.999,VE821
HCT116,AGAP2,0.08,0.532,1.01,VE821
HCT116,AGAP3,1.62,0.948,0.996,VE821
HCT116,AGBL1,0.77,0.778,0.999,VE821
HCT116,AGBL2,0.04,0.515,1.01,VE821
HCT116,AGBL3,1.61,0.946,0.996,VE821
HCT116,AGBL4,-1.54,0.0619,0.983,VE821
HCT116,AGBL5,0.34,0.632,1.01,VE821
HCT116,AGER,-0.41,0.34,1.02,VE821
HCT116,AGFG1,-0.19,4.25E-01,1.02,VE821
HCT116,AGFG2,0.19,0.576,1.01,VE821
HCT116,AGGF1,0.45,0.675,1,VE821
HCT116,AGK,-0.89,0.186,1,VE821
HCT116,AGL,-0.97,0.167,1.01,VE821
HCT116,AGMAT,0.15,0.559,1.01,VE821
HCT116,AGMO,0.4,0.657,1.01,VE821
HCT116,AGO1,-0.95,0.17,1,VE821
HCT116,AGO2,1.76,0.961,0.997,VE821
HCT116,AGO3,0.5,0.692,1,VE821
HCT116,AGO4,-2.77,0.0028,0.805,VE821
HCT116,AGPAT1,-0.68,0.247,1.03,VE821
HCT116,AGPAT2,-1.94,0.0261,0.943,VE821
HCT116,AGPAT3,0.07,0.528,1.01,VE821
HCT116,AGPAT4,-0.9,0.184,1,VE821
HCT116,AGPAT5,-0.28,0.389,1.02,VE821
HCT116,AGPAT6,-0.11,0.457,1.02,VE821
HCT116,AGPAT9,0.03,0.513,1.01,VE821
HCT116,AGPS,-1.39,0.0822,0.988,VE821
HCT116,AGR2,1.22,0.89,0.995,VE821
HCT116,AGRN,0.43,0.668,1,VE821
HCT116,AGRP,0.98,0.837,0.996,VE821
HCT116,AGT,-1.26,0.103,0.999,VE821
HCT116,AGTPBP1,-0.61,0.27,1.03,VE821
HCT116,AGTR1,-0.1,0.46,1.02,VE821
HCT116,AGTR2,-0.28,0.389,1.02,VE821
HCT116,AGTRAP,-0.86,0.195,1.01,VE821
HCT116,AGXT,-1.03,0.151,0.997,VE821
HCT116,AGXT2,0.62,0.734,1,VE821
HCT116,AHCTF1,-0.36,0.359,1.02,VE821
HCT116,AHCY,1.38,0.916,0.995,VE821
HCT116,AHCYL1,0.33,0.629,1.01,VE821
HCT116,AHCYL2,0.46,0.675,1,VE821
HCT116,AHDC1,0.37,0.644,1.01,VE821
HCT116,AHI1,-0.62,0.268,1.03,VE821
HCT116,AHNAK,1.63,9.48E-01,9.96E-01,VE821
HCT116,AHNAK2,-0.58,0.28,1.03,VE821
HCT116,AHR,4.67,1,1,VE821
HCT116,AHRR,-0.6,0.275,1.03,VE821
HCT116,AHSA1,0.28,0.611,1.01,VE821
HCT116,AHSA2,1.03,0.849,0.995,VE821
HCT116,AHSG,0.66,0.745,1,VE821
HCT116,AICDA,-0.91,0.183,1,VE821
HCT116,AIF1L,-1.79,0.0364,0.942,VE821
HCT116,AIFM1,0.93,0.824,0.997,VE821
HCT116,AIFM2,-0.47,0.321,1.02,VE821
HCT116,AIFM3,-0.02,0.492,1.01,VE821
HCT116,AIG1,-0.72,0.236,1.02,VE821
HCT116,AIM1,0.68,0.751,0.999,VE821
HCT116,AIM1L,0.62,0.733,1,VE821
HCT116,AIM2,-0.11,0.456,1.02,VE821
HCT116,AIMP1,1.44,0.925,0.995,VE821
HCT116,AIMP2,-0.65,0.259,1.03,VE821
HCT116,AIP,0.68,0.752,0.999,VE821
HCT116,AIPL1,-0.1,0.462,1.02,VE821
HCT116,AIRE,-0.79,0.215,1.02,VE821
HCT116,AJAP1,-1.21,0.113,0.989,VE821
HCT116,AJUBA,-0.17,0.432,1.02,VE821
HCT116,AK1,0.77,0.779,0.998,VE821
HCT116,AK5,0.88,0.81,0.998,VE821
HCT116,AK7,0.53,0.702,1,VE821
HCT116,AK8,0.15,0.56,1.01,VE821
HCT116,AK9,0.29,0.614,1.01,VE821
HCT116,AKAP1,-0.37,0.358,1.02,VE821
HCT116,AKAP10,-0.8,0.213,1.02,VE821
HCT116,AKAP11,1.38,0.917,0.995,VE821
HCT116,AKAP12,-0.51,0.304,1.03,VE821
HCT116,AKAP13,0.76,0.775,0.998,VE821
HCT116,AKAP14,-0.5,0.31,1.03,VE821
HCT116,AKAP3,-0.95,0.172,1,VE821
HCT116,AKAP4,-0.49,0.311,1.02,VE821
HCT116,AKAP5,-0.37,0.356,1.02,VE821
HCT116,AKAP6,-0.18,0.43,1.02,VE821
HCT116,AKAP7,-0.23,0.408,1.02,VE821
HCT116,AKAP8,-0.02,0.491,1.01,VE821
HCT116,AKAP8L,0.86,0.805,0.998,VE821
HCT116,AKAP9,0.11,0.545,1.01,VE821
HCT116,AKIP1,-0.44,0.332,1.03,VE821
HCT116,AKIRIN2,0.66,0.746,0.999,VE821
HCT116,AKNA,-1.04,0.149,0.996,VE821
HCT116,AKNAD1,-0.02,0.493,1.01,VE821
HCT116,AKR1A1,0.66,0.746,0.999,VE821
HCT116,AKR1B1,-0.17,0.431,1.02,VE821
HCT116,AKR1C3,2.29,0.989,0.999,VE821
HCT116,AKR1D1,-0.08,0.468,1.01,VE821
HCT116,AKR1E2,0.01,0.505,1.01,VE821
HCT116,AKR7A2,0.07,0.529,1.01,VE821
HCT116,AKT1,-1.44,0.0751,0.993,VE821
HCT116,AKT1S1,0.39,0.653,1.01,VE821
HCT116,AKT2,1.25,0.894,0.994,VE821
HCT116,AKT3,-0.79,0.215,1.02,VE821
HCT116,ALAD,0.38,0.647,1.01,VE821
HCT116,ALAS1,-0.19,0.425,1.02,VE821
HCT116,ALAS2,-0.64,0.26,1.03,VE821
HCT116,ALB,1.2,0.885,0.995,VE821
HCT116,ALCAM,-0.63,0.264,1.03,VE821
HCT116,ALDH16A1,-2.26,0.0119,0.882,VE821
HCT116,ALDH18A1,0.69,0.756,0.999,VE821
HCT116,ALDH1A1,0.55,0.709,0.999,VE821
HCT116,ALDH1A2,-0.17,0.434,1.02,VE821
HCT116,ALDH1A3,1.16,0.878,0.994,VE821
HCT116,ALDH1B1,0.82,0.794,0.999,VE821
HCT116,ALDH1L1,-1.41,0.08,0.987,VE821
HCT116,ALDH1L2,0.59,0.723,1,VE821
HCT116,ALDH2,-0.5,0.307,1.03,VE821
HCT116,ALDH3A1,0.5,0.693,1,VE821
HCT116,ALDH3A2,-0.09,0.463,1.02,VE821
HCT116,ALDH3B2,-0.05,0.482,1.01,VE821
HCT116,ALDH4A1,0.44,0.669,1,VE821
HCT116,ALDH5A1,0.04,0.516,1.01,VE821
HCT116,ALDH6A1,-0.01,0.496,1.01,VE821
HCT116,ALDH7A1,0.41,0.658,1.01,VE821
HCT116,ALDH8A1,-0.28,0.392,1.02,VE821
HCT116,ALDH9A1,-0.43,0.334,1.02,VE821
HCT116,ALDOA,-0.1,0.461,1.02,VE821
HCT116,ALDOB,-0.25,0.403,1.02,VE821
HCT116,ALDOC,0.28,0.611,1.01,VE821
HCT116,ALG1,0.12,0.549,1.01,VE821
HCT116,ALG11,0.42,0.662,1.01,VE821
HCT116,ALG12,1.53,0.937,0.996,VE821
HCT116,ALG13,0.72,0.765,0.998,VE821
HCT116,ALG14,-1.02,0.153,0.991,VE821
HCT116,ALG2,1.21,0.888,0.995,VE821
HCT116,ALG3,1.69,0.955,0.996,VE821
HCT116,ALG5,0.53,0.703,1,VE821
HCT116,ALG6,-1.22,0.111,0.992,VE821
HCT116,ALG8,-0.1,0.462,1.02,VE821
HCT116,ALG9,-0.54,0.293,1.03,VE821
HCT116,ALK,-1.06,0.145,0.995,VE821
HCT116,ALKBH1,0.97,0.834,0.996,VE821
HCT116,ALKBH2,0.32,0.627,1.01,VE821
HCT116,ALKBH3,0.59,0.722,1,VE821
HCT116,ALKBH4,0.71,0.762,0.998,VE821
HCT116,ALKBH5,-0.36,0.361,1.02,VE821
HCT116,ALKBH6,0.32,0.624,1.01,VE821
HCT116,ALKBH7,0.19,0.574,1.01,VE821
HCT116,ALKBH8,-0.18,0.428,1.02,VE821
HCT116,ALLC,-0.16,0.437,1.02,VE821
HCT116,ALMS1,0.58,0.718,1,VE821
HCT116,ALOX12,-0.94,0.174,1,VE821
HCT116,ALOX12B,-0.4,0.345,1.02,VE821
HCT116,ALOX15,1.28,0.899,0.994,VE821
HCT116,ALOX15B,0.26,0.604,1.01,VE821
HCT116,ALOX5,0.81,0.791,0.999,VE821
HCT116,ALOX5AP,1.42,0.923,0.995,VE821
HCT116,ALOXE3,0.55,0.708,0.999,VE821
HCT116,ALPI,-1.51,0.0654,0.984,VE821
HCT116,ALPK1,0.17,0.569,1.01,VE821
