Cell_line,GENE,normZ,p-value,FDR,Treatment
RPE1_hTER_P53,A1BG,0.32,0.626,1,VE821
RPE1_hTER_P53,A1CF,-1.1,0.136,1.26,VE821
RPE1_hTER_P53,A2M,0.2,0.579,1.02,VE821
RPE1_hTER_P53,A2ML1,-0.97,0.165,1.26,VE821
RPE1_hTER_P53,A4GALT,-0.11,0.455,1.07,VE821
RPE1_hTER_P53,A4GNT,0.39,0.652,0.993,VE821
RPE1_hTER_P53,AAAS,0.01,0.505,1.05,VE821
RPE1_hTER_P53,AACS,1.19,0.884,0.971,VE821
RPE1_hTER_P53,AADAC,0.61,0.73,0.977,VE821
RPE1_hTER_P53,AADACL2,-1.49,0.0675,1.23,VE821
RPE1_hTER_P53,AADACL3,-0.06,0.475,1.06,VE821
RPE1_hTER_P53,AADACL4,-0.67,0.252,1.2,VE821
RPE1_hTER_P53,AADAT,0.82,0.795,0.969,VE821
RPE1_hTER_P53,AAED1,0.6,0.727,0.977,VE821
RPE1_hTER_P53,AAGAB,-0.18,0.427,1.09,VE821
RPE1_hTER_P53,AAK1,-0.19,0.427,1.08,VE821
RPE1_hTER_P53,AAMDC,1.8,0.964,0.985,VE821
RPE1_hTER_P53,AAMP,-0.12,0.452,1.08,VE821
RPE1_hTER_P53,AANAT,0.3,0.617,1,VE821
RPE1_hTER_P53,AAR2,1.41,0.921,0.976,VE821
RPE1_hTER_P53,AARD,-0.43,0.335,1.15,VE821
RPE1_hTER_P53,AARS2,0.4,0.654,0.993,VE821
RPE1_hTER_P53,AASDH,-1.07,0.141,1.27,VE821
RPE1_hTER_P53,AASDHPPT,-1.21,0.113,1.28,VE821
RPE1_hTER_P53,AASS,2.21,0.986,0.994,VE821
RPE1_hTER_P53,AATF,-0.47,0.321,1.16,VE821
RPE1_hTER_P53,AATK,-2.35,0.00942,0.581,VE821
RPE1_hTER_P53,ABAT,1.5,0.933,0.978,VE821
RPE1_hTER_P53,ABCA1,0.44,0.668,0.99,VE821
RPE1_hTER_P53,ABCA10,-0.5,0.308,1.17,VE821
RPE1_hTER_P53,ABCA12,-0.23,0.409,1.09,VE821
RPE1_hTER_P53,ABCA13,-0.55,0.29,1.18,VE821
RPE1_hTER_P53,ABCA2,0.6,0.725,0.978,VE821
RPE1_hTER_P53,ABCA3,1.05,0.853,0.969,VE821
RPE1_hTER_P53,ABCA4,-1.35,0.088,1.3,VE821
RPE1_hTER_P53,ABCA5,-0.68,0.248,1.2,VE821
RPE1_hTER_P53,ABCA6,0.63,0.735,0.975,VE821
RPE1_hTER_P53,ABCA7,1.16,0.878,0.97,VE821
RPE1_hTER_P53,ABCA8,0.24,0.593,1.01,VE821
RPE1_hTER_P53,ABCA9,-0.36,0.359,1.13,VE821
RPE1_hTER_P53,ABCB1,0.01,0.503,1.05,VE821
RPE1_hTER_P53,ABCB10,-0.64,0.261,1.2,VE821
RPE1_hTER_P53,ABCB11,0.43,0.668,0.99,VE821
RPE1_hTER_P53,ABCB4,0.06,0.525,1.04,VE821
RPE1_hTER_P53,ABCB5,0.17,0.569,1.02,VE821
RPE1_hTER_P53,ABCB6,-0.45,0.328,1.15,VE821
RPE1_hTER_P53,ABCB7,-0.79,0.214,1.24,VE821
RPE1_hTER_P53,ABCB8,0.47,0.68,0.988,VE821
RPE1_hTER_P53,ABCB9,-0.01,0.494,1.06,VE821
RPE1_hTER_P53,ABCC1,0.83,0.796,0.969,VE821
RPE1_hTER_P53,ABCC10,0.65,0.741,0.975,VE821
RPE1_hTER_P53,ABCC11,-0.18,0.43,1.08,VE821
RPE1_hTER_P53,ABCC12,-0.31,0.377,1.11,VE821
RPE1_hTER_P53,ABCC2,0.12,0.548,1.03,VE821
RPE1_hTER_P53,ABCC3,-0.64,0.261,1.19,VE821
RPE1_hTER_P53,ABCC4,-0.54,0.296,1.18,VE821
RPE1_hTER_P53,ABCC5,1.87,0.969,0.987,VE821
RPE1_hTER_P53,ABCC6,0.3,0.616,1,VE821
RPE1_hTER_P53,ABCC8,0.89,0.814,0.967,VE821
RPE1_hTER_P53,ABCC9,0.66,0.745,0.975,VE821
RPE1_hTER_P53,ABCD1,1.26,0.897,0.971,VE821
RPE1_hTER_P53,ABCD2,-0.43,0.333,1.15,VE821
RPE1_hTER_P53,ABCD3,-0.18,0.429,1.08,VE821
RPE1_hTER_P53,ABCD4,0.12,0.549,1.03,VE821
RPE1_hTER_P53,ABCF1,-0.58,0.282,1.18,VE821
RPE1_hTER_P53,ABCF2,-1.14,0.127,1.27,VE821
RPE1_hTER_P53,ABCF3,1.13,0.872,0.969,VE821
RPE1_hTER_P53,ABCG1,0.02,0.509,1.05,VE821
RPE1_hTER_P53,ABCG2,0,0.502,1.05,VE821
RPE1_hTER_P53,ABCG4,-0.5,0.31,1.17,VE821
RPE1_hTER_P53,ABCG5,1.03,0.848,0.968,VE821
RPE1_hTER_P53,ABCG8,-0.5,0.307,1.17,VE821
RPE1_hTER_P53,ABHD1,-1.23,0.109,1.27,VE821
RPE1_hTER_P53,ABHD10,-0.75,0.225,1.22,VE821
RPE1_hTER_P53,ABHD11,0.4,0.656,0.991,VE821
RPE1_hTER_P53,ABHD12,-0.07,0.474,1.06,VE821
RPE1_hTER_P53,ABHD12B,0.08,0.533,1.03,VE821
RPE1_hTER_P53,ABHD13,0.32,0.624,1,VE821
RPE1_hTER_P53,ABHD14A,0.51,0.695,0.985,VE821
RPE1_hTER_P53,ABHD14B,1.5,0.933,0.978,VE821
RPE1_hTER_P53,ABHD15,-0.48,0.316,1.16,VE821
RPE1_hTER_P53,ABHD16A,-0.44,0.33,1.15,VE821
RPE1_hTER_P53,ABHD16B,0.44,0.672,0.99,VE821
RPE1_hTER_P53,ABHD17B,0.44,0.67,0.99,VE821
RPE1_hTER_P53,ABHD17C,-0.29,0.387,1.11,VE821
RPE1_hTER_P53,ABHD2,0.35,0.638,0.997,VE821
RPE1_hTER_P53,ABHD3,-0.03,0.488,1.06,VE821
RPE1_hTER_P53,ABHD4,0.7,0.759,0.972,VE821
RPE1_hTER_P53,ABHD5,-0.24,0.405,1.1,VE821
RPE1_hTER_P53,ABHD6,0.23,0.59,1.02,VE821
RPE1_hTER_P53,ABHD8,0.46,0.679,0.989,VE821
RPE1_hTER_P53,ABI1,1.5,0.934,0.978,VE821
RPE1_hTER_P53,ABI2,-0.7,0.241,1.21,VE821
RPE1_hTER_P53,ABI3,0.3,0.617,1,VE821
RPE1_hTER_P53,ABI3BP,-0.04,0.482,1.06,VE821
RPE1_hTER_P53,ABL1,1.01,0.844,0.968,VE821
RPE1_hTER_P53,ABL2,1.3,0.903,0.973,VE821
RPE1_hTER_P53,ABLIM1,0.55,0.708,0.982,VE821
RPE1_hTER_P53,ABLIM2,-0.31,0.378,1.11,VE821
RPE1_hTER_P53,ABLIM3,-0.3,0.382,1.11,VE821
RPE1_hTER_P53,ABR,0.34,0.634,1,VE821
RPE1_hTER_P53,ABRA,0.29,0.613,1,VE821
RPE1_hTER_P53,ABRACL,0.21,0.582,1.02,VE821
RPE1_hTER_P53,ABT1,0.63,0.734,0.975,VE821
RPE1_hTER_P53,ABTB1,-0.64,0.261,1.19,VE821
RPE1_hTER_P53,ABTB2,-0.53,0.299,1.17,VE821
RPE1_hTER_P53,ACAA1,-1.61,0.0537,1.16,VE821
RPE1_hTER_P53,ACAA2,-0.61,0.27,1.19,VE821
RPE1_hTER_P53,ACACA,-0.81,0.21,1.24,VE821
RPE1_hTER_P53,ACACB,-0.6,0.273,1.19,VE821
RPE1_hTER_P53,ACAD10,0.31,0.621,1,VE821
RPE1_hTER_P53,ACAD11,0.32,0.627,1,VE821
RPE1_hTER_P53,ACAD8,2.01,0.978,0.991,VE821
RPE1_hTER_P53,ACAD9,1.08,0.859,0.969,VE821
RPE1_hTER_P53,ACADL,-0.3,0.384,1.11,VE821
RPE1_hTER_P53,ACADM,0.49,0.689,0.987,VE821
RPE1_hTER_P53,ACADS,1.08,0.859,0.969,VE821
RPE1_hTER_P53,ACADSB,0.51,0.697,0.985,VE821
RPE1_hTER_P53,ACADVL,0.09,0.536,1.03,VE821
RPE1_hTER_P53,ACAN,0.8,0.788,0.97,VE821
RPE1_hTER_P53,ACAP1,-0.21,0.418,1.09,VE821
RPE1_hTER_P53,ACAP2,2.13,0.984,0.992,VE821
RPE1_hTER_P53,ACAP3,-0.18,0.43,1.08,VE821
RPE1_hTER_P53,ACAT1,-0.87,0.192,1.25,VE821
RPE1_hTER_P53,ACAT2,-1.17,0.121,1.27,VE821
RPE1_hTER_P53,ACBD3,0.71,0.761,0.972,VE821
RPE1_hTER_P53,ACBD4,-0.97,0.165,1.26,VE821
RPE1_hTER_P53,ACBD5,0.06,0.525,1.04,VE821
RPE1_hTER_P53,ACBD6,-0.36,0.358,1.13,VE821
RPE1_hTER_P53,ACCS,0.13,0.551,1.03,VE821
RPE1_hTER_P53,ACCSL,-0.52,0.302,1.17,VE821
RPE1_hTER_P53,ACD,-1.93,0.0268,0.929,VE821
RPE1_hTER_P53,ACE,1.1,0.865,0.969,VE821
RPE1_hTER_P53,ACE2,-1.87,0.0308,0.967,VE821
RPE1_hTER_P53,ACER1,-0.54,0.294,1.18,VE821
RPE1_hTER_P53,ACER2,-0.46,0.323,1.16,VE821
RPE1_hTER_P53,ACER3,1.44,0.925,0.976,VE821
RPE1_hTER_P53,ACHE,-0.23,0.408,1.09,VE821
RPE1_hTER_P53,ACIN1,-0.82,0.206,1.25,VE821
RPE1_hTER_P53,ACLY,3.13,0.999,1,VE821
RPE1_hTER_P53,ACMSD,0.41,0.661,0.991,VE821
RPE1_hTER_P53,ACN9,-1.77,0.0388,1.05,VE821
RPE1_hTER_P53,ACO1,0.62,0.733,0.976,VE821
RPE1_hTER_P53,ACO2,0.26,0.601,1.01,VE821
RPE1_hTER_P53,ACOT11,-0.41,0.34,1.15,VE821
RPE1_hTER_P53,ACOT12,-1.01,0.156,1.27,VE821
RPE1_hTER_P53,ACOT13,0.01,0.505,1.05,VE821
RPE1_hTER_P53,ACOT2,0.02,0.509,1.05,VE821
RPE1_hTER_P53,ACOT4,-0.07,0.471,1.07,VE821
RPE1_hTER_P53,ACOT6,1.17,0.878,0.97,VE821
RPE1_hTER_P53,ACOT7,1.76,0.96,0.984,VE821
RPE1_hTER_P53,ACOT8,0.2,0.578,1.02,VE821
RPE1_hTER_P53,ACOT9,0.9,0.817,0.967,VE821
RPE1_hTER_P53,ACOX1,-0.67,0.25,1.2,VE821
RPE1_hTER_P53,ACOX2,-0.42,0.338,1.15,VE821
RPE1_hTER_P53,ACOX3,-0.26,0.396,1.1,VE821
RPE1_hTER_P53,ACOXL,0.13,0.551,1.03,VE821
RPE1_hTER_P53,ACP1,0.82,0.793,0.969,VE821
RPE1_hTER_P53,ACP2,-1.31,0.0945,1.3,VE821
RPE1_hTER_P53,ACP5,0.75,0.772,0.97,VE821
RPE1_hTER_P53,ACP6,0.24,0.596,1.01,VE821
RPE1_hTER_P53,ACPL2,-0.13,0.447,1.08,VE821
RPE1_hTER_P53,ACPP,0.15,0.561,1.03,VE821
RPE1_hTER_P53,ACPT,0.66,0.747,0.975,VE821
RPE1_hTER_P53,ACR,-1.21,0.114,1.28,VE821
RPE1_hTER_P53,ACRBP,0.05,0.518,1.04,VE821
RPE1_hTER_P53,ACRC,-0.31,0.377,1.12,VE821
RPE1_hTER_P53,ACSBG1,2.13,0.983,0.992,VE821
RPE1_hTER_P53,ACSBG2,-1.19,0.118,1.27,VE821
RPE1_hTER_P53,ACSF2,0.63,0.735,0.976,VE821
RPE1_hTER_P53,ACSF3,0.77,0.779,0.97,VE821
RPE1_hTER_P53,ACSL1,0.72,0.765,0.971,VE821
RPE1_hTER_P53,ACSL3,-2.34,0.00956,0.586,VE821
RPE1_hTER_P53,ACSL4,0.68,0.753,0.974,VE821
RPE1_hTER_P53,ACSL5,0.82,0.794,0.969,VE821
RPE1_hTER_P53,ACSL6,-1.8,0.0362,1.01,VE821
RPE1_hTER_P53,ACSM1,0.79,0.787,0.97,VE821
RPE1_hTER_P53,ACSM2B,1.07,0.857,0.968,VE821
RPE1_hTER_P53,ACSM3,-1.08,0.139,1.26,VE821
RPE1_hTER_P53,ACSM4,0.53,0.702,0.983,VE821
RPE1_hTER_P53,ACSM5,0.25,0.6,1.01,VE821
RPE1_hTER_P53,ACSS1,-0.07,0.471,1.07,VE821
RPE1_hTER_P53,ACSS2,0.26,0.601,1.01,VE821
RPE1_hTER_P53,ACSS3,-0.54,0.294,1.18,VE821
RPE1_hTER_P53,ACTA1,0.26,0.602,1.01,VE821
RPE1_hTER_P53,ACTA2,-0.66,0.253,1.2,VE821
RPE1_hTER_P53,ACTBL2,-1,0.159,1.27,VE821
RPE1_hTER_P53,ACTC1,0.27,0.605,1.01,VE821
RPE1_hTER_P53,ACTG2,-0.05,0.478,1.06,VE821
RPE1_hTER_P53,ACTL10,0.93,0.825,0.967,VE821
RPE1_hTER_P53,ACTL6B,-0.31,0.378,1.11,VE821
RPE1_hTER_P53,ACTL7A,0.24,0.596,1.01,VE821
RPE1_hTER_P53,ACTL7B,0.47,0.682,0.987,VE821
RPE1_hTER_P53,ACTL8,-1.4,0.0807,1.29,VE821
RPE1_hTER_P53,ACTL9,-0.01,0.497,1.06,VE821
RPE1_hTER_P53,ACTN1,0.67,0.747,0.975,VE821
RPE1_hTER_P53,ACTN2,-0.8,0.212,1.24,VE821
RPE1_hTER_P53,ACTN4,-0.26,0.398,1.1,VE821
RPE1_hTER_P53,ACTR1A,-0.1,0.462,1.07,VE821
RPE1_hTER_P53,ACTR1B,0.51,0.693,0.985,VE821
RPE1_hTER_P53,ACTR3B,0.09,0.536,1.03,VE821
RPE1_hTER_P53,ACTR5,1.73,0.958,0.984,VE821
RPE1_hTER_P53,ACTR6,-0.02,0.493,1.06,VE821
RPE1_hTER_P53,ACTR8,0.43,0.667,0.99,VE821
RPE1_hTER_P53,ACTRT1,-1.48,0.07,1.24,VE821
RPE1_hTER_P53,ACTRT2,-0.73,0.234,1.22,VE821
RPE1_hTER_P53,ACTRT3,-0.18,0.428,1.08,VE821
RPE1_hTER_P53,ACVR1,-0.7,0.242,1.21,VE821
RPE1_hTER_P53,ACVR1B,0.7,0.757,0.972,VE821
RPE1_hTER_P53,ACVR1C,-0.65,0.256,1.2,VE821
RPE1_hTER_P53,ACVR2A,-1.9,0.0286,0.936,VE821
RPE1_hTER_P53,ACVR2B,-0.05,0.482,1.06,VE821
RPE1_hTER_P53,ACVRL1,-0.17,0.434,1.08,VE821
RPE1_hTER_P53,ACY1,0.83,0.798,0.969,VE821
RPE1_hTER_P53,ACY3,0.69,0.754,0.974,VE821
RPE1_hTER_P53,ACYP1,0.76,0.775,0.97,VE821
RPE1_hTER_P53,ACYP2,-0.36,0.359,1.13,VE821
RPE1_hTER_P53,ADA,0.14,0.556,1.03,VE821
RPE1_hTER_P53,ADAD1,-0.92,0.179,1.25,VE821
RPE1_hTER_P53,ADAD2,0.71,0.761,0.972,VE821
RPE1_hTER_P53,ADAL,1.52,0.936,0.978,VE821
RPE1_hTER_P53,ADAM10,-1.01,0.155,1.27,VE821
RPE1_hTER_P53,ADAM11,-0.92,0.179,1.25,VE821
RPE1_hTER_P53,ADAM12,0.29,0.613,1,VE821
RPE1_hTER_P53,ADAM15,0.05,0.521,1.04,VE821
RPE1_hTER_P53,ADAM17,0.17,0.568,1.03,VE821
RPE1_hTER_P53,ADAM18,0.8,0.789,0.97,VE821
RPE1_hTER_P53,ADAM19,-0.39,0.348,1.14,VE821
RPE1_hTER_P53,ADAM2,0.69,0.756,0.972,VE821
RPE1_hTER_P53,ADAM20,1.07,0.857,0.969,VE821
RPE1_hTER_P53,ADAM22,0.06,0.525,1.04,VE821
RPE1_hTER_P53,ADAM23,-0.22,0.411,1.09,VE821
RPE1_hTER_P53,ADAM28,-0.53,0.3,1.17,VE821
RPE1_hTER_P53,ADAM29,1.15,0.875,0.97,VE821
RPE1_hTER_P53,ADAM30,-0.29,0.385,1.11,VE821
RPE1_hTER_P53,ADAM32,0.32,0.627,1,VE821
RPE1_hTER_P53,ADAM33,1.33,0.908,0.974,VE821
RPE1_hTER_P53,ADAM7,0.2,0.578,1.02,VE821
RPE1_hTER_P53,ADAM8,0.3,0.62,1,VE821
RPE1_hTER_P53,ADAM9,0.51,0.695,0.985,VE821
RPE1_hTER_P53,ADAMDEC1,0.45,0.672,0.989,VE821
RPE1_hTER_P53,ADAMTS1,1.01,0.845,0.968,VE821
RPE1_hTER_P53,ADAMTS10,1.25,0.895,0.972,VE821
RPE1_hTER_P53,ADAMTS12,-1.59,0.056,1.17,VE821
RPE1_hTER_P53,ADAMTS13,-0.39,0.347,1.14,VE821
RPE1_hTER_P53,ADAMTS14,0.03,0.513,1.05,VE821
RPE1_hTER_P53,ADAMTS15,-0.27,0.394,1.11,VE821
RPE1_hTER_P53,ADAMTS16,-0.65,0.257,1.2,VE821
RPE1_hTER_P53,ADAMTS17,0.49,0.688,0.987,VE821
RPE1_hTER_P53,ADAMTS18,-0.69,0.245,1.21,VE821
RPE1_hTER_P53,ADAMTS19,-1.1,0.135,1.26,VE821
RPE1_hTER_P53,ADAMTS2,1.14,0.874,0.97,VE821
RPE1_hTER_P53,ADAMTS20,-0.91,0.18,1.25,VE821
RPE1_hTER_P53,ADAMTS3,-0.41,0.343,1.14,VE821
RPE1_hTER_P53,ADAMTS4,-0.98,0.163,1.26,VE821
RPE1_hTER_P53,ADAMTS5,-0.83,0.202,1.24,VE821
RPE1_hTER_P53,ADAMTS7,0.09,0.535,1.03,VE821
RPE1_hTER_P53,ADAMTS8,0.97,0.833,0.968,VE821
RPE1_hTER_P53,ADAMTS9,0.11,0.543,1.03,VE821
RPE1_hTER_P53,ADAMTSL1,1.27,0.898,0.972,VE821
RPE1_hTER_P53,ADAMTSL2,-0.2,0.421,1.09,VE821
RPE1_hTER_P53,ADAMTSL3,0.31,0.621,1,VE821
RPE1_hTER_P53,ADAMTSL4,-0.36,0.359,1.13,VE821
RPE1_hTER_P53,ADAMTSL5,-0.26,0.397,1.1,VE821
RPE1_hTER_P53,ADAP1,1.37,0.915,0.975,VE821
RPE1_hTER_P53,ADAP2,0.02,0.508,1.05,VE821
RPE1_hTER_P53,ADAR,0.37,0.645,0.995,VE821
RPE1_hTER_P53,ADARB1,0.64,0.737,0.976,VE821
RPE1_hTER_P53,ADARB2,-0.19,0.426,1.09,VE821
RPE1_hTER_P53,ADAT1,-0.44,0.331,1.15,VE821
RPE1_hTER_P53,ADAT2,-0.05,0.478,1.06,VE821
RPE1_hTER_P53,ADAT3,-0.03,0.489,1.06,VE821
RPE1_hTER_P53,ADC,0.97,0.833,0.968,VE821
RPE1_hTER_P53,ADCK1,-1.46,0.0727,1.25,VE821
RPE1_hTER_P53,ADCK2,-1.15,0.126,1.27,VE821
RPE1_hTER_P53,ADCK3,-0.28,0.391,1.11,VE821
RPE1_hTER_P53,ADCK4,0.3,0.62,1,VE821
RPE1_hTER_P53,ADCK5,0.56,0.714,0.981,VE821
RPE1_hTER_P53,ADCY1,-0.21,0.417,1.09,VE821
RPE1_hTER_P53,ADCY10,-0.96,0.169,1.26,VE821
RPE1_hTER_P53,ADCY2,1.04,0.852,0.968,VE821
RPE1_hTER_P53,ADCY3,1.1,0.864,0.969,VE821
RPE1_hTER_P53,ADCY4,-0.58,0.282,1.18,VE821
RPE1_hTER_P53,ADCY5,0.53,0.702,0.983,VE821
RPE1_hTER_P53,ADCY6,-0.37,0.356,1.13,VE821
RPE1_hTER_P53,ADCY7,-0.72,0.235,1.22,VE821
RPE1_hTER_P53,ADCY8,0.86,0.804,0.968,VE821
RPE1_hTER_P53,ADCY9,-0.13,0.447,1.08,VE821
RPE1_hTER_P53,ADCYAP1,-0.93,0.177,1.25,VE821
RPE1_hTER_P53,ADCYAP1R1,0.42,0.663,0.99,VE821
RPE1_hTER_P53,ADD1,0.96,0.832,0.968,VE821
RPE1_hTER_P53,ADD2,1.23,0.89,0.972,VE821
RPE1_hTER_P53,ADD3,-0.58,0.279,1.19,VE821
RPE1_hTER_P53,ADGB,0.55,0.71,0.982,VE821
RPE1_hTER_P53,ADH4,-0.42,0.337,1.15,VE821
RPE1_hTER_P53,ADH5,-0.76,0.222,1.23,VE821
RPE1_hTER_P53,ADH6,-0.46,0.323,1.16,VE821
RPE1_hTER_P53,ADH7,-0.1,0.46,1.07,VE821
RPE1_hTER_P53,ADHFE1,-1.84,0.0327,0.981,VE821
RPE1_hTER_P53,ADI1,-0.28,0.39,1.11,VE821
RPE1_hTER_P53,ADIG,0.42,0.662,0.991,VE821
RPE1_hTER_P53,ADIPOQ,-0.55,0.291,1.18,VE821
RPE1_hTER_P53,ADIPOR1,0.09,0.537,1.03,VE821
RPE1_hTER_P53,ADIPOR2,-0.04,0.484,1.06,VE821
RPE1_hTER_P53,ADIRF,-0.95,0.171,1.25,VE821
RPE1_hTER_P53,ADK,-0.68,0.247,1.21,VE821
RPE1_hTER_P53,ADM,-2.14,0.0161,0.756,VE821
RPE1_hTER_P53,ADM2,0.77,0.778,0.97,VE821
RPE1_hTER_P53,ADM5,0.86,0.806,0.968,VE821
RPE1_hTER_P53,ADNP,0.52,0.698,0.984,VE821
RPE1_hTER_P53,ADNP2,0.82,0.795,0.969,VE821
RPE1_hTER_P53,ADO,2.44,0.993,0.997,VE821
RPE1_hTER_P53,ADORA1,-0.23,0.41,1.09,VE821
RPE1_hTER_P53,ADORA2A,0.62,0.732,0.976,VE821
RPE1_hTER_P53,ADORA2B,0.41,0.659,0.992,VE821
RPE1_hTER_P53,ADORA3,0.02,0.509,1.05,VE821
RPE1_hTER_P53,ADPGK,-0.58,0.282,1.18,VE821
RPE1_hTER_P53,ADPRH,0,0.501,1.05,VE821
RPE1_hTER_P53,ADPRHL1,1.1,0.864,0.969,VE821
RPE1_hTER_P53,ADPRHL2,-1.84,0.0329,0.984,VE821
RPE1_hTER_P53,ADPRM,-0.56,0.287,1.18,VE821
RPE1_hTER_P53,ADRA1A,1.76,0.961,0.984,VE821
RPE1_hTER_P53,ADRA1B,1.03,0.849,0.968,VE821
RPE1_hTER_P53,ADRA1D,1.11,0.866,0.969,VE821
RPE1_hTER_P53,ADRA2A,1.29,0.901,0.973,VE821
RPE1_hTER_P53,ADRA2B,0.13,0.551,1.03,VE821
RPE1_hTER_P53,ADRA2C,0.29,0.613,1,VE821
RPE1_hTER_P53,ADRB1,1.24,0.893,0.972,VE821
RPE1_hTER_P53,ADRB2,1.03,0.848,0.968,VE821
RPE1_hTER_P53,ADRB3,-1.36,0.0869,1.3,VE821
RPE1_hTER_P53,ADRBK1,-2.02,0.0217,0.863,VE821
RPE1_hTER_P53,ADRBK2,-0.19,0.426,1.08,VE821
RPE1_hTER_P53,ADRM1,-0.8,0.212,1.24,VE821
RPE1_hTER_P53,ADSL,0.82,0.793,0.969,VE821
RPE1_hTER_P53,ADSSL1,0.41,0.661,0.991,VE821
RPE1_hTER_P53,ADTRP,-0.46,0.324,1.16,VE821
RPE1_hTER_P53,AEBP1,-0.61,0.272,1.19,VE821
RPE1_hTER_P53,AEBP2,0.2,0.577,1.02,VE821
RPE1_hTER_P53,AEN,0.75,0.773,0.97,VE821
RPE1_hTER_P53,AES,0.55,0.708,0.982,VE821
RPE1_hTER_P53,AFAP1,0.35,0.638,0.998,VE821
RPE1_hTER_P53,AFAP1L1,0.02,0.508,1.05,VE821
RPE1_hTER_P53,AFAP1L2,-1,0.158,1.27,VE821
RPE1_hTER_P53,AFF1,-1.61,0.0542,1.16,VE821
RPE1_hTER_P53,AFF2,1.22,0.888,0.972,VE821
RPE1_hTER_P53,AFF3,-0.44,0.33,1.15,VE821
RPE1_hTER_P53,AFF4,-2.82,0.00241,0.236,VE821
RPE1_hTER_P53,AFG3L2,-0.1,0.458,1.07,VE821
RPE1_hTER_P53,AFM,0.84,0.8,0.968,VE821
RPE1_hTER_P53,AFMID,0.23,0.59,1.01,VE821
RPE1_hTER_P53,AFP,1.46,0.927,0.977,VE821
RPE1_hTER_P53,AFTPH,-0.36,0.36,1.13,VE821
RPE1_hTER_P53,AGA,0.08,0.532,1.03,VE821
RPE1_hTER_P53,AGAP1,0.97,0.834,0.968,VE821
RPE1_hTER_P53,AGAP2,-0.28,0.39,1.11,VE821
RPE1_hTER_P53,AGAP3,-0.03,0.489,1.06,VE821
RPE1_hTER_P53,AGBL1,1.04,0.852,0.968,VE821
RPE1_hTER_P53,AGBL2,-0.43,0.332,1.15,VE821
RPE1_hTER_P53,AGBL3,0.53,0.703,0.983,VE821
RPE1_hTER_P53,AGBL4,-0.03,0.49,1.06,VE821
RPE1_hTER_P53,AGBL5,-0.2,0.422,1.09,VE821
RPE1_hTER_P53,AGER,0.72,0.765,0.971,VE821
RPE1_hTER_P53,AGFG1,-0.91,0.18,1.25,VE821
RPE1_hTER_P53,AGFG2,-0.81,0.208,1.24,VE821
RPE1_hTER_P53,AGGF1,-1.25,1.05E-01,1.27,VE821
RPE1_hTER_P53,AGK,-2.01,0.0225,0.869,VE821
RPE1_hTER_P53,AGL,-0.96,0.169,1.25,VE821
RPE1_hTER_P53,AGMAT,-1.57,0.0584,1.19,VE821
RPE1_hTER_P53,AGMO,0.26,0.604,1.01,VE821
RPE1_hTER_P53,AGO1,-0.04,0.486,1.06,VE821
RPE1_hTER_P53,AGO2,2.19,0.986,0.994,VE821
RPE1_hTER_P53,AGO3,-0.86,0.194,1.25,VE821
RPE1_hTER_P53,AGO4,-0.23,0.407,1.09,VE821
RPE1_hTER_P53,AGPAT1,0.07,0.528,1.04,VE821
RPE1_hTER_P53,AGPAT2,0.68,0.75,0.974,VE821
RPE1_hTER_P53,AGPAT3,0.91,0.819,0.967,VE821
RPE1_hTER_P53,AGPAT4,-0.67,0.252,1.2,VE821
RPE1_hTER_P53,AGPAT5,0.1,0.538,1.03,VE821
RPE1_hTER_P53,AGPAT6,0.97,0.835,0.968,VE821
RPE1_hTER_P53,AGPAT9,-1.11,0.133,1.26,VE821
RPE1_hTER_P53,AGPS,-1.74,0.0413,1.08,VE821
RPE1_hTER_P53,AGR2,1.24,0.893,0.972,VE821
RPE1_hTER_P53,AGRN,0.05,0.521,1.04,VE821
RPE1_hTER_P53,AGRP,-1.4,0.0813,1.29,VE821
RPE1_hTER_P53,AGT,-0.02,0.49,1.06,VE821
RPE1_hTER_P53,AGTPBP1,-0.91,0.181,1.25,VE821
RPE1_hTER_P53,AGTR1,-0.46,0.322,1.16,VE821
RPE1_hTER_P53,AGTR2,0.46,0.678,0.989,VE821
RPE1_hTER_P53,AGTRAP,0.4,0.655,0.993,VE821
RPE1_hTER_P53,AGXT,0.07,0.527,1.04,VE821
RPE1_hTER_P53,AGXT2,1.06,0.856,0.969,VE821
RPE1_hTER_P53,AHCTF1,0.9,0.815,0.967,VE821
RPE1_hTER_P53,AHCY,-1.8,0.0355,1.01,VE821
RPE1_hTER_P53,AHCYL1,-0.74,0.229,1.23,VE821
RPE1_hTER_P53,AHCYL2,-0.38,0.35,1.14,VE821
RPE1_hTER_P53,AHDC1,0.92,0.82,0.967,VE821
RPE1_hTER_P53,AHI1,0.03,0.514,1.05,VE821
RPE1_hTER_P53,AHNAK,1.01,0.843,0.968,VE821
RPE1_hTER_P53,AHNAK2,0.43,0.666,0.99,VE821
RPE1_hTER_P53,AHR,-8.91,2.57E-19,8.44E-16,VE821
RPE1_hTER_P53,AHRR,1.17,0.879,0.97,VE821
RPE1_hTER_P53,AHSA1,-0.03,0.488,1.06,VE821
RPE1_hTER_P53,AHSA2,0.08,0.53,1.04,VE821
RPE1_hTER_P53,AHSG,1.15,0.876,0.97,VE821
RPE1_hTER_P53,AICDA,0.34,0.631,1,VE821
